SchoolID,School,District,SchoolType,Enrollment,No_of_Program,FrRedLnch_PercentEligible,PercentofStudentsNotChronicallyAbsent,Subject,ParticipationRate2014to2015,PercentageMeetsORExceeds2014to2015
1312,Clear Creek Middle School,Gresham-Barlow SD 10J,M,637,2,74.41,82.2,Mathematics,98.3,26.8
1312,Clear Creek Middle School,Gresham-Barlow SD 10J,M,637,2,74.41,82.2,Science,100,57.9
582,Clear Lake Elementary School,Bethel SD 52,E,292,2,63.01,84.2,English Language Arts,98.7,58.4
582,Clear Lake Elementary School,Bethel SD 52,E,292,2,63.01,84.2,Mathematics,98.7,41.9
582,Clear Lake Elementary School,Bethel SD 52,E,292,2,63.01,84.2,Science,98.1,63.5
734,Clear Lake Elementary School,Salem-Keizer SD 24J,E,474,1,34.81,87.8,English Language Arts,100,71.2
734,Clear Lake Elementary School,Salem-Keizer SD 24J,E,474,1,34.81,87.8,Mathematics,100,64.2
734,Clear Lake Elementary School,Salem-Keizer SD 24J,E,474,1,34.81,87.8,Science,100,89.1
909,Cleveland High School,Portland SD 1J,H,1518,1,27.47,72,English Language Arts,75.9,71.8
909,Cleveland High School,Portland SD 1J,H,1518,1,27.47,72,Mathematics,75.9,35.9
909,Cleveland High School,Portland SD 1J,H,1518,1,27.47,72,Science,86.7,54.8
806,Cloverdale Elementary School,Cascade SD 5,E,174,1,40.8,85.3,English Language Arts,90.8,53.2
806,Cloverdale Elementary School,Cascade SD 5,E,174,1,40.8,85.3,Mathematics,92,38.8
806,Cloverdale Elementary School,Cascade SD 5,E,174,1,40.8,85.3,Science,97.1,85.3
507,Coburg Community Charter School,Eugene SD 4J,E,224,2,,89.4,English Language Arts,98.6,50.7
507,Coburg Community Charter School,Eugene SD 4J,E,224,2,,89.4,Mathematics,98,50.3
507,Coburg Community Charter School,Eugene SD 4J,E,224,2,,89.4,Science,98,54.2
291,Coffenberry Middle School,South Umpqua SD 19,M,263,1,61.98,78.8,English Language Arts,99.2,48.8
291,Coffenberry Middle School,South Umpqua SD 19,M,263,1,61.98,78.8,Mathematics,98.4,36.8
291,Coffenberry Middle School,South Umpqua SD 19,M,263,1,61.98,78.8,Science,97.8,64.4
1097,Colonel Wright Elementary School,North Wasco County SD 21,E,354,2,76.84,79.2,English Language Arts,100,40.1
1097,Colonel Wright Elementary School,North Wasco County SD 21,E,354,2,76.84,79.2,Mathematics,96.6,36.7
1097,Colonel Wright Elementary School,North Wasco County SD 21,E,354,2,76.84,79.2,Science,100,60.4
103,Colton Elementary School,Colton SD 53,E,250,1,52.8,83.8,English Language Arts,97.4,46.5
103,Colton Elementary School,Colton SD 53,E,250,1,52.8,83.8,Mathematics,97.4,34.2
103,Colton Elementary School,Colton SD 53,E,250,1,52.8,83.8,Science,100,79.1
104,Colton High School,Colton SD 53,H,225,1,33.33,95,English Language Arts,100,69.6
104,Colton High School,Colton SD 53,H,225,1,33.33,95,Mathematics,100,21.4
104,Colton High School,Colton SD 53,H,225,1,33.33,95,Science,96.4,66.7
1248,Colton Middle School,Colton SD 53,M,140,1,37.14,94,English Language Arts,99.3,59.7
1248,Colton Middle School,Colton SD 53,M,140,1,37.14,94,Mathematics,99.3,29.9
1248,Colton Middle School,Colton SD 53,M,140,1,37.14,94,Science,100,70
2716,Columbia County Education Campus,St Helens SD 502,H,78,1,66.67,67.6,English Language Arts,83.3,20
2716,Columbia County Education Campus,St Helens SD 502,H,78,1,66.67,67.6,Mathematics,,5
2716,Columbia County Education Campus,St Helens SD 502,H,78,1,66.67,67.6,Science,94.4,35.3
1228,Columbus Elementary School,McMinnville SD 40,E,511,3,64.38,85.2,English Language Arts,97.6,52.4
1228,Columbus Elementary School,McMinnville SD 40,E,511,3,64.38,85.2,Mathematics,97.6,40.2
1228,Columbus Elementary School,McMinnville SD 40,E,511,3,64.38,85.2,Science,100,75
1305,Community School,Beaverton SD 48J,H,191,1,,59.6,English Language Arts,86.2,52
1305,Community School,Beaverton SD 48J,H,191,1,,59.6,Mathematics,84.5,10.2
1305,Community School,Beaverton SD 48J,H,191,1,,59.6,Science,,
325,Condon Elementary School,Condon SD 25J,E,85,1,60,89.2,English Language Arts,100,70.9
325,Condon Elementary School,Condon SD 25J,E,85,1,60,89.2,Mathematics,100,45.5
325,Condon Elementary School,Condon SD 25J,E,85,1,60,89.2,Science,100,70
326,Condon High School,Condon SD 25J,H,44,1,50,75,English Language Arts,,
326,Condon High School,Condon SD 25J,H,44,1,50,75,Mathematics,,
326,Condon High School,Condon SD 25J,H,44,1,50,75,Science,,
1319,Conestoga Middle School,Beaverton SD 48J,M,881,1,35.07,85.3,English Language Arts,98.6,62.1
1319,Conestoga Middle School,Beaverton SD 48J,M,881,1,35.07,85.3,Mathematics,98.1,60.1
1319,Conestoga Middle School,Beaverton SD 48J,M,881,1,35.07,85.3,Science,,
1160,Cooper Mountain Elementary School,Beaverton SD 48J,E,514,1,16.34,94.3,English Language Arts,99.6,67.4
1160,Cooper Mountain Elementary School,Beaverton SD 48J,E,514,1,16.34,94.3,Mathematics,99.6,69.8
1160,Cooper Mountain Elementary School,Beaverton SD 48J,E,514,1,16.34,94.3,Science,100,87.1
191,Coquille Junior Senior High,Coquille SD 8,H,349,1,46.7,79.8,English Language Arts,100,53.8
191,Coquille Junior Senior High,Coquille SD 8,H,349,1,46.7,79.8,Mathematics,99.4,44.4
191,Coquille Junior Senior High,Coquille SD 8,H,349,1,46.7,79.8,Science,99.1,60.4
4025,Coquille Valley Elementary,Coquille SD 8,E,354,0,62.43,76.4,English Language Arts,97.9,40.5
4025,Coquille Valley Elementary,Coquille SD 8,E,354,0,62.43,76.4,Mathematics,98.7,31.4
4025,Coquille Valley Elementary,Coquille SD 8,E,354,0,62.43,76.4,Science,98.1,60.8
4747,Corbett Charter School,Corbett SD 39,E,72,0,,90.8,English Language Arts,97,66.2
4747,Corbett Charter School,Corbett SD 39,E,72,0,,90.8,Mathematics,98.5,53
4747,Corbett Charter School,Corbett SD 39,E,72,0,,90.8,Science,100,64.7
5253,Corbett Enviro-STEM High School,Corbett SD 39,H,189,0,23.81,86.2,English Language Arts,97.6,85
5253,Corbett Enviro-STEM High School,Corbett SD 39,H,189,0,23.81,86.2,Mathematics,97.6,62.5
5253,Corbett Enviro-STEM High School,Corbett SD 39,H,189,0,23.81,86.2,Science,100,75.6
4592,Corbett School,Corbett SD 39,H,1056,3,26.7,88.2,English Language Arts,99.1,54
4592,Corbett School,Corbett SD 39,H,1056,3,26.7,88.2,Mathematics,99.1,46.7
4592,Corbett School,Corbett SD 39,H,1056,3,26.7,88.2,Science,98.4,67.7
1128,Cornelius Elementary School,Forest Grove SD 15,E,448,2,83.71,93,English Language Arts,98.8,19.3
1128,Cornelius Elementary School,Forest Grove SD 15,E,448,2,83.71,93,Mathematics,99.4,20.5
1242,Corridor Elementary School,Eugene SD 4J,E,277,1,71.12,83.4,English Language Arts,83.9,47
1242,Corridor Elementary School,Eugene SD 4J,E,277,1,71.12,83.4,Mathematics,83.2,43
1242,Corridor Elementary School,Eugene SD 4J,E,277,1,71.12,83.4,Science,88.2,60
40,Corvallis High School,Corvallis SD 509J,H,1279,1,33.15,77.5,English Language Arts,95.1,84.6
40,Corvallis High School,Corvallis SD 509J,H,1279,1,33.15,77.5,Mathematics,94.7,53.2
40,Corvallis High School,Corvallis SD 509J,H,1279,1,33.15,77.5,Science,99.6,78.3
580,Cottage Grove High School,South Lane SD 45J3,H,819,1,59.71,77.7,English Language Arts,96.1,74.5
580,Cottage Grove High School,South Lane SD 45J3,H,819,1,59.71,77.7,Mathematics,97.1,35.4
580,Cottage Grove High School,South Lane SD 45J3,H,819,1,59.71,77.7,Science,55.4,91.2
3434,Cove Charter School,Cove SD 15,H,275,1,63.64,84.9,English Language Arts,97.4,62.6
3434,Cove Charter School,Cove SD 15,H,275,1,63.64,84.9,Mathematics,98,39.2
3434,Cove Charter School,Cove SD 15,H,275,1,63.64,84.9,Science,73.4,70.2
346,Crane Elementary School,Harney County SD 4,E,53,1,,84.6,English Language Arts,100,60
346,Crane Elementary School,Harney County SD 4,E,53,1,,84.6,Mathematics,97.1,58.8
346,Crane Elementary School,Harney County SD 4,E,53,1,,84.6,Science,100,61.5
358,Crane Union High School,Harney County Union High SD 1J,H,54,1,,78,English Language Arts,100,92.9
358,Crane Union High School,Harney County Union High SD 1J,H,54,1,,78,Mathematics,92.9,23.1
358,Crane Union High School,Harney County Union High SD 1J,H,54,1,,78,Science,100,78.6
4557,Crater Academy of Health and Public Services,Central Point SD 6,H,464,1,44.18,95,English Language Arts,98,78.6
4557,Crater Academy of Health and Public Services,Central Point SD 6,H,464,1,44.18,95,Mathematics,98,13.3
4557,Crater Academy of Health and Public Services,Central Point SD 6,H,464,1,44.18,95,Science,100,50
5251,Crater Lake Charter Academy,Eagle Point SD 9,H,164,0,,61.1,English Language Arts,97.3,32.1
5251,Crater Lake Charter Academy,Eagle Point SD 9,H,164,0,,61.1,Mathematics,98.2,17
5251,Crater Lake Charter Academy,Eagle Point SD 9,H,164,0,,61.1,Science,100,49.3
4561,Crater Renaissance Academy,Central Point SD 6,H,452,1,74.78,91.1,English Language Arts,96.9,77.9
4561,Crater Renaissance Academy,Central Point SD 6,H,452,1,74.78,91.1,Mathematics,93.9,19.6
4561,Crater Renaissance Academy,Central Point SD 6,H,452,1,74.78,91.1,Science,99,66.7
4559,Crater School of Business Innovation and Science,Central Point SD 6,H,436,1,58.94,95,English Language Arts,97,85.4
4559,Crater School of Business Innovation and Science,Central Point SD 6,H,436,1,58.94,95,Mathematics,96,43.2
4559,Crater School of Business Innovation and Science,Central Point SD 6,H,436,1,58.94,95,Science,97,57.3
4640,Creative Science School,Portland SD 1J,E,444,1,32.66,93.4,English Language Arts,66.9,67.9
4640,Creative Science School,Portland SD 1J,E,444,1,32.66,93.4,Mathematics,64.1,59.9
4640,Creative Science School,Portland SD 1J,E,444,1,32.66,93.4,Science,68.8,81.8
41,Crescent Valley High School,Corvallis SD 509J,H,1014,1,25.74,75,English Language Arts,97.9,90.4
41,Crescent Valley High School,Corvallis SD 509J,H,1014,1,25.74,75,Mathematics,97.4,53.3
41,Crescent Valley High School,Corvallis SD 509J,H,1014,1,25.74,75,Science,98.3,71.3
570,Creslane Elementary School,Creswell SD 40,E,602,2,54.15,83.9,English Language Arts,99,49.3
570,Creslane Elementary School,Creswell SD 40,E,602,2,54.15,83.9,Mathematics,99.4,43.6
570,Creslane Elementary School,Creswell SD 40,E,602,2,54.15,83.9,Science,99,82.5
843,Creston Elementary School,Portland SD 1J,E,358,2,62.01,86.5,English Language Arts,92.1,54.6
843,Creston Elementary School,Portland SD 1J,E,358,2,62.01,86.5,Mathematics,93.1,39
843,Creston Elementary School,Portland SD 1J,E,358,2,62.01,86.5,Science,96.2,58.8
623,Crestview Heights School,Lincoln County SD,E,381,2,76.38,76.2,English Language Arts,97.6,47.1
623,Crestview Heights School,Lincoln County SD,E,381,2,76.38,76.2,Mathematics,98,33.2
623,Crestview Heights School,Lincoln County SD,E,381,2,76.38,76.2,Science,98.8,60.8
572,Creswell High School,Creswell SD 40,H,377,1,51.99,85.5,English Language Arts,97.5,65.4
572,Creswell High School,Creswell SD 40,H,377,1,51.99,85.5,Mathematics,91.3,26
572,Creswell High School,Creswell SD 40,H,377,1,51.99,85.5,Science,85.2,49.3
571,Creswell Middle School,Creswell SD 40,M,289,1,48.1,87.1,English Language Arts,97.4,52.6
571,Creswell Middle School,Creswell SD 40,M,289,1,48.1,87.1,Mathematics,98.2,39.3
571,Creswell Middle School,Creswell SD 40,M,289,1,48.1,87.1,Science,99,74.5
225,Crook County High School,Crook County SD,H,834,1,56.83,75.5,English Language Arts,97.6,68.9
225,Crook County High School,Crook County SD,H,834,1,56.83,75.5,Mathematics,98.2,28
225,Crook County High School,Crook County SD,H,834,1,56.83,75.5,Science,99.4,72.1
224,Crook County Middle School,Crook County SD,M,595,1,73.78,79.9,English Language Arts,98.8,52.9
224,Crook County Middle School,Crook County SD,M,595,1,73.78,79.9,Mathematics,98.4,37.5
224,Crook County Middle School,Crook County SD,M,595,1,73.78,79.9,Science,100,65.8
219,Crooked River Elementary School,Crook County SD,E,356,1,59.83,87.1,English Language Arts,98.5,53.1
219,Crooked River Elementary School,Crook County SD,E,356,1,59.83,87.1,Mathematics,99,50.8
219,Crooked River Elementary School,Crook County SD,E,356,1,59.83,87.1,Science,100,76.9
1329,Crossler Middle School,Salem-Keizer SD 24J,M,692,1,43.64,79.5,English Language Arts,98.3,62.2
1329,Crossler Middle School,Salem-Keizer SD 24J,M,692,1,43.64,79.5,Mathematics,98.1,47.5
1329,Crossler Middle School,Salem-Keizer SD 24J,M,692,1,43.64,79.5,Science,99.1,70.7
592,Crow Middle/High School,Crow-Applegate-Lorane SD 66,H,152,1,39.47,80.7,English Language Arts,96.5,61
592,Crow Middle/High School,Crow-Applegate-Lorane SD 66,H,152,1,39.47,80.7,Mathematics,97.6,27.7
592,Crow Middle/High School,Crow-Applegate-Lorane SD 66,H,152,1,39.47,80.7,Science,96.6,54.4
425,Culver Elementary School,Culver SD 4,E,282,1,72.34,85.9,English Language Arts,100,55.6
425,Culver Elementary School,Culver SD 4,E,282,1,72.34,85.9,Mathematics,100,50.8
425,Culver Elementary School,Culver SD 4,E,282,1,72.34,85.9,Science,100,78
426,Culver High School,Culver SD 4,H,244,1,67.62,76.8,English Language Arts,96,51.1
426,Culver High School,Culver SD 4,H,244,1,67.62,76.8,Mathematics,98,31.3
426,Culver High School,Culver SD 4,H,244,1,67.62,76.8,Science,95.9,37
1295,Culver Middle School,Culver SD 4,M,169,1,69.23,85.4,English Language Arts,98.7,57.5
1295,Culver Middle School,Culver SD 4,M,169,1,69.23,85.4,Mathematics,100,41.9
1295,Culver Middle School,Culver SD 4,M,169,1,69.23,85.4,Science,100,60.3
735,Cummings Elementary School,Salem-Keizer SD 24J,E,399,1,59.15,78.8,English Language Arts,99.5,44.3
735,Cummings Elementary School,Salem-Keizer SD 24J,E,399,1,59.15,78.8,Mathematics,98.6,36.7
735,Cummings Elementary School,Salem-Keizer SD 24J,E,399,1,59.15,78.8,Science,98.8,63.4
995,Dallas High School,Dallas SD 2,H,1089,1,28.93,86.5,English Language Arts,95.9,74.6
995,Dallas High School,Dallas SD 2,H,1089,1,28.93,86.5,Mathematics,96.4,33.3
995,Dallas High School,Dallas SD 2,H,1089,1,28.93,86.5,Science,99.1,64
491,Daly Middle School,Lake County SD 7,M,131,1,43.51,80.2,English Language Arts,100,47.7
491,Daly Middle School,Lake County SD 7,M,131,1,43.51,80.2,Mathematics,100,35.9
491,Daly Middle School,Lake County SD 7,M,131,1,43.51,80.2,Science,100,68.9
90,Damascus Middle School,Gresham-Barlow SD 10J,M,166,1,33.73,92.4,English Language Arts,97.5,69.6
90,Damascus Middle School,Gresham-Barlow SD 10J,M,166,1,33.73,92.4,Mathematics,97.5,44.3
90,Damascus Middle School,Gresham-Barlow SD 10J,M,166,1,33.73,92.4,Science,100,93.3
583,Danebo Elementary School,Bethel SD 52,E,317,1,75.39,86.1,English Language Arts,99.2,35.2
583,Danebo Elementary School,Bethel SD 52,E,317,1,75.39,86.1,Mathematics,98.4,37.1
583,Danebo Elementary School,Bethel SD 52,E,317,1,75.39,86.1,Science,97.4,45.9
983,David Douglas High School,David Douglas SD 40,H,3227,3,72.92,73.7,English Language Arts,94.3,57.5
983,David Douglas High School,David Douglas SD 40,H,3227,3,72.92,73.7,Mathematics,93.5,24.3
983,David Douglas High School,David Douglas SD 40,H,3227,3,72.92,73.7,Science,85.7,51
949,Davis Elementary School,Reynolds SD 7,E,463,2,94.38,83.3,English Language Arts,98.2,11.7
949,Davis Elementary School,Reynolds SD 7,E,463,2,94.38,83.3,Mathematics,98.2,7.3
949,Davis Elementary School,Reynolds SD 7,E,463,2,94.38,83.3,Science,100,15.6
3348,Days Creek Charter School,Douglas County SD 15,H,165,1,63.03,77.7,English Language Arts,89.6,27.9
3348,Days Creek Charter School,Douglas County SD 15,H,165,1,63.03,77.7,Mathematics,90.6,11.5
3348,Days Creek Charter School,Douglas County SD 15,H,165,1,63.03,77.7,Science,87.5,33.3
1211,Dayton Grade School,Dayton SD 8,E,419,1,73.27,95,English Language Arts,99.5,39.7
1211,Dayton Grade School,Dayton SD 8,E,419,1,73.27,95,Mathematics,99,33.7
1211,Dayton Grade School,Dayton SD 8,E,419,1,73.27,95,Science,98.3,58.6
1212,Dayton High School,Dayton SD 8,H,332,1,65.36,95,English Language Arts,100,67.5
1212,Dayton High School,Dayton SD 8,H,332,1,65.36,95,Mathematics,96.2,21.6
1212,Dayton High School,Dayton SD 8,H,332,1,65.36,95,Science,92.3,42.3
1291,Dayton Jr High School,Dayton SD 8,M,227,1,71.37,95,English Language Arts,98.7,40.2
1291,Dayton Jr High School,Dayton SD 8,M,227,1,71.37,95,Mathematics,98.2,29.8
1291,Dayton Jr High School,Dayton SD 8,M,227,1,71.37,95,Science,98.8,30.9
3353,Dayville School,Dayville SD 16J,H,52,1,,91.7,English Language Arts,100,44
3353,Dayville School,Dayville SD 16J,H,52,1,,91.7,Mathematics,100,20
3353,Dayville School,Dayville SD 16J,H,52,1,,91.7,Science,100,69.2
91,Deep Creek Elementary School,Gresham-Barlow SD 10J,E,239,2,36.82,91.7,English Language Arts,94.8,55.9
91,Deep Creek Elementary School,Gresham-Barlow SD 10J,E,239,2,36.82,91.7,Mathematics,94.8,55.1
91,Deep Creek Elementary School,Gresham-Barlow SD 10J,E,239,2,36.82,91.7,Science,97.4,76.3
1369,Deer Creek Elementary School,Tigard-Tualatin SD 23J,E,580,1,34.48,93.1,English Language Arts,99,66.1
1369,Deer Creek Elementary School,Tigard-Tualatin SD 23J,E,580,1,34.48,93.1,Mathematics,99,55.8
1369,Deer Creek Elementary School,Tigard-Tualatin SD 23J,E,580,1,34.48,93.1,Science,100,76.6
3426,Desert View Elementary School,Hermiston SD 8,E,550,2,59.45,89.2,English Language Arts,100,58.1
3426,Desert View Elementary School,Hermiston SD 8,E,550,2,59.45,89.2,Mathematics,100,49
3426,Desert View Elementary School,Hermiston SD 8,E,550,2,59.45,89.2,Science,100,88.9
3227,Destinations Academy,Coos Bay SD 9,H,72,1,,54.3,English Language Arts,100,40
3227,Destinations Academy,Coos Bay SD 9,H,72,1,,54.3,Mathematics,87,5
3227,Destinations Academy,Coos Bay SD 9,H,72,1,,54.3,Science,86.4,26.3
932,Dexter McCarty Middle School,Gresham-Barlow SD 10J,M,591,2,65.31,85.8,English Language Arts,97.7,50.5
932,Dexter McCarty Middle School,Gresham-Barlow SD 10J,M,591,2,65.31,85.8,Mathematics,97.9,28.8
932,Dexter McCarty Middle School,Gresham-Barlow SD 10J,M,591,2,65.31,85.8,Science,98.9,63.9
348,Diamond Elementary School,Diamond SD 7,E,11,1,,90.9,English Language Arts,100,88.9
348,Diamond Elementary School,Diamond SD 7,E,11,1,,90.9,Mathematics,100,77.8
348,Diamond Elementary School,Diamond SD 7,E,11,1,,90.9,Science,,95
5201,Dillard Alternative High School,Winston-Dillard SD 116,H,33,0,,42.9,English Language Arts,77.8,28.6
5201,Dillard Alternative High School,Winston-Dillard SD 116,H,33,0,,42.9,Mathematics,,5
5201,Dillard Alternative High School,Winston-Dillard SD 116,H,33,0,,42.9,Science,,
1129,Dilley Elementary School,Forest Grove SD 15,E,272,1,25,91.4,English Language Arts,99.1,53.4
1129,Dilley Elementary School,Forest Grove SD 15,E,272,1,25,91.4,Mathematics,99.1,54.3
574,Dorena School,South Lane SD 45J3,E,88,1,80.68,86.7,English Language Arts,98.3,31.6
574,Dorena School,South Lane SD 45J3,E,88,1,80.68,86.7,Mathematics,98.3,24.6
574,Dorena School,South Lane SD 45J3,E,88,1,80.68,86.7,Science,100,42.9
352,Double O Elementary School,Double O SD 28,E,2,1,,,English Language Arts,,
352,Double O Elementary School,Double O SD 28,E,2,1,,,Mathematics,,
545,Douglas Gardens Elementary School,Springfield SD 19,E,340,2,79.12,88.1,English Language Arts,100,45
545,Douglas Gardens Elementary School,Springfield SD 19,E,340,2,79.12,88.1,Mathematics,100,42
545,Douglas Gardens Elementary School,Springfield SD 19,E,340,2,79.12,88.1,Science,100,73.1
316,Douglas High School,Winston-Dillard SD 116,H,424,1,41.04,72.7,English Language Arts,96.3,78.1
316,Douglas High School,Winston-Dillard SD 116,H,424,1,41.04,72.7,Mathematics,100,29.4
316,Douglas High School,Winston-Dillard SD 116,H,424,1,41.04,72.7,Science,89.9,51
350,Drewsey Elementary School,Drewsey SD 13,E,5,1,,,English Language Arts,,
350,Drewsey Elementary School,Drewsey SD 13,E,5,1,,,Mathematics,,
228,Driftwood Elementary School,Port Orford-Langlois SD 2CJ,E,133,1,78.95,69.6,English Language Arts,98.7,50
228,Driftwood Elementary School,Port Orford-Langlois SD 2CJ,E,133,1,78.95,69.6,Mathematics,98.7,43.6
228,Driftwood Elementary School,Port Orford-Langlois SD 2CJ,E,133,1,78.95,69.6,Science,100,77.4
1098,Dry Hollow Elementary School,North Wasco County SD 21,E,535,3,64.49,87.1,English Language Arts,100,42.3
1098,Dry Hollow Elementary School,North Wasco County SD 21,E,535,3,64.49,87.1,Mathematics,99.2,30
1098,Dry Hollow Elementary School,North Wasco County SD 21,E,535,3,64.49,87.1,Science,98.7,69.2
3402,Dufur School,Dufur SD 29,H,284,1,60.21,76.8,English Language Arts,98.7,76.5
3402,Dufur School,Dufur SD 29,H,284,1,60.21,76.8,Mathematics,99.3,57.3
3402,Dufur School,Dufur SD 29,H,284,1,60.21,76.8,Science,100,84.1
1216,Dundee Elementary School,Newberg SD 29J,E,328,1,37.8,88.6,English Language Arts,99.3,48
1216,Dundee Elementary School,Newberg SD 29J,E,328,1,37.8,88.6,Mathematics,99.3,44.7
1216,Dundee Elementary School,Newberg SD 29J,E,328,1,37.8,88.6,Science,100,81.4
844,Duniway Elementary School,Portland SD 1J,E,506,1,12.25,87.9,English Language Arts,93.1,89.6
844,Duniway Elementary School,Portland SD 1J,E,506,1,12.25,87.9,Mathematics,91.1,84
844,Duniway Elementary School,Portland SD 1J,E,506,1,12.25,87.9,Science,,95
1315,Duniway Middle School,McMinnville SD 40,M,762,2,52.62,89.9,English Language Arts,97.3,65.6
1315,Duniway Middle School,McMinnville SD 40,M,762,2,52.62,89.9,Mathematics,94.5,54.2
1315,Duniway Middle School,McMinnville SD 40,M,762,2,52.62,89.9,Science,98.4,74.8
2714,Durham Center,Tigard-Tualatin SD 23J,H,139,1,63.31,59.8,English Language Arts,83.1,51
2714,Durham Center,Tigard-Tualatin SD 23J,H,139,1,63.31,59.8,Mathematics,86.4,21.6
2714,Durham Center,Tigard-Tualatin SD 23J,H,139,1,63.31,59.8,Science,86.3,38.6
1138,Durham Elementary School,Tigard-Tualatin SD 23J,E,574,1,44.77,91.2,English Language Arts,100,60.4
1138,Durham Elementary School,Tigard-Tualatin SD 23J,E,574,1,44.77,91.2,Mathematics,100,56
1138,Durham Elementary School,Tigard-Tualatin SD 23J,E,574,1,44.77,91.2,Science,98.7,78.4
3493,EAGLE CAP Innovative HS,Baker SD 5J,H,27,0,92.59,57.9,English Language Arts,100,10
3493,EAGLE CAP Innovative HS,Baker SD 5J,H,27,0,92.59,57.9,Mathematics,,5
3493,EAGLE CAP Innovative HS,Baker SD 5J,H,27,0,92.59,57.9,Science,90,11.1
4850,Eagle Charter School,Oregon Department of Education,E,144,0,53.47,82.2,English Language Arts,94.2,30.8
4850,Eagle Charter School,Oregon Department of Education,E,144,0,53.47,82.2,Mathematics,94.2,27.7
4850,Eagle Charter School,Oregon Department of Education,E,144,0,53.47,82.2,Science,96,62.5
130,Eagle Creek Elementary School,Estacada SD 108,E,246,1,61.38,77,English Language Arts,97.4,41.8
130,Eagle Creek Elementary School,Estacada SD 108,E,246,1,61.38,77,Mathematics,97.4,25.3
130,Eagle Creek Elementary School,Estacada SD 108,E,246,1,61.38,77,Science,100,73.9
397,Eagle Point High School,Eagle Point SD 9,H,1095,1,73.52,85.2,English Language Arts,97.6,72.9
397,Eagle Point High School,Eagle Point SD 9,H,1095,1,73.52,85.2,Mathematics,97.3,21.1
397,Eagle Point High School,Eagle Point SD 9,H,1095,1,73.52,85.2,Science,93.4,60.4
396,Eagle Point Middle School,Eagle Point SD 9,M,401,1,61.35,87.1,English Language Arts,98.7,55.8
396,Eagle Point Middle School,Eagle Point SD 9,M,401,1,61.35,87.1,Mathematics,98.9,32.1
396,Eagle Point Middle School,Eagle Point SD 9,M,401,1,61.35,87.1,Science,98.6,64.1
4020,Eagle Rock Elementary School,Eagle Point SD 9,E,349,1,50.72,92,English Language Arts,100,48.7
4020,Eagle Rock Elementary School,Eagle Point SD 9,E,349,1,50.72,92,Mathematics,100,40
4020,Eagle Rock Elementary School,Eagle Point SD 9,E,349,1,50.72,92,Science,98.4,74.2
4545,EagleRidge High School,Klamath Falls City Schools,H,225,1,56,71.6,English Language Arts,88.9,50
4545,EagleRidge High School,Klamath Falls City Schools,H,225,1,56,71.6,Mathematics,86.7,12.8
4545,EagleRidge High School,Klamath Falls City Schools,H,225,1,56,71.6,Science,88.9,57.5
3525,Earl Boyles Elementary,David Douglas SD 40,E,441,3,80.95,89.9,English Language Arts,98.9,48.9
3525,Earl Boyles Elementary,David Douglas SD 40,E,441,3,80.95,89.9,Mathematics,99.5,39.1
3525,Earl Boyles Elementary,David Douglas SD 40,E,441,3,80.95,89.9,Science,100,70.3
4589,Early College High School,Salem-Keizer SD 24J,H,208,1,57.21,95,English Language Arts,,95
4589,Early College High School,Salem-Keizer SD 24J,H,208,1,57.21,95,Mathematics,94.1,65.6
4589,Early College High School,Salem-Keizer SD 24J,H,208,1,57.21,95,Science,85.3,89.7
1012,East Elementary School,Tillamook SD 9,E,470,1,65.74,89.5,English Language Arts,99.8,42
1012,East Elementary School,Tillamook SD 9,E,470,1,65.74,89.5,Mathematics,100,34.4
1012,East Elementary School,Tillamook SD 9,E,470,1,65.74,89.5,Science,100,40.1
933,East Gresham Elementary School,Gresham-Barlow SD 10J,E,440,2,88.86,88.5,English Language Arts,97.8,28.2
933,East Gresham Elementary School,Gresham-Barlow SD 10J,E,440,2,88.86,88.5,Mathematics,97.8,18.9
933,East Gresham Elementary School,Gresham-Barlow SD 10J,E,440,2,88.86,88.5,Science,100,47.9
941,East Orient Elementary School,Gresham-Barlow SD 10J,E,401,1,32.92,88.5,English Language Arts,99.6,67.4
941,East Orient Elementary School,Gresham-Barlow SD 10J,E,401,1,32.92,88.5,Mathematics,99.1,62.5
941,East Orient Elementary School,Gresham-Barlow SD 10J,E,401,1,32.92,88.5,Science,100,70.7
318,East Sutherlin Primary School,Sutherlin SD 130,E,429,1,69,79.8,English Language Arts,100,40
318,East Sutherlin Primary School,Sutherlin SD 130,E,429,1,69,79.8,Mathematics,100,41
1115,Eastwood Elementary School,Hillsboro SD 1J,E,520,2,74.04,90.3,English Language Arts,99.3,38.3
1115,Eastwood Elementary School,Hillsboro SD 1J,E,520,2,74.04,90.3,Mathematics,99.3,29.6
1115,Eastwood Elementary School,Hillsboro SD 1J,E,520,2,74.04,90.3,Science,100,57.1
269,Eastwood Elementary School,Douglas County SD 4,E,439,1,76.08,78.4,English Language Arts,100,49.5
269,Eastwood Elementary School,Douglas County SD 4,E,439,1,76.08,78.4,Mathematics,99,34.8
269,Eastwood Elementary School,Douglas County SD 4,E,439,1,76.08,78.4,Science,100,69.1
3433,Echo School,Echo SD 5,H,244,2,62.3,83.9,English Language Arts,98.4,53.2
3433,Echo School,Echo SD 5,H,244,2,62.3,83.9,Mathematics,99.2,34.6
3433,Echo School,Echo SD 5,H,244,2,62.3,83.9,Science,94.2,57.1
1130,Echo Shaw Elementary School,Forest Grove SD 15,E,336,4,86.61,93.7,English Language Arts,100,33.1
