SchoolID,School,District,SchoolType,Enrollment,No_of_Program,FrRedLnch_PercentEligible,PercentofStudentsNotChronicallyAbsent,Subject,ParticipationRate2014to2015,PercentageMeetsORExceeds2014to2015
1237,Sheridan High School,Sheridan SD 48J,H,252,2,67.06,79.5,English Language Arts,95.2,43.3
1237,Sheridan High School,Sheridan SD 48J,H,252,2,67.06,79.5,Mathematics,95.2,11.7
1237,Sheridan High School,Sheridan SD 48J,H,252,2,67.06,79.5,Science,100,31.7
2728,Sheridan Japanese School,Sheridan SD 48J,H,88,1,29.55,86.9,English Language Arts,98.4,65
2728,Sheridan Japanese School,Sheridan SD 48J,H,88,1,29.55,86.9,Mathematics,93.4,50.9
2728,Sheridan Japanese School,Sheridan SD 48J,H,88,1,29.55,86.9,Science,96.7,82.8
2732,Sheridan Spartan Academy,Sheridan SD 48J,H,16,0,,95,English Language Arts,,
2732,Sheridan Spartan Academy,Sheridan SD 48J,H,16,0,,95,Mathematics,,
2732,Sheridan Spartan Academy,Sheridan SD 48J,H,16,0,,95,Science,,
1009,Sherman Elementary School,Sherman County SD,E,132,2,52.27,80.6,English Language Arts,100,62.7
1009,Sherman Elementary School,Sherman County SD,E,132,2,52.27,80.6,Mathematics,100,59.7
1009,Sherman Elementary School,Sherman County SD,E,132,2,52.27,80.6,Science,100,62.5
1010,Sherman Junior/Senior High School,Sherman County SD,H,117,1,43.59,84.8,English Language Arts,100,52.7
1010,Sherman Junior/Senior High School,Sherman County SD,H,117,1,43.59,84.8,Mathematics,98.2,38.9
1010,Sherman Junior/Senior High School,Sherman County SD,H,117,1,43.59,84.8,Science,100,63.9
4220,Sherwood Charter School,Sherwood SD 88J,E,224,1,,91.6,English Language Arts,97.2,78
4220,Sherwood Charter School,Sherwood SD 88J,E,224,1,,91.6,Mathematics,97.2,66
4220,Sherwood Charter School,Sherwood SD 88J,E,224,1,,91.6,Science,100,90
1048,Sherwood Heights Elementary School,Pendleton SD 16,E,449,1,60.13,81.2,English Language Arts,99.5,46.3
1048,Sherwood Heights Elementary School,Pendleton SD 16,E,449,1,60.13,81.2,Mathematics,99.1,43.3
1048,Sherwood Heights Elementary School,Pendleton SD 16,E,449,1,60.13,81.2,Science,100,75
1193,Sherwood High School,Sherwood SD 88J,H,1582,1,14.98,82.6,English Language Arts,96.6,84.1
1193,Sherwood High School,Sherwood SD 88J,H,1582,1,14.98,82.6,Mathematics,96.3,44.7
1193,Sherwood High School,Sherwood SD 88J,H,1582,1,14.98,82.6,Science,100,80.9
1192,Sherwood Middle School,Sherwood SD 88J,M,689,1,22.35,89.4,English Language Arts,99.1,74.8
1192,Sherwood Middle School,Sherwood SD 88J,M,689,1,22.35,89.4,Mathematics,98.7,63.2
1192,Sherwood Middle School,Sherwood SD 88J,M,689,1,22.35,89.4,Science,100,84.2
4468,Siletz Valley Early College Academy,Lincoln County SD,H,67,1,80.6,63.5,English Language Arts,100,71.4
4468,Siletz Valley Early College Academy,Lincoln County SD,H,67,1,80.6,63.5,Mathematics,100,7.1
4468,Siletz Valley Early College Academy,Lincoln County SD,H,67,1,80.6,63.5,Science,100,25
4038,Siletz Valley Schools,Lincoln County SD,E,134,1,94.03,73.4,English Language Arts,100,26
4038,Siletz Valley Schools,Lincoln County SD,E,134,1,94.03,73.4,Mathematics,100,19.8
4038,Siletz Valley Schools,Lincoln County SD,E,134,1,94.03,73.4,Science,100,43.3
795,Silver Crest Elementary School,Silver Falls SD 4J,E,136,1,42.65,89.4,English Language Arts,100,61.1
795,Silver Crest Elementary School,Silver Falls SD 4J,E,136,1,42.65,89.4,Mathematics,100,51.6
795,Silver Crest Elementary School,Silver Falls SD 4J,E,136,1,42.65,89.4,Science,100,58.8
812,Silverton High School,Silver Falls SD 4J,H,1248,1,35.82,76.2,English Language Arts,93.8,47.4
812,Silverton High School,Silver Falls SD 4J,H,1248,1,35.82,76.2,Mathematics,94.1,28.2
812,Silverton High School,Silver Falls SD 4J,H,1248,1,35.82,76.2,Science,99.3,66.7
4702,Silvies River Charter School,Frenchglen SD 16,H,116,0,,80.8,English Language Arts,72.5,44
4702,Silvies River Charter School,Frenchglen SD 16,H,116,0,,80.8,Mathematics,71,34.7
4702,Silvies River Charter School,Frenchglen SD 16,H,116,0,,80.8,Science,88.5,60.9
264,Sisters Elementary School,Sisters SD 6,E,322,2,40.37,88.1,English Language Arts,97.1,66.2
264,Sisters Elementary School,Sisters SD 6,E,322,2,40.37,88.1,Mathematics,96.4,54.5
1294,Sisters High School,Sisters SD 6,H,446,1,25.11,78.7,English Language Arts,100,69.3
1294,Sisters High School,Sisters SD 6,H,446,1,25.11,78.7,Mathematics,99.1,34.5
1294,Sisters High School,Sisters SD 6,H,446,1,25.11,78.7,Science,70.2,93.8
1293,Sisters Middle School,Sisters SD 6,M,339,1,33.04,84.3,English Language Arts,97,67.7
1293,Sisters Middle School,Sisters SD 6,M,339,1,33.04,84.3,Mathematics,96.7,45.1
1293,Sisters Middle School,Sisters SD 6,M,339,1,33.04,84.3,Science,97.8,87.9
889,Sitton Elementary School,Portland SD 1J,E,401,2,85.79,77.1,English Language Arts,98.9,27.5
889,Sitton Elementary School,Portland SD 1J,E,401,2,85.79,77.1,Mathematics,98.9,21
889,Sitton Elementary School,Portland SD 1J,E,401,2,85.79,77.1,Science,100,37
609,Siuslaw Elementary School,Siuslaw SD 97J,E,650,3,64.15,82.7,English Language Arts,98.8,43.4
609,Siuslaw Elementary School,Siuslaw SD 97J,E,650,3,64.15,82.7,Mathematics,99.1,38.2
609,Siuslaw Elementary School,Siuslaw SD 97J,E,650,3,64.15,82.7,Science,100,68.3
610,Siuslaw High School,Siuslaw SD 97J,H,427,1,56.91,81.4,English Language Arts,95.6,65.5
610,Siuslaw High School,Siuslaw SD 97J,H,427,1,56.91,81.4,Mathematics,94.5,33.7
610,Siuslaw High School,Siuslaw SD 97J,H,427,1,56.91,81.4,Science,85.7,83.3
608,Siuslaw Middle School,Siuslaw SD 97J,M,314,2,66.88,81.8,English Language Arts,97.4,47.8
608,Siuslaw Middle School,Siuslaw SD 97J,M,314,2,66.88,81.8,Mathematics,97.4,24.9
608,Siuslaw Middle School,Siuslaw SD 97J,M,314,2,66.88,81.8,Science,98.2,49.5
3217,Sky View Middle School,Bend-LaPine Administrative SD 1,M,827,1,43.05,80.7,English Language Arts,95.4,60.7
3217,Sky View Middle School,Bend-LaPine Administrative SD 1,M,827,1,43.05,80.7,Mathematics,95.3,39
3217,Sky View Middle School,Bend-LaPine Administrative SD 1,M,827,1,43.05,80.7,Science,94.7,69.3
890,Skyline Elementary School,Portland SD 1J,E,309,1,25.89,91.9,English Language Arts,93.5,69
890,Skyline Elementary School,Portland SD 1J,E,309,1,25.89,91.9,Mathematics,96,51.6
890,Skyline Elementary School,Portland SD 1J,E,309,1,25.89,91.9,Science,98.6,70.8
2733,Sojourner School,North Clackamas SD 12,E,171,1,16.96,91.8,English Language Arts,98.8,71.6
2733,Sojourner School,North Clackamas SD 12,E,171,1,16.96,91.8,Mathematics,98.8,69.1
2733,Sojourner School,North Clackamas SD 12,E,171,1,16.96,91.8,Science,,95
650,South Albany High School,Greater Albany Public SD 8J,H,1325,1,48.3,71.3,English Language Arts,99,50.2
650,South Albany High School,Greater Albany Public SD 8J,H,1325,1,48.3,71.3,Mathematics,99.4,19.8
650,South Albany High School,Greater Albany Public SD 8J,H,1325,1,48.3,71.3,Science,99.7,59.4
7,South Baker Intermediate School,Baker SD 5J,E,314,2,67.52,89.3,English Language Arts,98.7,40.1
7,South Baker Intermediate School,Baker SD 5J,E,314,2,67.52,89.3,Mathematics,98.7,25.6
7,South Baker Intermediate School,Baker SD 5J,E,314,2,67.52,89.3,Science,100,55.2
4221,South Columbia Family School,Scappoose SD 1J,E,53,1,,95,English Language Arts,96.6,67.9
4221,South Columbia Family School,Scappoose SD 1J,E,53,1,,95,Mathematics,96.6,67.9
4221,South Columbia Family School,Scappoose SD 1J,E,53,1,,95,Science,100,90
539,South Eugene High School,Eugene SD 4J,H,1435,1,25.16,77.2,English Language Arts,56.6,91.9
539,South Eugene High School,Eugene SD 4J,H,1435,1,25.16,77.2,Mathematics,42.2,70.2
539,South Eugene High School,Eugene SD 4J,H,1435,1,25.16,77.2,Science,76,87.2
2385,South Jetty High School,ODE YCEP District,H,43,1,,95,English Language Arts,70,42.9
2385,South Jetty High School,ODE YCEP District,H,43,1,,95,Mathematics,70,14.3
2385,South Jetty High School,ODE YCEP District,H,43,1,,95,Science,100,33.3
1198,South Meadows Middle School,Hillsboro SD 1J,M,723,1,56.29,85.5,English Language Arts,97.5,44.5
1198,South Meadows Middle School,Hillsboro SD 1J,M,723,1,56.29,85.5,Mathematics,98,35.8
1198,South Meadows Middle School,Hillsboro SD 1J,M,723,1,56.29,85.5,Science,99.7,52.8
423,South Medford High School,Medford SD 549C,H,1795,1,58.77,70.8,English Language Arts,92.3,52.9
423,South Medford High School,Medford SD 549C,H,1795,1,58.77,70.8,Mathematics,97.7,24.6
423,South Medford High School,Medford SD 549C,H,1795,1,58.77,70.8,Science,98.2,72.6
441,South Middle School,Grants Pass SD 7,M,636,1,60.85,80,English Language Arts,99.2,54.3
441,South Middle School,Grants Pass SD 7,M,636,1,60.85,80,Mathematics,98.9,35.2
441,South Middle School,Grants Pass SD 7,M,636,1,60.85,80,Science,99,68.5
1014,South Prairie Elementary School,Tillamook SD 9,E,316,1,61.08,95,English Language Arts,99.4,30.6
1014,South Prairie Elementary School,Tillamook SD 9,E,316,1,61.08,95,Mathematics,99.4,27.1
775,South Salem High School,Salem-Keizer SD 24J,H,1904,1,50.37,77.5,English Language Arts,88.6,76.7
775,South Salem High School,Salem-Keizer SD 24J,H,1904,1,50.37,77.5,Mathematics,88.1,36.4
775,South Salem High School,Salem-Keizer SD 24J,H,1904,1,50.37,77.5,Science,83.7,73.9
645,South Shore Elementary School,Greater Albany Public SD 8J,E,474,1,69.62,87.8,English Language Arts,100,23.3
645,South Shore Elementary School,Greater Albany Public SD 8J,E,474,1,69.62,87.8,Mathematics,99,16.2
645,South Shore Elementary School,Greater Albany Public SD 8J,E,474,1,69.62,87.8,Science,100,38.7
293,South Umpqua High School,South Umpqua SD 19,H,427,1,55.27,70.2,English Language Arts,98.9,63.8
293,South Umpqua High School,South Umpqua SD 19,H,427,1,55.27,70.2,Mathematics,98.9,26.6
293,South Umpqua High School,South Umpqua SD 19,H,427,1,55.27,70.2,Science,,
1109,South Wasco County High School,South Wasco County SD 1,H,111,1,61.26,68.8,English Language Arts,98,69.4
1109,South Wasco County High School,South Wasco County SD 1,H,111,1,61.26,68.8,Mathematics,98,36.7
1109,South Wasco County High School,South Wasco County SD 1,H,111,1,61.26,68.8,Science,100,37.8
2783,Southridge High School,Beaverton SD 48J,H,1666,1,23.71,81.2,English Language Arts,97.3,85.8
2783,Southridge High School,Beaverton SD 48J,H,1666,1,23.71,81.2,Mathematics,97.5,57.6
2783,Southridge High School,Beaverton SD 48J,H,1666,1,23.71,81.2,Science,2.2,55.6
4604,Southwest Charter School,Oregon Department of Education,E,188,1,,93.2,English Language Arts,95.7,62.1
4604,Southwest Charter School,Oregon Department of Education,E,188,1,,93.2,Mathematics,95.7,50
4604,Southwest Charter School,Oregon Department of Education,E,188,1,,93.2,Science,93.6,84.1
528,Spencer Butte Middle School,Eugene SD 4J,M,448,1,31.7,83.4,English Language Arts,96.7,81.3
528,Spencer Butte Middle School,Eugene SD 4J,M,448,1,31.7,83.4,Mathematics,96.2,74.9
528,Spencer Butte Middle School,Eugene SD 4J,M,448,1,31.7,83.4,Science,99.3,83.9
774,Sprague High School,Salem-Keizer SD 24J,H,1692,1,34.4,79.7,English Language Arts,91.1,76.4
774,Sprague High School,Salem-Keizer SD 24J,H,1692,1,34.4,79.7,Mathematics,95.4,41.7
774,Sprague High School,Salem-Keizer SD 24J,H,1692,1,34.4,79.7,Science,84.8,61.3
3403,Spray School,Spray SD 1,H,44,1,,95,English Language Arts,95,68.4
3403,Spray School,Spray SD 1,H,44,1,,95,Mathematics,90.5,36.8
3403,Spray School,Spray SD 1,H,44,1,,95,Science,88.9,37.5
529,Spring Creek Elementary School,Eugene SD 4J,E,343,1,60.64,82.6,English Language Arts,99.4,45.2
529,Spring Creek Elementary School,Eugene SD 4J,E,343,1,60.64,82.6,Mathematics,99.4,30.6
529,Spring Creek Elementary School,Eugene SD 4J,E,343,1,60.64,82.6,Science,100,71.7
3198,Spring Mountain Elementary School,North Clackamas SD 12,E,488,1,21.11,90.2,English Language Arts,99.6,72.2
3198,Spring Mountain Elementary School,North Clackamas SD 12,E,488,1,21.11,90.2,Mathematics,99.1,63.3
3198,Spring Mountain Elementary School,North Clackamas SD 12,E,488,1,21.11,90.2,Science,100,87.2
560,Springfield High School,Springfield SD 19,H,1304,2,71.01,72,English Language Arts,89.4,63.6
560,Springfield High School,Springfield SD 19,H,1304,2,71.01,72,Mathematics,89.1,29.2
560,Springfield High School,Springfield SD 19,H,1304,2,71.01,72,Science,96,58.1
4712,Springville K-8 School,Beaverton SD 48J,E,897,0,19.29,94.3,English Language Arts,96.9,72.9
4712,Springville K-8 School,Beaverton SD 48J,E,897,0,19.29,94.3,Mathematics,96.3,77.1
4712,Springville K-8 School,Beaverton SD 48J,E,897,0,19.29,94.3,Science,69.1,80.7
4480,Springwater Environmental Sciences School,Oregon City SD 62,E,194,1,,94.2,English Language Arts,97.6,76.2
4480,Springwater Environmental Sciences School,Oregon City SD 62,E,194,1,,94.2,Mathematics,96.8,57
4480,Springwater Environmental Sciences School,Oregon City SD 62,E,194,1,,94.2,Science,100,91.7
3577,Springwater Trail High School,Gresham-Barlow SD 10J,H,163,1,86.5,69.9,English Language Arts,100,78
3577,Springwater Trail High School,Gresham-Barlow SD 10J,H,163,1,86.5,69.9,Mathematics,97.6,10
3577,Springwater Trail High School,Gresham-Barlow SD 10J,H,163,1,86.5,69.9,Science,95.1,41
4602,St Helens Arthur Academy,St Helens SD 502,E,231,1,22.08,94.5,English Language Arts,97.9,62.6
4602,St Helens Arthur Academy,St Helens SD 502,E,231,1,22.08,94.5,Mathematics,98.6,53.6
4602,St Helens Arthur Academy,St Helens SD 502,E,231,1,22.08,94.5,Science,95.3,80.5
185,St Helens High School,St Helens SD 502,H,971,1,42.43,79.9,English Language Arts,98.1,73.3
185,St Helens High School,St Helens SD 502,H,971,1,42.43,79.9,Mathematics,95.8,19.5
185,St Helens High School,St Helens SD 502,H,971,1,42.43,79.9,Science,100,53.3
184,St Helens Middle School,St Helens SD 502,M,444,1,51.58,81.6,English Language Arts,98.9,44.5
184,St Helens Middle School,St Helens SD 502,M,444,1,51.58,81.6,Mathematics,97.7,43
184,St Helens Middle School,St Helens SD 502,M,444,1,51.58,81.6,Science,98.7,68.7
793,St Marys Public School,Mt Angel SD 91,E,349,1,61.6,82.1,English Language Arts,100,42.2
793,St Marys Public School,Mt Angel SD 91,E,349,1,61.6,82.1,Mathematics,100,33.7
793,St Marys Public School,Mt Angel SD 91,E,349,1,61.6,82.1,Science,100,50
778,St Paul Elementary School,St Paul SD 45,E,126,1,48.41,90.1,English Language Arts,76.4,56.6
778,St Paul Elementary School,St Paul SD 45,E,126,1,48.41,90.1,Mathematics,76.4,41.5
778,St Paul Elementary School,St Paul SD 45,E,126,1,48.41,90.1,Science,75,33.3
779,St Paul High School,St Paul SD 45,H,146,1,,95,English Language Arts,89,70.8
779,St Paul High School,St Paul SD 45,H,146,1,,95,Mathematics,87.7,60.9
779,St Paul High School,St Paul SD 45,H,146,1,,95,Science,88.2,75.6
47,Stafford Primary School,West Linn-Wilsonville SD 3J,E,515,1,13.59,91.1,English Language Arts,99.3,78.2
47,Stafford Primary School,West Linn-Wilsonville SD 3J,E,515,1,13.59,91.1,Mathematics,98.9,68.3
47,Stafford Primary School,West Linn-Wilsonville SD 3J,E,515,1,13.59,91.1,Science,93.5,90.8
1060,Stanfield Elementary School,Stanfield SD 61,E,267,1,77.53,88.9,English Language Arts,98.7,40
1060,Stanfield Elementary School,Stanfield SD 61,E,267,1,77.53,88.9,Mathematics,97.5,26.8
1060,Stanfield Elementary School,Stanfield SD 61,E,267,1,77.53,88.9,Science,100,65.6
1061,Stanfield Secondary School,Stanfield SD 61,H,243,1,63.79,78.1,English Language Arts,100,64.1
1061,Stanfield Secondary School,Stanfield SD 61,H,243,1,63.79,78.1,Mathematics,98.1,32.7
1061,Stanfield Secondary School,Stanfield SD 61,H,243,1,63.79,78.1,Science,93.4,57.9
788,Stayton Elementary School,North Santiam SD 29J,E,435,1,74.94,81.5,English Language Arts,100,37.7
788,Stayton Elementary School,North Santiam SD 29J,E,435,1,74.94,81.5,Mathematics,98.2,25.9
809,Stayton High School,North Santiam SD 29J,H,733,1,54.84,86.7,English Language Arts,98.2,60.8
809,Stayton High School,North Santiam SD 29J,H,733,1,54.84,86.7,Mathematics,94.1,26.4
809,Stayton High School,North Santiam SD 29J,H,733,1,54.84,86.7,Science,98.2,56.9
789,Stayton Middle School,North Santiam SD 29J,M,575,1,70.61,92.6,English Language Arts,98.5,49.3
789,Stayton Middle School,North Santiam SD 29J,M,575,1,70.61,92.6,Mathematics,98.3,33.5
789,Stayton Middle School,North Santiam SD 29J,M,575,1,70.61,92.6,Science,100,60.7
479,Stearns Elementary School,Klamath County SD,E,345,4,81.74,89.9,English Language Arts,100,32.5
479,Stearns Elementary School,Klamath County SD,E,345,4,81.74,89.9,Mathematics,100,28.4
479,Stearns Elementary School,Klamath County SD,E,345,4,81.74,89.9,Science,100,33.3
1082,Stella Mayfield Elementary School,Elgin SD 23,E,279,2,75.99,73.9,English Language Arts,98.2,31.7
1082,Stella Mayfield Elementary School,Elgin SD 23,E,279,2,75.99,73.9,Mathematics,98.2,25
1082,Stella Mayfield Elementary School,Elgin SD 23,E,279,2,75.99,73.9,Science,98.1,72.5
1331,Stephens Middle School,Salem-Keizer SD 24J,M,1053,2,85.85,75.8,English Language Arts,99.8,46
1331,Stephens Middle School,Salem-Keizer SD 24J,M,1053,2,85.85,75.8,Mathematics,99.1,31
1331,Stephens Middle School,Salem-Keizer SD 24J,M,1053,2,85.85,75.8,Science,100,51.7
892,Stephenson Elementary School,Portland SD 1J,E,308,1,8.44,95,English Language Arts,97.5,76.3
892,Stephenson Elementary School,Portland SD 1J,E,308,1,8.44,95,Mathematics,97.5,69.9
892,Stephenson Elementary School,Portland SD 1J,E,308,1,8.44,95,Science,100,86
2782,Stoller Middle School,Beaverton SD 48J,M,1389,1,9.86,90.8,English Language Arts,98.7,82.8
2782,Stoller Middle School,Beaverton SD 48J,M,1389,1,9.86,90.8,Mathematics,98.3,81.4
2782,Stoller Middle School,Beaverton SD 48J,M,1389,1,9.86,90.8,Science,,
4859,Straub Middle School,Salem-Keizer SD 24J,M,585,0,37.78,87.8,English Language Arts,99.7,65.6
4859,Straub Middle School,Salem-Keizer SD 24J,M,585,0,37.78,87.8,Mathematics,99.1,51.6
4859,Straub Middle School,Salem-Keizer SD 24J,M,585,0,37.78,87.8,Science,100,78.9
717,Sublimity Elementary School,North Santiam SD 29J,E,372,1,27.42,91.1,English Language Arts,100,61.9
717,Sublimity Elementary School,North Santiam SD 29J,E,372,1,27.42,91.1,Mathematics,100,62.3
717,Sublimity Elementary School,North Santiam SD 29J,E,372,1,27.42,91.1,Science,100,88.9
4639,Sue Buel Elementary,McMinnville SD 40,E,527,3,81.02,83.8,English Language Arts,99.2,47.8
4639,Sue Buel Elementary,McMinnville SD 40,E,527,3,81.02,83.8,Mathematics,99.2,35.5
4639,Sue Buel Elementary,McMinnville SD 40,E,527,3,81.02,83.8,Science,100,83.5
3216,Summit High School,Bend-LaPine Administrative SD 1,H,1513,1,22.6,72.4,English Language Arts,96.4,82.8
3216,Summit High School,Bend-LaPine Administrative SD 1,H,1513,1,22.6,72.4,Mathematics,95.8,51.4
3216,Summit High School,Bend-LaPine Administrative SD 1,H,1513,1,22.6,72.4,Science,,95
761,Sumpter Elementary School,Salem-Keizer SD 24J,E,500,1,31,87.2,English Language Arts,92.9,74.4
761,Sumpter Elementary School,Salem-Keizer SD 24J,E,500,1,31,87.2,Mathematics,91.6,63.4
761,Sumpter Elementary School,Salem-Keizer SD 24J,E,500,1,31,87.2,Science,,95
4823,Sunny Wolf Charter School,Three Rivers/Josephine County SD,E,76,0,,73.5,English Language Arts,100,42.4
4823,Sunny Wolf Charter School,Three Rivers/Josephine County SD,E,76,0,,73.5,Mathematics,100,39.4
4823,Sunny Wolf Charter School,Three Rivers/Josephine County SD,E,76,0,,73.5,Science,100,90
78,Sunnyside Elementary School,North Clackamas SD 12,E,540,0,39.07,91,English Language Arts,98.5,58.1
78,Sunnyside Elementary School,North Clackamas SD 12,E,540,0,39.07,91,Mathematics,98.2,42
78,Sunnyside Elementary School,North Clackamas SD 12,E,540,0,39.07,91,Science,98.9,65.2
893,Sunnyside Environmental School,Portland SD 1J,E,587,2,28.11,90,English Language Arts,60,64.6
893,Sunnyside Environmental School,Portland SD 1J,E,587,2,28.11,90,Mathematics,59.8,59
893,Sunnyside Environmental School,Portland SD 1J,E,587,2,28.11,90,Science,55.9,79
276,Sunnyslope Elementary School,Douglas County SD 4,E,286,1,75.87,76.9,English Language Arts,100,19
276,Sunnyslope Elementary School,Douglas County SD 4,E,286,1,75.87,76.9,Mathematics,100,22.5
276,Sunnyslope Elementary School,Douglas County SD 4,E,286,1,75.87,76.9,Science,100,64.7
1051,Sunridge Middle School,Pendleton SD 16,M,709,1,55.01,82.4,English Language Arts,98.8,52.1
1051,Sunridge Middle School,Pendleton SD 16,M,709,1,55.01,82.4,Mathematics,98.8,37.4
1051,Sunridge Middle School,Pendleton SD 16,M,709,1,55.01,82.4,Science,99.6,68.4
644,Sunrise Elementary School,Greater Albany Public SD 8J,E,397,2,73.8,77.4,English Language Arts,99.4,39.8
644,Sunrise Elementary School,Greater Albany Public SD 8J,E,397,2,73.8,77.4,Mathematics,98.8,36.5
644,Sunrise Elementary School,Greater Albany Public SD 8J,E,397,2,73.8,77.4,Science,100,44.7
1037,Sunset Elementary School,Hermiston SD 8,E,579,1,78.58,84.3,English Language Arts,100,45.4
1037,Sunset Elementary School,Hermiston SD 8,E,579,1,78.58,84.3,Mathematics,100,35.9
1037,Sunset Elementary School,Hermiston SD 8,E,579,1,78.58,84.3,Science,100,49.5
1188,Sunset High School,Beaverton SD 48J,H,2072,1,24.18,85.3,English Language Arts,83.5,77.7
1188,Sunset High School,Beaverton SD 48J,H,2072,1,24.18,85.3,Mathematics,83.5,58.7
1188,Sunset High School,Beaverton SD 48J,H,2072,1,24.18,85.3,Science,93.6,85.3
48,Sunset Primary School,West Linn-Wilsonville SD 3J,E,297,2,27.61,89.4,English Language Arts,100,67.9
48,Sunset Primary School,West Linn-Wilsonville SD 3J,E,297,2,27.61,89.4,Mathematics,98.8,70
48,Sunset Primary School,West Linn-Wilsonville SD 3J,E,297,2,27.61,89.4,Science,98.1,92.5
199,Sunset School,Coos Bay SD 9,E,453,1,81.68,83.1,English Language Arts,99.5,35.2
199,Sunset School,Coos Bay SD 9,E,453,1,81.68,83.1,Mathematics,99.3,29.4
199,Sunset School,Coos Bay SD 9,E,453,1,81.68,83.1,Science,100,55.2
349,Suntex Elementary School,Suntex SD 10,E,15,1,,93.3,English Language Arts,100,44.4
349,Suntex Elementary School,Suntex SD 10,E,15,1,,93.3,Mathematics,100,44.4
349,Suntex Elementary School,Suntex SD 10,E,15,1,,93.3,Science,,
321,Sutherlin High School,Sutherlin SD 130,H,412,1,50.73,80.1,English Language Arts,91.9,67
321,Sutherlin High School,Sutherlin SD 130,H,412,1,50.73,80.1,Mathematics,91.9,38.5
321,Sutherlin High School,Sutherlin SD 130,H,412,1,50.73,80.1,Science,91.9,58.2
319,Sutherlin Middle School,Sutherlin SD 130,M,191,1,65.45,76.1,English Language Arts,100,55.7
319,Sutherlin Middle School,Sutherlin SD 130,M,191,1,65.45,76.1,Mathematics,99.5,38.9
319,Sutherlin Middle School,Sutherlin SD 130,M,191,1,65.45,76.1,Science,100,78.7
4484,Sweet Home Charter School,Sweet Home SD 55,E,235,1,54.47,75.9,English Language Arts,97.5,50.8
4484,Sweet Home Charter School,Sweet Home SD 55,E,235,1,54.47,75.9,Mathematics,97.5,50
4484,Sweet Home Charter School,Sweet Home SD 55,E,235,1,54.47,75.9,Science,100,83.9
669,Sweet Home High School,Sweet Home SD 55,H,805,2,57.27,59.7,English Language Arts,93.8,62.4
669,Sweet Home High School,Sweet Home SD 55,H,805,2,57.27,59.7,Mathematics,95.9,18.4
669,Sweet Home High School,Sweet Home SD 55,H,805,2,57.27,59.7,Science,,95
668,Sweet Home Junior High School,Sweet Home SD 55,M,354,2,68.36,74.7,English Language Arts,97.6,45.5
668,Sweet Home Junior High School,Sweet Home SD 55,M,354,2,68.36,74.7,Mathematics,98.2,36.4
668,Sweet Home Junior High School,Sweet Home SD 55,M,354,2,68.36,74.7,Science,98.7,58.1
950,Sweetbriar Elementary School,Reynolds SD 7,E,388,2,57.99,81.9,English Language Arts,99.4,47.2
950,Sweetbriar Elementary School,Reynolds SD 7,E,388,2,57.99,81.9,Mathematics,100,37
950,Sweetbriar Elementary School,Reynolds SD 7,E,388,2,57.99,81.9,Science,98.4,45.9
762,Swegle Elementary School,Salem-Keizer SD 24J,E,549,3,86.16,79.2,English Language Arts,97.9,26
762,Swegle Elementary School,Salem-Keizer SD 24J,E,549,3,86.16,79.2,Mathematics,95.9,19.2
762,Swegle Elementary School,Salem-Keizer SD 24J,E,549,3,86.16,79.2,Science,100,27.5
394,Table Rock Elementary,Eagle Point SD 9,E,762,0,74.41,90.1,English Language Arts,100,33
394,Table Rock Elementary,Eagle Point SD 9,E,762,0,74.41,90.1,Mathematics,100,25.2
394,Table Rock Elementary,Eagle Point SD 9,E,762,0,74.41,90.1,Science,97.6,43.8
620,Taft Elementary School,Lincoln County SD,E,488,2,82.17,73.7,English Language Arts,98.5,33.1
620,Taft Elementary School,Lincoln County SD,E,488,2,82.17,73.7,Mathematics,97.4,31.2
620,Taft Elementary School,Lincoln County SD,E,488,2,82.17,73.7,Science,98.4,46.7
628,Taft High School,Lincoln County SD,H,692,1,69.65,61.1,English Language Arts,98.2,56.3
628,Taft High School,Lincoln County SD,H,692,1,69.65,61.1,Mathematics,97.9,26.7
628,Taft High School,Lincoln County SD,H,692,1,69.65,61.1,Science,96.7,55.2
647,Takena Elementary School,Greater Albany Public SD 8J,E,160,1,47.5,85,English Language Arts,98.9,54.3
647,Takena Elementary School,Greater Albany Public SD 8J,E,160,1,47.5,85,Mathematics,98.9,44
647,Takena Elementary School,Greater Albany Public SD 8J,E,160,1,47.5,85,Science,100,52.6
372,Talent Elementary School,Phoenix-Talent SD 4,E,507,1,62.13,86.1,English Language Arts,88.2,45.2
372,Talent Elementary School,Phoenix-Talent SD 4,E,507,1,62.13,86.1,Mathematics,98.8,32.7
372,Talent Elementary School,Phoenix-Talent SD 4,E,507,1,62.13,86.1,Science,100,58.1
373,Talent Middle School,Phoenix-Talent SD 4,M,569,1,70.12,85,English Language Arts,98.8,50.5
373,Talent Middle School,Phoenix-Talent SD 4,M,569,1,70.12,85,Mathematics,98.8,31.4
373,Talent Middle School,Phoenix-Talent SD 4,M,569,1,70.12,85,Science,98.4,66.1
1001,Talmadge Middle School,Central SD 13J,M,660,2,61.36,88.2,English Language Arts,98,48.1
1001,Talmadge Middle School,Central SD 13J,M,660,2,61.36,88.2,Mathematics,98.5,33.2
1001,Talmadge Middle School,Central SD 13J,M,660,2,61.36,88.2,Science,95.6,66
646,Tangent Elementary School,Greater Albany Public SD 8J,E,152,1,66.45,84,English Language Arts,100,40.9
646,Tangent Elementary School,Greater Albany Public SD 8J,E,152,1,66.45,84,Mathematics,100,34.8
