SchoolID,SchoolYearStart,CountyID,DistrictID,Enrollment,DistrictEnrollment,CountyEnrollment,FreeLunches,DistrictFreeLunches,CountyFreeLunches,ReducedLunches,DistrictReducedLunches,CountyReducedLunches,EligibleStudents,DistrictEligibleStudents,CountyEligibleStudents,PercentEligible,DistrictPercentEligible,CountyPercentEligible,County,District,School,Spacer
498,7/1/14,19,2063,8,8,1217,,,454,,,93,0,0,547,,,44.95,Lake,Adel SD 21,Adel Elementary School,
708,7/1/14,23,2113,80,266,5007,31,131,3147,,30,405,36,161,3552,,60.53,70.94,Malheur,Adrian SD 61,Adrian High School,
707,7/1/14,23,2113,186,266,5007,100,131,3147,25,30,405,125,161,3552,67.2,60.53,70.94,Malheur,Adrian SD 61,Adrian Elementary School,
17,7/1/14,2,1899,80,172,8840,39,104,2905,7,17,474,46,121,3379,57.5,70.35,38.22,Benton,Alsea SD 7J,Alsea High School,
16,7/1/14,2,1899,92,172,8840,65,104,2905,10,17,474,75,121,3379,81.52,70.35,38.22,Benton,Alsea SD 7J,Alsea Elementary School,
4505,7/1/14,36,2252,52,894,16624,,356,7498,,72,1098,0,428,8596,,47.87,51.71,Yamhill,Amity SD 4J,Eola Hills Charter School,
1210,7/1/14,36,2252,291,894,16624,104,356,7498,27,72,1098,131,428,8596,45.02,47.87,51.71,Yamhill,Amity SD 4J,Amity High School,
1208,7/1/14,36,2252,353,894,16624,160,356,7498,24,72,1098,184,428,8596,52.12,47.87,51.71,Yamhill,Amity SD 4J,Amity Elementary School,
1209,7/1/14,36,2252,198,894,16624,92,356,7498,21,72,1098,113,428,8596,57.07,47.87,51.71,Yamhill,Amity SD 4J,Amity Middle School,
705,7/1/14,23,2111,66,83,5007,48,48,3147,8,8,405,56,56,3552,84.85,67.47,70.94,Malheur,Annex SD 29,Annex Charter School,
323,7/1/14,11,2005,136,136,265,67,67,108,24,24,56,91,91,164,66.91,66.91,61.89,Gilliam,Arlington SD 3,Arlington Community Charter School,
711,7/1/14,23,2115,14,14,5007,,,3147,,,405,0,0,3552,,,70.94,Malheur,Arock SD 81,W W Jones Elementary School,
1481,7/1/14,15,2041,13,2818,28633,,936,14891,,162,2045,0,1098,16936,,38.96,59.15,Jackson,Ashland SD 5,Community Works/Lithia Springs School,
2434,7/1/14,15,2041,11,2818,28633,,936,14891,,162,2045,9,1098,16936,,38.96,59.15,Jackson,Ashland SD 5,Family Solutions - Ashland,
381,7/1/14,15,2041,996,2818,28633,289,936,14891,67,162,2045,356,1098,16936,35.74,38.96,59.15,Jackson,Ashland SD 5,Ashland High School,
375,7/1/14,15,2041,304,2818,28633,107,936,14891,13,162,2045,120,1098,16936,39.47,38.96,59.15,Jackson,Ashland SD 5,Bellview Elementary School,
380,7/1/14,15,2041,574,2818,28633,212,936,14891,30,162,2045,242,1098,16936,42.16,38.96,59.15,Jackson,Ashland SD 5,Ashland Middle School,
377,7/1/14,15,2041,311,2818,28633,110,936,14891,27,162,2045,137,1098,16936,44.05,38.96,59.15,Jackson,Ashland SD 5,Helman Elementary School,
379,7/1/14,15,2041,297,2818,28633,158,936,14891,16,162,2045,174,1098,16936,58.59,38.96,59.15,Jackson,Ashland SD 5,Walker Elementary School,
4476,7/1/14,15,2041,102,2818,28633,52,936,14891,8,162,2045,60,1098,16936,58.82,38.96,59.15,Jackson,Ashland SD 5,John Muir Elementary School ,
427,7/1/14,16,2051,5,5,3695,,,2514,,,248,0,0,2762,,,74.75,Jefferson,Ashwood SD 8,Ashwood Elementary School,
2795,7/1/14,4,1933,,1854,4954,,827,2258,,157,466,0,984,2724,0,53.07,54.99,Clatsop,Astoria SD 1,Clatsop County Jail,
146,7/1/14,4,1933,580,1854,4954,234,827,2258,40,157,466,274,984,2724,47.24,53.07,54.99,Clatsop,Astoria SD 1,Astoria Senior High School,
144,7/1/14,4,1933,412,1854,4954,168,827,2258,47,157,466,215,984,2724,52.18,53.07,54.99,Clatsop,Astoria SD 1,Astoria Middle School,
147,7/1/14,4,1933,410,1854,4954,194,827,2258,39,157,466,233,984,2724,56.83,53.07,54.99,Clatsop,Astoria SD 1,Lewis & Clark Elementary School,
143,7/1/14,4,1933,423,1854,4954,231,827,2258,31,157,466,262,984,2724,61.94,53.07,54.99,Clatsop,Astoria SD 1,Astor Elementary School,
1056,7/1/14,30,2208,198,586,13686,62,243,7408,25,72,1355,87,315,8763,43.94,53.75,64.03,Umatilla,Athena-Weston SD 29RJ,Weston-McEwen High School,
1055,7/1/14,30,2208,205,586,13686,89,243,7408,28,72,1355,117,315,8763,57.07,53.75,64.03,Umatilla,Athena-Weston SD 29RJ,Weston Middle School,
1053,7/1/14,30,2208,183,586,13686,92,243,7408,19,72,1355,111,315,8763,60.66,53.75,64.03,Umatilla,Athena-Weston SD 29RJ,Athena Elementary School,
4759,7/1/14,1,1894,169,2398,2675,,836,983,,151,175,0,987,1158,,41.16,43.29,Baker,Baker SD 5J,Baker Early College,
4728,7/1/14,1,1894,532,2398,2675,,836,983,,151,175,0,987,1158,,41.16,43.29,Baker,Baker SD 5J,Baker Web Academy,
5,7/1/14,1,1894,22,2398,2675,,836,983,,151,175,0,987,1158,,41.16,43.29,Baker,Baker SD 5J,Keating Elementary School,
2792,7/1/14,1,1894,,2398,2675,,836,983,,151,175,0,987,1158,0,41.16,43.29,Baker,Baker SD 5J,Baker County Jail,
8,7/1/14,1,1894,499,2398,2675,188,836,983,35,151,175,223,987,1158,44.69,41.16,43.29,Baker,Baker SD 5J,Baker High School,
1,7/1/14,1,1894,245,2398,2675,106,836,983,26,151,175,132,987,1158,53.88,41.16,43.29,Baker,Baker SD 5J,Baker Middle School,
4,7/1/14,1,1894,113,2398,2675,52,836,983,17,151,175,69,987,1158,61.06,41.16,43.29,Baker,Baker SD 5J,Haines Elementary School,
7,7/1/14,1,1894,314,2398,2675,175,836,983,37,151,175,212,987,1158,67.52,41.16,43.29,Baker,Baker SD 5J,South Baker Intermediate School,
2,7/1/14,1,1894,465,2398,2675,296,836,983,30,151,175,326,987,1158,70.11,41.16,43.29,Baker,Baker SD 5J,Brooklyn Primary School,
3493,7/1/14,1,1894,27,2398,2675,19,836,983,6,151,175,25,987,1158,92.59,41.16,43.29,Baker,Baker SD 5J,EAGLE CAP Innovative HS,
217,7/1/14,6,1969,254,723,9656,135,436,3927,17,67,552,152,503,4479,59.84,69.57,46.39,Coos,Bandon SD 54,Ocean Crest Elementary School,
218,7/1/14,6,1969,229,723,9656,143,436,3927,26,67,552,169,503,4479,73.8,69.57,46.39,Coos,Bandon SD 54,Bandon Senior High School,
216,7/1/14,6,1969,240,723,9656,158,436,3927,24,67,552,182,503,4479,75.83,69.57,46.39,Coos,Bandon SD 54,Harbor Lights Middle School,
1124,7/1/14,34,2240,377,1107,85670,80,290,28924,24,81,4603,104,371,33527,27.59,33.51,39.14,Washington,Banks SD 13,Banks High School,
1123,7/1/14,34,2240,295,1107,85670,81,290,28924,27,81,4603,108,371,33527,36.61,33.51,39.14,Washington,Banks SD 13,Banks Middle School,
1120,7/1/14,34,2240,434,1107,85670,129,290,28924,30,81,4603,159,371,33527,36.64,33.51,39.14,Washington,Banks SD 13,Banks Elementary School,
4805,7/1/14,34,2243,249,39686,85670,38,12540,28924,,1936,4603,41,14476,33527,,36.48,39.14,Washington,Beaverton SD 48J,Arco Iris Spanish Immersion School,
1305,7/1/14,34,2243,191,39686,85670,,12540,28924,,1936,4603,0,14476,33527,,36.48,39.14,Washington,Beaverton SD 48J,Community School,
4867,7/1/14,34,2243,112,39686,85670,,12540,28924,,1936,4603,0,14476,33527,,36.48,39.14,Washington,Beaverton SD 48J,Hope Chinese Charter School,
1314,7/1/14,34,2243,158,39686,85670,,12540,28924,,1936,4603,0,14476,33527,,36.48,39.14,Washington,Beaverton SD 48J,School of Science & Technology,
1178,7/1/14,34,2243,344,39686,85670,27,12540,28924,,1936,4603,31,14476,33527,,36.48,39.14,Washington,Beaverton SD 48J,West Tualatin View Elementary School,
1370,7/1/14,34,2243,818,39686,85670,39,12540,28924,6,1936,4603,45,14476,33527,5.5,36.48,39.14,Washington,Beaverton SD 48J,Findley Elementary,
3437,7/1/14,34,2243,730,39686,85670,30,12540,28924,11,1936,4603,41,14476,33527,5.62,36.48,39.14,Washington,Beaverton SD 48J,Jacob Wismer Elementary School,
4671,7/1/14,34,2243,664,39686,85670,49,12540,28924,9,1936,4603,58,14476,33527,8.73,36.48,39.14,Washington,Beaverton SD 48J,Bonny Slope Elementary School,
2782,7/1/14,34,2243,1389,39686,85670,109,12540,28924,28,1936,4603,137,14476,33527,9.86,36.48,39.14,Washington,Beaverton SD 48J,Stoller Middle School,
1158,7/1/14,34,2243,339,39686,85670,32,12540,28924,8,1936,4603,40,14476,33527,11.8,36.48,39.14,Washington,Beaverton SD 48J,Cedar Mill Elementary School,
2781,7/1/14,34,2243,535,39686,85670,56,12540,28924,15,1936,4603,71,14476,33527,13.27,36.48,39.14,Washington,Beaverton SD 48J,Scholls Heights Elementary School,
1156,7/1/14,34,2243,520,39686,85670,55,12540,28924,17,1936,4603,72,14476,33527,13.85,36.48,39.14,Washington,Beaverton SD 48J,Bethany Elementary School,
1270,7/1/14,34,2243,504,39686,85670,61,12540,28924,13,1936,4603,74,14476,33527,14.68,36.48,39.14,Washington,Beaverton SD 48J,Sexton Mountain Elementary School,
1160,7/1/14,34,2243,514,39686,85670,68,12540,28924,16,1936,4603,84,14476,33527,16.34,36.48,39.14,Washington,Beaverton SD 48J,Cooper Mountain Elementary School,
1171,7/1/14,34,2243,575,39686,85670,77,12540,28924,19,1936,4603,96,14476,33527,16.7,36.48,39.14,Washington,Beaverton SD 48J,Oak Hills Elementary School,
4474,7/1/14,34,2243,869,39686,85670,139,12540,28924,27,1936,4603,166,14476,33527,19.1,36.48,39.14,Washington,Beaverton SD 48J,International School of Beaverton,
1174,7/1/14,34,2243,441,39686,85670,69,12540,28924,16,1936,4603,85,14476,33527,19.27,36.48,39.14,Washington,Beaverton SD 48J,Ridgewood Elementary School,
4712,7/1/14,34,2243,897,39686,85670,147,12540,28924,26,1936,4603,173,14476,33527,19.29,36.48,39.14,Washington,Beaverton SD 48J,Springville K-8 School,
1304,7/1/14,34,2243,726,39686,85670,118,12540,28924,41,1936,4603,159,14476,33527,21.9,36.48,39.14,Washington,Beaverton SD 48J,Arts and Communication Magnet Academy,
1303,7/1/14,34,2243,554,39686,85670,107,12540,28924,24,1936,4603,131,14476,33527,23.65,36.48,39.14,Washington,Beaverton SD 48J,Nancy Ryles Elementary School,
2783,7/1/14,34,2243,1666,39686,85670,333,12540,28924,62,1936,4603,395,14476,33527,23.71,36.48,39.14,Washington,Beaverton SD 48J,Southridge High School,
1175,7/1/14,34,2243,530,39686,85670,106,12540,28924,22,1936,4603,128,14476,33527,24.15,36.48,39.14,Washington,Beaverton SD 48J,Rock Creek Elementary School,
1188,7/1/14,34,2243,2072,39686,85670,428,12540,28924,73,1936,4603,501,14476,33527,24.18,36.48,39.14,Washington,Beaverton SD 48J,Sunset High School,
1180,7/1/14,34,2243,1043,39686,85670,255,12540,28924,27,1936,4603,282,14476,33527,27.04,36.48,39.14,Washington,Beaverton SD 48J,Cedar Park Middle School,
1165,7/1/14,34,2243,692,39686,85670,153,12540,28924,40,1936,4603,193,14476,33527,27.89,36.48,39.14,Washington,Beaverton SD 48J,Hiteon Elementary School,
1320,7/1/14,34,2243,2525,39686,85670,623,12540,28924,108,1936,4603,731,14476,33527,28.95,36.48,39.14,Washington,Beaverton SD 48J,Westview High School,
1170,7/1/14,34,2243,358,39686,85670,86,12540,28924,20,1936,4603,106,14476,33527,29.61,36.48,39.14,Washington,Beaverton SD 48J,Montclair Elementary School,
1184,7/1/14,34,2243,882,39686,85670,245,12540,28924,33,1936,4603,278,14476,33527,31.52,36.48,39.14,Washington,Beaverton SD 48J,Highland Park Middle School,
1161,7/1/14,34,2243,486,39686,85670,138,12540,28924,29,1936,4603,167,14476,33527,34.36,36.48,39.14,Washington,Beaverton SD 48J,Errol Hassell Elementary School,
1176,7/1/14,34,2243,421,39686,85670,115,12540,28924,32,1936,4603,147,14476,33527,34.92,36.48,39.14,Washington,Beaverton SD 48J,Terra Linda Elementary School,
1319,7/1/14,34,2243,881,39686,85670,251,12540,28924,58,1936,4603,309,14476,33527,35.07,36.48,39.14,Washington,Beaverton SD 48J,Conestoga Middle School,
1173,7/1/14,34,2243,402,39686,85670,140,12540,28924,15,1936,4603,155,14476,33527,38.56,36.48,39.14,Washington,Beaverton SD 48J,Raleigh Park Elementary School,
1172,7/1/14,34,2243,576,39686,85670,210,12540,28924,25,1936,4603,235,14476,33527,40.8,36.48,39.14,Washington,Beaverton SD 48J,Raleigh Hills Elementary School,
1182,7/1/14,34,2243,832,39686,85670,317,12540,28924,42,1936,4603,359,14476,33527,43.15,36.48,39.14,Washington,Beaverton SD 48J,Meadow Park Middle School,
1187,7/1/14,34,2243,1717,39686,85670,662,12540,28924,79,1936,4603,741,14476,33527,43.16,36.48,39.14,Washington,Beaverton SD 48J,Beaverton High School,
4638,7/1/14,34,2243,679,39686,85670,265,12540,28924,48,1936,4603,313,14476,33527,46.1,36.48,39.14,Washington,Beaverton SD 48J,Health & Science School,
1162,7/1/14,34,2243,586,39686,85670,249,12540,28924,24,1936,4603,273,14476,33527,46.59,36.48,39.14,Washington,Beaverton SD 48J,Elmonica Elementary School,
1164,7/1/14,34,2243,441,39686,85670,194,12540,28924,35,1936,4603,229,14476,33527,51.93,36.48,39.14,Washington,Beaverton SD 48J,Hazeldale Elementary School,
1163,7/1/14,34,2243,508,39686,85670,240,12540,28924,34,1936,4603,274,14476,33527,53.94,36.48,39.14,Washington,Beaverton SD 48J,Fir Grove Elementary School,
1183,7/1/14,34,2243,876,39686,85670,428,12540,28924,59,1936,4603,487,14476,33527,55.59,36.48,39.14,Washington,Beaverton SD 48J,Mountain View Middle School,
1186,7/1/14,34,2243,2058,39686,85670,994,12540,28924,170,1936,4603,1164,14476,33527,56.56,36.48,39.14,Washington,Beaverton SD 48J,Aloha High School,
1168,7/1/14,34,2243,373,39686,85670,177,12540,28924,35,1936,4603,212,14476,33527,56.84,36.48,39.14,Washington,Beaverton SD 48J,McKay Elementary School,
1185,7/1/14,34,2243,681,39686,85670,342,12540,28924,56,1936,4603,398,14476,33527,58.44,36.48,39.14,Washington,Beaverton SD 48J,Whitford Middle School,
1159,7/1/14,34,2243,502,39686,85670,274,12540,28924,27,1936,4603,301,14476,33527,59.96,36.48,39.14,Washington,Beaverton SD 48J,Chehalem Elementary School,
1155,7/1/14,34,2243,780,39686,85670,398,12540,28924,72,1936,4603,470,14476,33527,60.26,36.48,39.14,Washington,Beaverton SD 48J,Beaver Acres Elementary School,
1169,7/1/14,34,2243,653,39686,85670,353,12540,28924,45,1936,4603,398,14476,33527,60.95,36.48,39.14,Washington,Beaverton SD 48J,McKinley Elementary School,
1181,7/1/14,34,2243,1020,39686,85670,548,12540,28924,75,1936,4603,623,14476,33527,61.08,36.48,39.14,Washington,Beaverton SD 48J,Five Oaks Middle School,
1157,7/1/14,34,2243,416,39686,85670,250,12540,28924,29,1936,4603,279,14476,33527,67.07,36.48,39.14,Washington,Beaverton SD 48J,Greenway Elementary School,
1166,7/1/14,34,2243,719,39686,85670,409,12540,28924,81,1936,4603,490,14476,33527,68.15,36.48,39.14,Washington,Beaverton SD 48J,Kinnaman Elementary School,
1154,7/1/14,34,2243,744,39686,85670,479,12540,28924,44,1936,4603,523,14476,33527,70.3,36.48,39.14,Washington,Beaverton SD 48J,Barnes Elementary School,
1153,7/1/14,34,2243,992,39686,85670,725,12540,28924,86,1936,4603,811,14476,33527,81.75,36.48,39.14,Washington,Beaverton SD 48J,Aloha-Huber Park School,
1179,7/1/14,34,2243,516,39686,85670,394,12540,28924,31,1936,4603,425,14476,33527,82.36,36.48,39.14,Washington,Beaverton SD 48J,William Walker Elementary School,
1177,7/1/14,34,2243,674,39686,85670,538,12540,28924,37,1936,4603,575,14476,33527,85.31,36.48,39.14,Washington,Beaverton SD 48J,Vose Elementary School,
2800,7/1/14,9,1976,,16866,25161,,6475,10679,,1292,1973,0,7767,12652,0,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Deschutes County Justice Center,
3219,7/1/14,9,1976,391,16866,25161,34,6475,10679,11,1292,1973,45,7767,12652,11.51,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Highland School at Kenwood Elementary School,
3218,7/1/14,9,1976,647,16866,25161,71,6475,10679,15,1292,1973,86,7767,12652,13.29,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,High Lakes Elementary School,
242,7/1/14,9,1976,888,16866,25161,126,6475,10679,39,1292,1973,165,7767,12652,18.58,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Cascade Middle School,
4680,7/1/14,9,1976,591,16866,25161,83,6475,10679,30,1292,1973,113,7767,12652,19.12,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,William E Miller Elementary,
3216,7/1/14,9,1976,1513,16866,25161,297,6475,10679,45,1292,1973,342,7767,12652,22.6,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Summit High School,
3448,7/1/14,9,1976,145,16866,25161,27,6475,10679,14,1292,1973,41,7767,12652,28.28,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,REALMS (Rimrock Expeditionary Alternative Learning Middle Sc,
1324,7/1/14,9,1976,174,16866,25161,43,6475,10679,26,1292,1973,69,7767,12652,39.66,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Amity Creek Elementary School,
252,7/1/14,9,1976,1357,16866,25161,462,6475,10679,121,1292,1973,583,7767,12652,42.96,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Mountain View Senior High School,
3217,7/1/14,9,1976,827,16866,25161,287,6475,10679,69,1292,1973,356,7767,12652,43.05,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Sky View Middle School,
4646,7/1/14,9,1976,576,16866,25161,191,6475,10679,62,1292,1973,253,7767,12652,43.92,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Ponderosa Elementary,
1317,7/1/14,9,1976,588,16866,25161,224,6475,10679,56,1292,1973,280,7767,12652,47.62,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Lava Ridge Elementary School,
251,7/1/14,9,1976,1713,16866,25161,691,6475,10679,127,1292,1973,818,7767,12652,47.75,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Bend Senior High School,
247,7/1/14,9,1976,619,16866,25161,257,6475,10679,54,1292,1973,311,7767,12652,50.24,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,R E Jewell Elementary School,
250,7/1/14,9,1976,536,16866,25161,219,6475,10679,57,1292,1973,276,7767,12652,51.49,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Buckingham Elementary School,
3947,7/1/14,9,1976,636,16866,25161,274,6475,10679,57,1292,1973,331,7767,12652,52.04,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Pine Ridge Elementary,
1308,7/1/14,9,1976,514,16866,25161,229,6475,10679,41,1292,1973,270,7767,12652,52.53,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Elk Meadow Elementary School,
1309,7/1/14,9,1976,808,16866,25161,355,6475,10679,73,1292,1973,428,7767,12652,52.97,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,High Desert Middle School,
3221,7/1/14,9,1976,278,16866,25161,116,6475,10679,35,1292,1973,151,7767,12652,54.32,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Westside Village Magnet School at Kingston Elementary School,
1266,7/1/14,9,1976,366,16866,25161,184,6475,10679,35,1292,1973,219,7767,12652,59.84,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Three Rivers Elementary School,
246,7/1/14,9,1976,568,16866,25161,317,6475,10679,47,1292,1973,364,7767,12652,64.08,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Juniper Elementary School,
1310,7/1/14,9,1976,281,16866,25161,166,6475,10679,29,1292,1973,195,7767,12652,69.4,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,LaPine Middle School,
245,7/1/14,9,1976,399,16866,25161,249,6475,10679,30,1292,1973,279,7767,12652,69.92,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,LaPine Elementary School,
241,7/1/14,9,1976,717,16866,25161,463,6475,10679,44,1292,1973,507,7767,12652,70.71,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Bear Creek Elementary School,
4129,7/1/14,9,1976,242,16866,25161,155,6475,10679,18,1292,1973,173,7767,12652,71.49,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Ensworth Elementary School,
253,7/1/14,9,1976,424,16866,25161,249,6475,10679,58,1292,1973,307,7767,12652,72.41,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,LaPine Senior High School,
1338,7/1/14,9,1976,164,16866,25161,113,6475,10679,8,1292,1973,121,7767,12652,73.78,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Marshall High School,
249,7/1/14,9,1976,695,16866,25161,452,6475,10679,75,1292,1973,527,7767,12652,75.83,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Pilot Butte Middle School,
4793,7/1/14,9,1976,177,16866,25161,141,6475,10679,16,1292,1973,157,7767,12652,88.7,46.05,50.28,Deschutes,Bend-LaPine Administrative SD 1,Rosland Elementary,
2264,7/1/14,20,2088,794,5614,44726,240,2645,20342,56,544,3367,296,3189,23709,37.28,56.8,53.01,Lane,Bethel SD 52,Meadow View School,
585,7/1/14,20,2088,374,5614,44726,123,2645,20342,32,544,3367,155,3189,23709,41.44,56.8,53.01,Lane,Bethel SD 52,Irving Elementary School,
588,7/1/14,20,2088,1531,5614,44726,620,2645,20342,160,544,3367,780,3189,23709,50.95,56.8,53.01,Lane,Bethel SD 52,Willamette High School,
587,7/1/14,20,2088,434,5614,44726,185,2645,20342,50,544,3367,235,3189,23709,54.15,56.8,53.01,Lane,Bethel SD 52,Shasta Middle School,
3566,7/1/14,20,2088,104,5614,44726,51,2645,20342,9,544,3367,60,3189,23709,57.69,56.8,53.01,Lane,Bethel SD 52,Kalapuya High School,
3567,7/1/14,20,2088,759,5614,44726,409,2645,20342,64,544,3367,473,3189,23709,62.32,56.8,53.01,Lane,Bethel SD 52,Prairie Mountain School,
582,7/1/14,20,2088,292,5614,44726,163,2645,20342,21,544,3367,184,3189,23709,63.01,56.8,53.01,Lane,Bethel SD 52,Clear Lake Elementary School,
586,7/1/14,20,2088,349,5614,44726,194,2645,20342,39,544,3367,233,3189,23709,66.76,56.8,53.01,Lane,Bethel SD 52,Malabon Elementary School,
583,7/1/14,20,2088,317,5614,44726,214,2645,20342,25,544,3367,239,3189,23709,75.39,56.8,53.01,Lane,Bethel SD 52,Danebo Elementary School,
581,7/1/14,20,2088,339,5614,44726,207,2645,20342,54,544,3367,261,3189,23709,76.99,56.8,53.01,Lane,Bethel SD 52,Cascade Middle School,
584,7/1/14,20,2088,314,5614,44726,239,2645,20342,34,544,3367,273,3189,23709,86.94,56.8,53.01,Lane,Bethel SD 52,Fairfield Elementary School,
3401,7/1/14,20,2095,234,234,44726,109,109,20342,23,23,3367,132,132,23709,56.41,56.41,53.01,Lane,Blachly SD 90,Triangle Lake Charter School,
428,7/1/14,16,2052,29,29,3695,,,2514,,,248,0,0,2762,,,74.75,Jefferson,Black Butte SD 41,Black Butte Elementary School,
237,7/1/14,8,1974,495,1575,2271,197,718,1122,59,204,292,256,922,1414,51.72,58.54,62.26,Curry,Brookings-Harbor SD 17C,Brookings-Harbor High School,
236,7/1/14,8,1974,713,1575,2271,346,718,1122,89,204,292,435,922,1414,61.01,58.54,62.26,Curry,Brookings-Harbor SD 17C,Kalmiopsis Elementary School,
235,7/1/14,8,1974,367,1575,2271,175,718,1122,56,204,292,231,922,1414,62.94,58.54,62.26,Curry,Brookings-Harbor SD 17C,Azalea Middle School,
3347,7/1/14,1,1896,41,41,2675,12,12,983,,,175,15,15,1158,,,43.29,Baker,Burnt River SD 30J,Burnt River School,
406,7/1/14,15,2046,143,143,28633,92,92,14891,11,11,2045,103,103,16936,72.03,72.03,59.15,Jackson,Butte Falls SD 91,Butte Falls Charter School,
3400,7/1/14,10,1995,203,203,13935,116,116,7598,17,17,1101,133,133,8699,65.52,65.52,62.43,Douglas,Camas Valley SD 21J,Camas Valley School,
140,7/1/14,3,1929,1452,4685,58044,474,1915,17130,67,249,3572,541,2164,20702,37.26,46.19,35.67,Clackamas,Canby SD 86,Canby High School,
124,7/1/14,3,1929,488,4685,58044,162,1915,17130,29,249,3572,191,2164,20702,39.14,46.19,35.67,Clackamas,Canby SD 86,Howard Eccles Elementary School,
92,7/1/14,3,1929,393,4685,58044,153,1915,17130,16,249,3572,169,2164,20702,43,46.19,35.67,Clackamas,Canby SD 86,Carus School,
127,7/1/14,3,1929,463,4685,58044,192,1915,17130,32,249,3572,224,2164,20702,48.38,46.19,35.67,Clackamas,Canby SD 86,Ninety-One School,
4435,7/1/14,3,1929,418,4685,58044,187,1915,17130,25,249,3572,212,2164,20702,50.72,46.19,35.67,Clackamas,Canby SD 86,Philander Lee Elementary School,
4434,7/1/14,3,1929,585,4685,58044,269,1915,17130,34,249,3572,303,2164,20702,51.79,46.19,35.67,Clackamas,Canby SD 86,Baker Prairie Middle School,
122,7/1/14,3,1929,378,4685,58044,187,1915,17130,28,249,3572,215,2164,20702,56.88,46.19,35.67,Clackamas,Canby SD 86,William Knight Elementary School,
1307,7/1/14,3,1929,411,4685,58044,291,1915,17130,18,249,3572,309,2164,20702,75.18,46.19,35.67,Clackamas,Canby SD 86,Cecile Trost Elementary School,
806,7/1/14,24,2139,174,2221,60991,54,935,32986,17,158,4619,71,1093,37605,40.8,49.21,61.66,Marion,Cascade SD 5,Cloverdale Elementary School,
811,7/1/14,24,2139,721,2221,60991,246,935,32986,51,158,4619,297,1093,37605,41.19,49.21,61.66,Marion,Cascade SD 5,Cascade Senior High School,
790,7/1/14,24,2139,230,2221,60991,96,935,32986,20,158,4619,116,1093,37605,50.43,49.21,61.66,Marion,Cascade SD 5,Turner Elementary School,
810,7/1/14,24,2139,526,2221,60991,239,935,32986,38,158,4619,277,1093,37605,52.66,49.21,61.66,Marion,Cascade SD 5,Cascade Junior High School,
719,7/1/14,24,2139,570,2221,60991,300,935,32986,32,158,4619,332,1093,37605,58.25,49.21,61.66,Marion,Cascade SD 5,Aumsville Elementary School,
3649,7/1/14,26,2185,543,6184,91940,255,3900,44444,32,499,6010,287,4399,50454,52.85,71.14,54.88,Multnomah,Centennial SD 28J,Butler Creek Elementary School,
966,7/1/14,26,2185,424,6184,91940,182,3900,44444,43,499,6010,225,4399,50454,53.07,71.14,54.88,Multnomah,Centennial SD 28J,Pleasant Valley Elementary School,
967,7/1/14,26,2185,1786,6184,91940,994,3900,44444,153,499,6010,1147,4399,50454,64.22,71.14,54.88,Multnomah,Centennial SD 28J,Centennial High School,
1367,7/1/14,26,2185,138,6184,91940,84,3900,44444,12,499,6010,96,4399,50454,69.57,71.14,54.88,Multnomah,Centennial SD 28J,Centennial Park School,
960,7/1/14,26,2185,961,6184,91940,617,3900,44444,87,499,6010,704,4399,50454,73.26,71.14,54.88,Multnomah,Centennial SD 28J,Centennial Middle School,
965,7/1/14,26,2185,519,6184,91940,401,3900,44444,23,499,6010,424,4399,50454,81.7,71.14,54.88,Multnomah,Centennial SD 28J,Lynch Wood Elementary School,
959,7/1/14,26,2185,511,6184,91940,384,3900,44444,42,499,6010,426,4399,50454,83.37,71.14,54.88,Multnomah,Centennial SD 28J,Lynch Meadows Elementary School,
