SchoolID,SchoolYearStart,CountyID,DistrictID,Enrollment,DistrictEnrollment,CountyEnrollment,FreeLunches,DistrictFreeLunches,CountyFreeLunches,ReducedLunches,DistrictReducedLunches,CountyReducedLunches,EligibleStudents,DistrictEligibleStudents,CountyEligibleStudents,PercentEligible,DistrictPercentEligible,CountyPercentEligible,County,District,School,Spacer
1064,7/1/14,30,2205,527,1793,13686,306,1099,7408,57,211,1355,363,1310,8763,68.88,73.06,64.03,Umatilla,Milton-Freewater Unified SD 7,McLoughlin High School,
1041,7/1/14,30,2205,282,1793,13686,156,1099,7408,42,211,1355,198,1310,8763,70.21,73.06,64.03,Umatilla,Milton-Freewater Unified SD 7,Ferndale Elementary School,
1057,7/1/14,30,2205,415,1793,13686,261,1099,7408,48,211,1355,309,1310,8763,74.46,73.06,64.03,Umatilla,Milton-Freewater Unified SD 7,Central Middle School,
1058,7/1/14,30,2205,289,1793,13686,199,1099,7408,24,211,1355,223,1310,8763,77.16,73.06,64.03,Umatilla,Milton-Freewater Unified SD 7,Freewater Elementary School,
1059,7/1/14,30,2205,279,1793,13686,177,1099,7408,40,211,1355,217,1310,8763,77.78,73.06,64.03,Umatilla,Milton-Freewater Unified SD 7,Grove Elementary School,
3404,7/1/14,35,2249,64,64,372,24,24,95,,,18,29,29,113,,,30.38,Wheeler,Mitchell SD 55,Mitchell School,
4745,7/1/14,3,1925,195,2718,58044,,1064,17130,,223,3572,0,1287,20702,,47.35,35.67,Clackamas,Molalla River SD 35,Molalla River Academy,
4818,7/1/14,3,1925,108,2718,58044,,1064,17130,,223,3572,0,1287,20702,,47.35,35.67,Clackamas,Molalla River SD 35,Renaissance Public Academy,
93,7/1/14,3,1925,163,2718,58044,43,1064,17130,19,223,3572,62,1287,20702,38.04,47.35,35.67,Clackamas,Molalla River SD 35,Clarkes Elementary School,
142,7/1/14,3,1925,741,2718,58044,252,1064,17130,67,223,3572,319,1287,20702,43.05,47.35,35.67,Clackamas,Molalla River SD 35,Molalla High School,
121,7/1/14,3,1925,300,2718,58044,114,1064,17130,28,223,3572,142,1287,20702,47.33,47.35,35.67,Clackamas,Molalla River SD 35,Mulino Elementary School,
128,7/1/14,3,1925,238,2718,58044,101,1064,17130,12,223,3572,113,1287,20702,47.48,47.35,35.67,Clackamas,Molalla River SD 35,Rural Dell Elementary School,
95,7/1/14,3,1925,504,2718,58044,261,1064,17130,61,223,3572,322,1287,20702,63.89,47.35,35.67,Clackamas,Molalla River SD 35,Molalla River Middle School,
94,7/1/14,3,1925,447,2718,58044,293,1064,17130,36,223,3572,329,1287,20702,73.6,47.35,35.67,Clackamas,Molalla River SD 35,Molalla Elementary School,
43,7/1/14,2,1898,128,439,8840,60,228,2905,11,40,474,71,268,3379,55.47,61.05,38.22,Benton,Monroe SD 1J,Monroe High School,
1321,7/1/14,2,1898,311,439,8840,168,228,2905,29,40,474,197,268,3379,63.34,61.05,38.22,Benton,Monroe SD 1J,Monroe Grade School,
3350,7/1/14,12,2010,59,59,879,36,36,392,,,119,41,41,511,,,58.13,Grant,Monument SD 8,Monument School,
818,7/1/14,25,2147,166,2209,2393,54,1341,1413,19,269,294,73,1610,1707,43.98,72.88,71.33,Morrow,Morrow SD 1,Heppner Junior/Senior High School,
815,7/1/14,25,2147,187,2209,2393,65,1341,1413,19,269,294,84,1610,1707,44.92,72.88,71.33,Morrow,Morrow SD 1,Heppner Elementary School,
817,7/1/14,25,2147,403,2209,2393,241,1341,1413,55,269,294,296,1610,1707,73.45,72.88,71.33,Morrow,Morrow SD 1,Irrigon Junior/Senior High School,
4048,7/1/14,25,2147,174,2209,2393,113,1341,1413,19,269,294,132,1610,1707,75.86,72.88,71.33,Morrow,Morrow SD 1,Irrigon Elementary School,
813,7/1/14,25,2147,298,2209,2393,192,1341,1413,35,269,294,227,1610,1707,76.17,72.88,71.33,Morrow,Morrow SD 1,A C Houghton Elementary School,
820,7/1/14,25,2147,397,2209,2393,254,1341,1413,51,269,294,305,1610,1707,76.83,72.88,71.33,Morrow,Morrow SD 1,Riverside Junior/Senior High School,
4047,7/1/14,25,2147,202,2209,2393,142,1341,1413,31,269,294,173,1610,1707,85.64,72.88,71.33,Morrow,Morrow SD 1,Windy River Elementary School,
814,7/1/14,25,2147,356,2209,2393,280,1341,1413,40,269,294,320,1610,1707,89.89,72.88,71.33,Morrow,Morrow SD 1,Sam Boardman Elementary School,
793,7/1/14,24,2145,349,683,60991,190,387,32986,25,59,4619,215,446,37605,61.6,65.3,61.66,Marion,Mt Angel SD 91,St Marys Public School,
792,7/1/14,24,2145,154,683,60991,88,387,32986,13,59,4619,101,446,37605,65.58,65.3,61.66,Marion,Mt Angel SD 91,Mt Angel Middle School,
794,7/1/14,24,2145,180,683,60991,109,387,32986,21,59,4619,130,446,37605,72.22,65.3,61.66,Marion,Mt Angel SD 91,John F Kennedy High School,
3168,7/1/14,26,2148,36,316,91940,,108,44444,,,6010,0,108,50454,,,54.88,Multnomah,Multnomah ESD,Arata Creek School,
4203,7/1/14,26,2148,1,316,91940,,108,44444,,,6010,0,108,50454,,,54.88,Multnomah,Multnomah ESD,Doernbecher Childrens Hospital (educational program),
1298,7/1/14,26,2148,121,316,91940,102,108,44444,,,6010,102,108,50454,,,54.88,Multnomah,Multnomah ESD,Helensview High School,
953,7/1/14,26,2148,21,316,91940,6,108,44444,,,6010,6,108,50454,,,54.88,Multnomah,Multnomah ESD,Kerr Youth Center/Wynne Watts School ,
1800,7/1/14,26,2148,3,316,91940,,108,44444,,,6010,0,108,50454,,,54.88,Multnomah,Multnomah ESD,Legacy Emanuel Hospital (educational program),
1648,7/1/14,26,2148,12,316,91940,,108,44444,,,6010,0,108,50454,,,54.88,Multnomah,Multnomah ESD,Morrison Center Counterpoint Program,
1806,7/1/14,26,2148,1,316,91940,,108,44444,,,6010,0,108,50454,,,54.88,Multnomah,Multnomah ESD,Shriners Hospital (educational program) ,
1819,7/1/14,26,2148,,316,91940,,108,44444,,,6010,0,108,50454,0,,54.88,Multnomah,Multnomah ESD,Oregon State Hospital Portland (educational program),
215,7/1/14,6,1968,289,617,9656,161,380,3927,28,45,552,189,425,4479,65.4,68.88,46.39,Coos,Myrtle Point SD 41,Myrtle Point High School,
214,7/1/14,6,1968,328,617,9656,219,380,3927,17,45,552,236,425,4479,71.95,68.88,46.39,Coos,Myrtle Point SD 41,Myrtle Crest School,
1022,7/1/14,29,2198,201,759,3289,81,373,1665,16,51,286,97,424,1951,48.26,55.86,59.32,Tillamook,Neah-Kah-Nie SD 56,Neah-Kah-Nie High School,
1021,7/1/14,29,2198,180,759,3289,89,373,1665,10,51,286,99,424,1951,55,55.86,59.32,Tillamook,Neah-Kah-Nie SD 56,Nehalem Elementary School,
4481,7/1/14,29,2198,164,759,3289,83,373,1665,11,51,286,94,424,1951,57.32,55.86,59.32,Tillamook,Neah-Kah-Nie SD 56,Neah-Kah-Nie Middle School,
1020,7/1/14,29,2198,214,759,3289,120,373,1665,14,51,286,134,424,1951,62.62,55.86,59.32,Tillamook,Neah-Kah-Nie SD 56,Garibaldi Elementary School,
1023,7/1/14,29,2199,229,475,3289,120,259,1665,34,73,286,154,332,1951,67.25,69.89,59.32,Tillamook,Nestucca Valley SD 101J,Nestucca High School,
1019,7/1/14,29,2199,244,475,3289,139,259,1665,39,73,286,178,332,1951,72.95,69.89,59.32,Tillamook,Nestucca Valley SD 101J,Nestucca Valley Elementary,
1218,7/1/14,36,2254,210,5112,16624,35,1757,7498,7,282,1098,42,2039,8596,20,39.89,51.71,Yamhill,Newberg SD 29J,Ewing Young Elementary School,
1335,7/1/14,36,2254,472,5112,16624,110,1757,7498,18,282,1098,128,2039,8596,27.12,39.89,51.71,Yamhill,Newberg SD 29J,Antonia Crater Elementary School,
1222,7/1/14,36,2254,1577,5112,16624,460,1757,7498,102,282,1098,562,2039,8596,35.64,39.89,51.71,Yamhill,Newberg SD 29J,Newberg Senior High School,
1216,7/1/14,36,2254,328,5112,16624,115,1757,7498,9,282,1098,124,2039,8596,37.8,39.89,51.71,Yamhill,Newberg SD 29J,Dundee Elementary School,
1336,7/1/14,36,2254,661,5112,16624,225,1757,7498,31,282,1098,256,2039,8596,38.73,39.89,51.71,Yamhill,Newberg SD 29J,Chehalem Valley Middle School,
1221,7/1/14,36,2254,529,5112,16624,177,1757,7498,42,282,1098,219,2039,8596,41.4,39.89,51.71,Yamhill,Newberg SD 29J,Mountain View Middle School,
1219,7/1/14,36,2254,540,5112,16624,207,1757,7498,25,282,1098,232,2039,8596,42.96,39.89,51.71,Yamhill,Newberg SD 29J,Mabel Rush Elementary School,
4342,7/1/14,36,2254,351,5112,16624,147,1757,7498,26,282,1098,173,2039,8596,49.29,39.89,51.71,Yamhill,Newberg SD 29J,Joan Austin Elementary School,
1217,7/1/14,36,2254,444,5112,16624,281,1757,7498,22,282,1098,303,2039,8596,68.24,39.89,51.71,Yamhill,Newberg SD 29J,Edwards Elementary School,
4603,7/1/14,6,1966,10,4229,9656,,969,3927,,116,552,0,1085,4479,,25.66,46.39,Coos,North Bend SD 13,Kairos - Coastline,
3615,7/1/14,6,1966,220,4229,9656,,969,3927,,116,552,0,1085,4479,,25.66,46.39,Coos,North Bend SD 13,Lighthouse Charter School,
3990,7/1/14,6,1966,486,4229,9656,,969,3927,,116,552,0,1085,4479,,25.66,46.39,Coos,North Bend SD 13,Oregon Coast Technology School,
4690,7/1/14,6,1966,1750,4229,9656,,969,3927,,116,552,0,1085,4479,,25.66,46.39,Coos,North Bend SD 13,Oregon Virtual Academy,
204,7/1/14,6,1966,477,4229,9656,246,969,3927,33,116,552,279,1085,4479,58.49,25.66,46.39,Coos,North Bend SD 13,Hillcrest Elementary School,
205,7/1/14,6,1966,446,4229,9656,244,969,3927,27,116,552,271,1085,4479,60.76,25.66,46.39,Coos,North Bend SD 13,North Bay Elementary School,
209,7/1/14,6,1966,544,4229,9656,303,969,3927,36,116,552,339,1085,4479,62.32,25.66,46.39,Coos,North Bend SD 13,North Bend Senior High School,
208,7/1/14,6,1966,296,4229,9656,176,969,3927,20,116,552,196,1085,4479,66.22,25.66,46.39,Coos,North Bend SD 13,North Bend Middle School,
4226,7/1/14,3,1924,304,17130,58044,,5890,17130,,1296,3572,0,7186,20702,,41.95,35.67,Clackamas,North Clackamas SD 12,Clackamas Middle College,
4223,7/1/14,3,1924,434,17130,58044,,5890,17130,,1296,3572,0,7186,20702,,41.95,35.67,Clackamas,North Clackamas SD 12,Clackamas Web Academy,
4369,7/1/14,3,1924,327,17130,58044,,5890,17130,,1296,3572,0,7186,20702,,41.95,35.67,Clackamas,North Clackamas SD 12,Milwaukie Academy of the Arts,
2734,7/1/14,3,1924,,17130,58044,,5890,17130,,1296,3572,0,7186,20702,0,41.95,35.67,Clackamas,North Clackamas SD 12,Sabin-Schellenberg Professional-Technical Center,
4763,7/1/14,3,1924,452,17130,58044,48,5890,17130,13,1296,3572,61,7186,20702,13.5,41.95,35.67,Clackamas,North Clackamas SD 12,Happy Valley Elementary School,
2733,7/1/14,3,1924,171,17130,58044,23,5890,17130,6,1296,3572,29,7186,20702,16.96,41.95,35.67,Clackamas,North Clackamas SD 12,Sojourner School,
3198,7/1/14,3,1924,488,17130,58044,88,5890,17130,15,1296,3572,103,7186,20702,21.11,41.95,35.67,Clackamas,North Clackamas SD 12,Spring Mountain Elementary School,
4713,7/1/14,3,1924,473,17130,58044,87,5890,17130,14,1296,3572,101,7186,20702,21.35,41.95,35.67,Clackamas,North Clackamas SD 12,Scouters Mountain Elementary,
85,7/1/14,3,1924,2465,17130,58044,466,5890,17130,134,1296,3572,600,7186,20702,24.34,41.95,35.67,Clackamas,North Clackamas SD 12,Clackamas High School,
4715,7/1/14,3,1924,1038,17130,58044,191,5890,17130,70,1296,3572,261,7186,20702,25.14,41.95,35.67,Clackamas,North Clackamas SD 12,Happy Valley Middle School,
4766,7/1/14,3,1924,423,17130,58044,98,5890,17130,19,1296,3572,117,7186,20702,27.66,41.95,35.67,Clackamas,North Clackamas SD 12,Oregon Trail Elementary School,
4475,7/1/14,3,1924,226,17130,58044,39,5890,17130,25,1296,3572,64,7186,20702,28.32,41.95,35.67,Clackamas,North Clackamas SD 12,Cascade Heights Public Charter School,
1264,7/1/14,3,1924,358,17130,58044,106,5890,17130,16,1296,3572,122,7186,20702,34.08,41.95,35.67,Clackamas,North Clackamas SD 12,Mount Scott Elementary School,
78,7/1/14,3,1924,540,17130,58044,157,5890,17130,54,1296,3572,211,7186,20702,39.07,41.95,35.67,Clackamas,North Clackamas SD 12,Sunnyside Elementary School,
4767,7/1/14,3,1924,859,17130,58044,260,5890,17130,79,1296,3572,339,7186,20702,39.46,41.95,35.67,Clackamas,North Clackamas SD 12,Rock Creek Middle School,
79,7/1/14,3,1924,422,17130,58044,139,5890,17130,34,1296,3572,173,7186,20702,41,41.95,35.67,Clackamas,North Clackamas SD 12,View Acres Elementary School,
4714,7/1/14,3,1924,524,17130,58044,199,5890,17130,34,1296,3572,233,7186,20702,44.47,41.95,35.67,Clackamas,North Clackamas SD 12,Verne A Duncan Elementary School,
87,7/1/14,3,1924,1148,17130,58044,410,5890,17130,117,1296,3572,527,7186,20702,45.91,41.95,35.67,Clackamas,North Clackamas SD 12,Putnam High School,
73,7/1/14,3,1924,154,17130,58044,60,5890,17130,13,1296,3572,73,7186,20702,47.4,41.95,35.67,Clackamas,North Clackamas SD 12,Milwaukie Elementary School,
3530,7/1/14,3,1924,999,17130,58044,446,5890,17130,101,1296,3572,547,7186,20702,54.75,41.95,35.67,Clackamas,North Clackamas SD 12,Alder Creek Middle School,
4005,7/1/14,3,1924,201,17130,58044,89,5890,17130,22,1296,3572,111,7186,20702,55.22,41.95,35.67,Clackamas,North Clackamas SD 12,El Puente,
65,7/1/14,3,1924,454,17130,58044,218,5890,17130,37,1296,3572,255,7186,20702,56.17,41.95,35.67,Clackamas,North Clackamas SD 12,Bilquist Elementary School,
4762,7/1/14,3,1924,471,17130,58044,227,5890,17130,38,1296,3572,265,7186,20702,56.26,41.95,35.67,Clackamas,North Clackamas SD 12,Ardenwald Elementary School,
76,7/1/14,3,1924,448,17130,58044,227,5890,17130,37,1296,3572,264,7186,20702,58.93,41.95,35.67,Clackamas,North Clackamas SD 12,Riverside Elementary School,
4004,7/1/14,3,1924,132,17130,58044,72,5890,17130,13,1296,3572,85,7186,20702,64.39,41.95,35.67,Clackamas,North Clackamas SD 12,New Urban High School,
3342,7/1/14,3,1924,404,17130,58044,234,5890,17130,30,1296,3572,264,7186,20702,65.35,41.95,35.67,Clackamas,North Clackamas SD 12,Oak Grove Elementary,
4764,7/1/14,3,1924,380,17130,58044,224,5890,17130,43,1296,3572,267,7186,20702,70.26,41.95,35.67,Clackamas,North Clackamas SD 12,Lewelling Elementary School,
84,7/1/14,3,1924,897,17130,58044,539,5890,17130,100,1296,3572,639,7186,20702,71.24,41.95,35.67,Clackamas,North Clackamas SD 12,Rowe Middle School,
4765,7/1/14,3,1924,342,17130,58044,215,5890,17130,36,1296,3572,251,7186,20702,73.39,41.95,35.67,Clackamas,North Clackamas SD 12,Linwood Elementary School,
86,7/1/14,3,1924,1076,17130,58044,684,5890,17130,151,1296,3572,835,7186,20702,77.6,41.95,35.67,Clackamas,North Clackamas SD 12,Milwaukie High School,
72,7/1/14,3,1924,449,17130,58044,344,5890,17130,45,1296,3572,389,7186,20702,86.64,41.95,35.67,Clackamas,North Clackamas SD 12,Whitcomb Elementary School,
297,7/1/14,10,1996,98,310,13935,40,149,7598,,19,1101,44,168,8699,,54.19,62.43,Douglas,North Douglas SD 22,North Douglas High School,
296,7/1/14,10,1996,212,310,13935,109,149,7598,15,19,1101,124,168,8699,58.49,54.19,62.43,Douglas,North Douglas SD 22,North Douglas Elementary School,
1289,7/1/14,19,2061,223,223,1217,145,145,454,25,25,93,170,170,547,76.23,76.23,44.95,Lake,North Lake SD 14,North Lake School,
726,7/1/14,24,2141,596,1959,60991,292,1047,32986,51,181,4619,343,1228,37605,57.55,62.69,61.66,Marion,North Marion SD 15,North Marion High School,
725,7/1/14,24,2141,465,1959,60991,224,1047,32986,55,181,4619,279,1228,37605,60,62.69,61.66,Marion,North Marion SD 15,North Marion Middle School,
724,7/1/14,24,2141,484,1959,60991,275,1047,32986,33,181,4619,308,1228,37605,63.64,62.69,61.66,Marion,North Marion SD 15,North Marion Intermediate School,
3146,7/1/14,24,2141,414,1959,60991,256,1047,32986,42,181,4619,298,1228,37605,71.98,62.69,61.66,Marion,North Marion SD 15,North Marion Primary School,
3365,7/1/14,31,2214,282,282,3806,135,135,1770,25,25,323,160,160,2093,56.74,56.74,54.99,Union,North Powder SD 8J,North Powder Charter School,
717,7/1/14,24,2143,372,2312,60991,76,1153,32986,26,203,4619,102,1356,37605,27.42,58.65,61.66,Marion,North Santiam SD 29J,Sublimity Elementary School,
809,7/1/14,24,2143,733,2312,60991,339,1153,32986,63,203,4619,402,1356,37605,54.84,58.65,61.66,Marion,North Santiam SD 29J,Stayton High School,
656,7/1/14,24,2143,197,2312,60991,84,1153,32986,36,203,4619,120,1356,37605,60.91,58.65,61.66,Marion,North Santiam SD 29J,Mari-Linn Elementary School,
789,7/1/14,24,2143,575,2312,60991,357,1153,32986,49,203,4619,406,1356,37605,70.61,58.65,61.66,Marion,North Santiam SD 29J,Stayton Middle School,
788,7/1/14,24,2143,435,2312,60991,297,1153,32986,29,203,4619,326,1356,37605,74.94,58.65,61.66,Marion,North Santiam SD 29J,Stayton Elementary School,
5250,7/1/14,33,4131,54,3108,3601,36,1821,2050,,207,283,40,2028,2333,,65.25,64.79,Wasco,North Wasco County SD 21,Wahtonka Community School,
2820,7/1/14,33,4131,,3108,3601,,1821,2050,,207,283,0,2028,2333,0,65.25,64.79,Wasco,North Wasco County SD 21,Wasco County Jail,
1095,7/1/14,33,4131,136,3108,3601,45,1821,2050,14,207,283,59,2028,2333,43.38,65.25,64.79,Wasco,North Wasco County SD 21,Mosier Community School,
1101,7/1/14,33,4131,856,3108,3601,363,1821,2050,48,207,283,411,2028,2333,48.01,65.25,64.79,Wasco,North Wasco County SD 21,The Dalles High School,
4849,7/1/14,33,4131,80,3108,3601,26,1821,2050,13,207,283,39,2028,2333,48.75,65.25,64.79,Wasco,North Wasco County SD 21,Mosier Middle School,
1098,7/1/14,33,4131,535,3108,3601,311,1821,2050,34,207,283,345,2028,2333,64.49,65.25,64.79,Wasco,North Wasco County SD 21,Dry Hollow Elementary School,
1100,7/1/14,33,4131,622,3108,3601,408,1821,2050,44,207,283,452,2028,2333,72.67,65.25,64.79,Wasco,North Wasco County SD 21,The Dalles Middle School,
1097,7/1/14,33,4131,354,3108,3601,251,1821,2050,21,207,283,272,2028,2333,76.84,65.25,64.79,Wasco,North Wasco County SD 21,Colonel Wright Elementary School,
1093,7/1/14,33,4131,463,3108,3601,381,1821,2050,29,207,283,410,2028,2333,88.55,65.25,64.79,Wasco,North Wasco County SD 21,Chenowith Elementary School,
1284,7/1/14,34,2230,9,275,85670,,75,28924,,,4603,0,77,33527,,,39.14,Washington,Northwest Regional ESD,Lifeworks Northwest,
2376,7/1/14,34,2230,36,275,85670,18,75,28924,,,4603,19,77,33527,,,39.14,Washington,Northwest Regional ESD,Oak Grove Academy,
1167,7/1/14,34,2230,63,275,85670,57,75,28924,,,4603,58,77,33527,,,39.14,Washington,Northwest Regional ESD,St Marys Home for Boys- PACE,
2286,7/1/14,34,2230,,275,85670,,75,28924,,,4603,0,77,33527,0,,39.14,Washington,Northwest Regional ESD,"Northwest Regional Education Service District, Columbia Serv",
2365,7/1/14,34,2230,,275,85670,,75,28924,,,4603,0,77,33527,0,,39.14,Washington,Northwest Regional ESD,"Northwest Regional Education Service District, Tillamook Ser",
2377,7/1/14,34,2230,,275,85670,,75,28924,,,4603,0,77,33527,0,,39.14,Washington,Northwest Regional ESD,Northwest Regional Program,
703,7/1/14,23,2110,254,1150,5007,155,706,3147,27,122,405,182,828,3552,71.65,72,70.94,Malheur,Nyssa SD 26,Nyssa Middle School,
702,7/1/14,23,2110,562,1150,5007,345,706,3147,60,122,405,405,828,3552,72.06,72,70.94,Malheur,Nyssa SD 26,Nyssa Elementary School,
704,7/1/14,23,2110,334,1150,5007,206,706,3147,35,122,405,241,828,3552,72.16,72,70.94,Malheur,Nyssa SD 26,Nyssa High School,
268,7/1/14,10,1990,183,518,13935,70,238,7598,12,39,1101,82,277,8699,44.81,53.47,62.43,Douglas,Oakland SD 1,Oakland High School,
266,7/1/14,10,1990,156,518,13935,70,238,7598,15,39,1101,85,277,8699,54.49,53.47,62.43,Douglas,Oakland SD 1,Lincoln Middle School,
267,7/1/14,10,1990,179,518,13935,98,238,7598,12,39,1101,110,277,8699,61.45,53.47,62.43,Douglas,Oakland SD 1,Oakland Elementary School,
600,7/1/14,20,2093,299,533,44726,200,362,20342,23,45,3367,223,407,23709,74.58,76.36,53.01,Lane,Oakridge SD 76,Oakridge Elementary School,
601,7/1/14,20,2093,79,533,44726,52,362,20342,8,45,3367,60,407,23709,75.95,76.36,53.01,Lane,Oakridge SD 76,Oakridge Junior High School,
602,7/1/14,20,2093,155,533,44726,110,362,20342,14,45,3367,124,407,23709,80,76.36,53.01,Lane,Oakridge SD 76,Oakridge High School,
2513,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Albina Head Start,
1395,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Clackamas County Childrens Commission,
3510,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Clackamas ESD Prekindergarten,
2939,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Community Action Head Start of Marion & Polk Counties,
2539,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Community Action Head Start of Washington County,
2517,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Community Action Team,
2525,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Community Services Consortium,
3672,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Confederated Tribes of Grand Ronde Community of Oregon,
3676,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Confederated Tribes of the Warm Springs Reservation,
2519,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Eastern Oregon Head Start,
4198,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Head Start of Harney County,
1528,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Head Start of Lane County,
2541,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Head Start of Yamhill County,
2522,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Kids and Company of Linn County (KIDCO) Head Start,
2523,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Klamath Family Head Start,
2526,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Malheur County Child Development Center OPP Head Start Site ,
2527,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Mid-Columbia Childrens Council Inc,
1649,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Mt Hood Community College Head Start Mt Hood Site,
2529,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Neighborhood House,
2929,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,NeighborImpact,
4199,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,North Central ESD Early Education Head Start,
4672,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Oregon Child Development Coalition (OCDC) of Jackson County,
4673,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Oregon Child Development Coalition (OCDC) of Klamath County,
2530,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Oregon Child Development Coalition (OCDC) of Marion County,
4196,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Oregon Child Development Coalition (OCDC) of Washington Coun,
1380,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Oregon State University Child Development Center,
2531,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Portland Public Schools Head Start,
3542,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Salem-Keizer Prekindergarten Head Start,
3037,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,South Coast Head Start,
1487,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Southern Oregon Head Start,
2516,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,The Childrens Learning Center,
3075,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,Umatilla-Morrow Head Start - Umatilla Center,
2512,7/1/14,24,4371,,,60991,,,32986,,,4619,0,,37605,0,,61.66,Marion,ODE Head Start,United Community Action Network Head Start,
2831,7/1/14,24,3476,8,186,60991,,118,32986,,,4619,0,118,37605,,,61.66,Marion,ODE JDEP District,COIC Skill Lab,
2848,7/1/14,24,3476,72,186,60991,,118,32986,,,4619,79,118,37605,,,61.66,Marion,ODE JDEP District,Donald E Long School,
2836,7/1/14,24,3476,17,186,60991,,118,32986,,,4619,0,118,37605,,,61.66,Marion,ODE JDEP District,Jackson County Juvenile,
2839,7/1/14,24,3476,7,186,60991,,118,32986,,,4619,16,118,37605,,,61.66,Marion,ODE JDEP District,Klamath County Juvenile,
2841,7/1/14,24,3476,9,186,60991,,118,32986,,,4619,0,118,37605,,,61.66,Marion,ODE JDEP District,Lane County Dept of Youth,
2842,7/1/14,24,3476,3,186,60991,,118,32986,,,4619,0,118,37605,,,61.66,Marion,ODE JDEP District,Lincoln County Juvenile,
2843,7/1/14,24,3476,10,186,60991,,118,32986,,,4619,0,118,37605,,,61.66,Marion,ODE JDEP District,Linn County Juvenile Detention,
2846,7/1/14,24,3476,25,186,60991,,118,32986,,,4619,23,118,37605,,,61.66,Marion,ODE JDEP District,Marion County Juvenile Detention,
2832,7/1/14,24,3476,9,186,60991,,118,32986,,,4619,0,118,37605,,,61.66,Marion,ODE JDEP District,Mt Nebo Alt Ed,
3129,7/1/14,24,3476,12,186,60991,,118,32986,,,4619,0,118,37605,,,61.66,Marion,ODE JDEP District,NORCOR Education Detention Center,
2858,7/1/14,24,3476,14,186,60991,,118,32986,,,4619,0,118,37605,,,61.66,Marion,ODE JDEP District,Yamhill County Juvenile,
2258,7/1/14,24,3477,27,394,60991,,,32986,,,4619,0,0,37605,,,61.66,Marion,ODE YCEP District,Monroe School,
2260,7/1/14,24,3477,81,394,60991,,,32986,,,4619,0,0,37605,,,61.66,Marion,ODE YCEP District,Newbridge High School,
