County,Agr.,Site.,Sponsor.Name,Site.Name,SchoolID,Area.Eligible.School,Street.Address,Addr2,City,State,Zip.Code,Opening.Date,Closing.Date,Operating.Days,Breakfasts.Served,AM.Snacks.Served,Lunches.Served,PM.Snacks.Served,Suppers.Served,X
Deschutes,918002,14881,Redmond SD 2J,Redmond Boys & Girls Club,,259,145 SE Salmon,,Redmond,OR,97756,10-Jun-13,23-Aug-13,53,1678,0,3082,0,0,NA
Morrow,2513001,10918,Morrow Co SD,A C Houghton Elem,813,AC Houghton Elementary,1105 N. Main Avenue,,Irrigon,OR,97844,12-Jun-13,28-Jun-13,13,1739,0,1812,0,0,NA
Lane,2006004,12450,Food For Lane County,Washington Park,503,Adams Elementary School,19th & Washington,,Eugene,OR,97401,24-Jun-13,23-Aug-13,44,0,0,1770,0,0,NA
Lane,2006004,14485,Food For Lane County,Jesse Maine Park,1353,Agnes Stewart Middle School,South 69th Place,,Springfield,OR,97478,24-Jun-13,23-Aug-13,44,0,0,1363,0,0,NA
Malheur,2308002,14978,"Harvest House Missions, Inc.","Lions Park, Ontario OR",694,Aiken Elementary,SW 9th St,,Ontario,OR,97913,10-Jun-13,16-Aug-13,48,0,0,1032,0,0,NA
Malheur,2315001,10803,Ontario SD,Alameda Elem,692,Alameda Elementary,1252 Alameda Dr,,Ontario,OR,97914,15-Jul-13,9-Aug-13,18,1504,0,1637,0,0,NA
Malheur,2308002,13739,"Harvest House Missions, Inc.",Eastside Kiwanas Park,692,Alameda Elementary,730 SE 5th St,,Ontario,OR,97914,10-Jun-13,16-Aug-13,48,0,0,1042,0,0,NA
Malheur,2308002,15133,"Harvest House Missions, Inc.",West Alameda Apts.,692,Alameda Elementary,PO Box 877,161 SW 9th St.,Ontario,OR,97914,10-Jun-13,16-Aug-13,48,0,0,1317,0,0,NA
Linn,2207001,12512,Greater Albany SD 8J,Albany Options,3950,Albany Options School,701 19th Ave SE,,Albany,OR,97322,17-Jun-13,16-Aug-13,10,0,43,0,0,0,NA
Multnomah,2603006,14941,Centennial SD 28J,Alder Elem School,943,Alder Elem,17200 se alder st,,portland,OR,97233,24-Jun-13,8-Aug-13,15,0,0,409,0,0,NA
Multnomah,2618002,11077,Reynolds SD 7,Alder Elem,943,Alder Elementary,17200 SE Alder St,,Portland,OR,97233,15-Jul-13,8-Aug-13,16,1508,0,1806,0,0,NA
Multnomah,2622004,15229,Volunteers of America Oregon,Multnomah County Public Library - Rockwood Library,943,Alder Elementary,17917 Southeast Stark Street,,Portland,OR,97233,18-Jun-13,23-Aug-13,45,0,0,2051,0,0,NA
Multnomah,2604001,10937,David Douglas SD 40,Alice Ott Middle,980,Alice Ott,12500 SE Ramona,,Portland,OR,97236,24-Jun-13,16-Aug-13,38,703,0,2577,0,0,NA
Josephine,1707001,10090,Grants Pass SD,Allen Dale Elementary,435,Allen Dale Elementary,2320 Williams Hwy,,Grants Pass,OR,97527,17-Jun-13,23-Aug-13,48,0,0,1756,0,0,NA
Washington,3402002,13543,Beaverton SD 48J,Kinnaman Town Home Apartment Complex,1153,Aloha Huber Elementary School,17647 SW Kinnaman st,,Beaverton,OR,97007,18-Jun-13,16-Aug-13,43,0,0,789,0,0,NA
Washington,3402002,11202,Beaverton SD 48J,Aloha-Huber Park Elem,1153,Aloha Huber Park Elementary,5000 sw 173rd. avenue,,Beaverton,OR,97007,18-Jun-13,16-Aug-13,43,2718,0,5827,0,0,NA
Yamhill,3601003,14914,Amity Assembly of God,Amity Assembly of God,1208,Amity Elementary,118 Maddox Ave,,Amity,OR,97101,17-Jun-13,30-Aug-13,60,1318,0,2824,0,0,NA
Yamhill,3601003,15003,Amity Assembly of God,Amity Grade School,1208,Amity Elementary,300 Rice Ln,,Amity,OR,97101,29-Jul-13,16-Aug-13,2,0,0,0,0,0,NA
Multnomah,2616011,11004,Portland SD,Arleta Elem,826,Arleta Elem,5109 SE 66th,,"Portland, OR",OR,97206,24-Jun-13,16-Aug-13,37,0,0,899,0,0,NA
Lane,2006004,15094,Food For Lane County,Arts & Technology,4554,Arts & Technology,1650 W 2nd Ave,,Eugene,OR,97405,17-Jun-13,21-Jun-13,5,119,0,375,0,0,NA
Lane,2005005,10604,Eugene SD 4J,Winston Churchill High,4554,Arts & Technology Academy,1850 Bailey Hill Rd,,Eugene,OR,97405,5-Aug-13,29-Aug-13,16,0,0,376,0,0,NA
Clatsop,401002,15107,Astoria SD,14th Street Park,143,Astor Elementary,14th ST,,Astoria,OR,97103,17-Jun-13,30-Aug-13,47,0,0,464,0,0,NA
Clatsop,401002,10010,Astoria SD,Astor Elementary,143,Astor Elementary,3550 Franklin AVE,,Astoria,OR,97103,25-Jun-13,24-Jul-13,17,0,0,883,0,0,NA
Clatsop,401002,14550,Astoria SD,Astoria Aquatic Center,143,Astor Elementary,1997 Marine Drive,,Astoria,OR,97103,17-Jun-13,30-Aug-13,46,0,0,332,0,0,NA
Clatsop,401002,14429,Astoria SD,Emerald Heights,143,Astor Elementary,1 Emerald Drive,,Astoria,OR,97103,17-Jun-13,30-Aug-13,47,0,0,499,0,0,NA
Clatsop,401002,14965,Astoria SD,Peter Pan Park,143,Astor Elementary,785 Alameda Ave,,Astoria,OR,97103,17-Jun-13,30-Aug-13,47,0,0,1018,0,0,NA
Clatsop,401002,14483,Astoria SD,Tapiola Park,143,Astor Elementary,900 W Marine Dr,,Astoria,OR,97103,17-Jun-13,30-Aug-13,41,0,0,363,0,0,NA
Clatsop,401002,10009,Astoria SD,Astoria Middle School,144,Astoria Middle School,1100 Klaskanine,,Atoria,OR,97103,17-Jun-13,30-Aug-13,25,0,0,444,0,0,NA
Marion,2419004,10850,Salem/Keizer SD 24J,Auburn Elem,728,Auburn Elementary,4612 Auburn Rd. NE,,Salem,OR,97301,13-Jun-13,30-Aug-13,57,0,0,2918,0,0,NA
Marion,2403005,10814,Cascade SD 005,Aumsville Elem,719,Aumsville Elementary,1105 Main St,,Aumsville,OR,97325,17-Jun-13,12-Aug-13,9,0,0,877,0,0,NA
Lane,2005005,10615,Eugene SD 4J,Awbrey Park Elem,504,Awbrey Park Elementary,158 Spring Creek Dr,,Eugene,OR,97404,8-Jul-13,31-Jul-13,12,0,0,1714,0,0,NA
Lane,2006004,12454,Food For Lane County,Ross Lane,504,Awbrey Park Elementary,554 Helen Street,,Eugene,OR,97404,24-Jun-13,23-Aug-13,44,0,0,1085,0,0,NA
Washington,3402002,11203,Beaverton SD 48J,Barnes Elem,1154,Barnes Elementary School,13730 SW Walker Road,,Beaverton,OR,97005,18-Jun-13,16-Aug-13,43,670,0,2402,0,0,NA
Washington,3406002,14912,"Faith Cafe, Inc.",Barnes Elementary - Faith Cafe,1154,Barnes Elementary School,13730 SW Denney Rd.,,Beaverton,OR,97005,15-Jun-13,24-Aug-13,10,0,0,450,0,0,NA
Washington,3402002,11193,Beaverton SD 48J,Sunset High,1154,Barnes Elementary School,13840 NW Cornell Rd.,,Portland,OR,97229,24-Jun-13,25-Jul-13,19,444,0,787,0,0,NA
Washington,3402002,14888,Beaverton SD 48J,"Tualatin Hills Park and Recreation, Howard M. Terpenning Complex",1154,Barnes Elementary School,15707 SW Walker Road,,Beaverton,OR,97006,18-Jun-13,16-Aug-13,43,0,0,2138,0,0,NA
Deschutes,902001,13981,Bend/LaPine SD,Boys & Girls Club - Ariel,241,Bear Creek Elementary,1700 SE Tempest Drive,,Bend,OR,97702,17-Jun-13,28-Aug-13,48,338,0,0,0,0,NA
Deschutes,902001,13695,Bend/LaPine SD,Larkspur Park,241,Bear Creek Elementary,1700 SE Reed Market Road,,Bend,OR,97702,17-Jun-13,23-Aug-13,48,0,0,2681,0,0,NA
Washington,3402002,11204,Beaverton SD 48J,Beaver Acres Elem,1155,Beaver Acres Elementary School,2125 sw 170th,,Beaverton,OR,97007,18-Jun-13,16-Aug-13,43,0,0,3214,0,0,NA
Washington,3406002,14910,"Faith Cafe, Inc.",Beaver Acres Elementary - Faith Cafe,1155,Beaver Acres Elementary School,2125 SW 170th Street,,Beaverton,OR,97007,15-Jun-13,24-Aug-13,10,0,0,326,0,0,NA
Washington,3402002,14432,Beaverton SD 48J,Merlo Station Apt Complex,1155,Beaver Acres Elementary School,2032 SW Merlo Road,,Beaverton,OR,97007,19-Jun-13,16-Aug-13,42,0,0,3660,0,0,NA
Multnomah,2616011,10971,Portland SD,Benson High,906,Benson High,546 NE 12th Ave,,Portland,OR,97232,24-Jun-13,9-Aug-13,28,2536,0,3073,0,0,NA
Lane,2005005,10599,Eugene SD 4J,Henry D Sheldon High,,Bertha Holt,2455 Willakenzie Rd,,Eugene,OR,97401,5-Aug-13,28-Aug-13,15,0,0,288,0,0,NA
Lane,2006004,13080,Food For Lane County,Game Bird Park,,Bertha Holt Elementary School,Mallard & Grouse streets,,Springfield,OR,97477,24-Jun-13,23-Aug-13,44,0,0,2296,0,0,NA
Lane,2006004,14219,Food For Lane County,Willamette Gardens,,Bertha Holt Elementary School,3545 Kinsrow Avenue,,Eugene,OR,97401,24-Jun-13,23-Aug-13,44,0,0,2347,0,0,NA
Clackamas,314001,15244,North Clackamas SD 12,Schellenberg Campus,65,Bilquist Elementary,14450 SE Johnson Road,,Milwaukie,OR,97267,21-Jun-13,19-Jul-13,20,1136,0,2205,0,0,NA
Coos,603004,10359,Coos Bay SD  009,Blossom Gulch Elem,192,Blossom Gulch Elementary,333 S. 10th,,Coos Bay,OR,97420,24-Jun-13,16-Aug-13,39,0,0,1319,0,0,NA
Coos,603004,15227,Coos Bay SD  009,Maslow Homeless Youth Project,192,Blossom Gulch Elementary,740 S 2nd Ave,,Coos Bay,OR,97420,24-Jun-13,16-Aug-13,39,0,0,30,0,0,NA
Coos,603004,15253,Coos Bay SD  009,Millicoma School,192,Blossom Gulch Elementary,260 2nd Ave,,Coos Bay,OR,97420,24-Jun-13,16-Aug-13,39,0,0,352,0,0,NA
Coos,603004,15254,Coos Bay SD  009,Mingus Park,192,Blossom Gulch Elementary,725 N 10th St,,Coos Bay,OR,97420,24-Jun-13,16-Aug-13,39,0,0,423,0,0,NA
Coos,603004,15255,Coos Bay SD  009,South Coast Business Employment Corporation,192,Blossom Gulch Elementary,93781 Newport St,,Coos Bay,OR,97420,24-Jun-13,16-Aug-13,39,0,0,62,0,0,NA
Lane,2006004,12472,Food For Lane County,Bohemia Elementary School,573,Bohemia Elementary School,721 South R Street,,Cottage Grove,OR,97424,17-Jun-13,23-Aug-13,49,0,0,2231,0,0,NA
Multnomah,2616011,14958,Portland SD,Unthank Park,833,Boise/Eliot Elem,510 N Shaver St,,Portland,OR,97227,16-Jun-13,23-Aug-13,48,0,0,3058,0,0,NA
Multnomah,2616011,11009,Portland SD,Boise/Eliot Elem,833,Boise-Eliot/Humboldt,620 N Fremont Street,,Portland,OR,97227,1-Jul-13,26-Jul-13,15,367,0,592,0,0,NA
Multnomah,2622004,15228,Volunteers of America Oregon,Friends of the Children,833,Boise-Eliot/Humboldt,44 Northeast Morris St,,Portland,OR,97212,24-Jun-13,16-Aug-13,21,530,0,590,0,0,NA
Multnomah,2616011,12401,Portland SD,S.E.I.,833,Boise-Eliot/Humboldt Elem,3920 N Kerby Ave,,Portland,OR,97227,1-Jul-13,16-Aug-13,26,2052,0,3132,0,0,NA
Klamath,1809001,13697,Integral Youth Services of Klamath Falls,Beatty,467,Bonanza Elem.,42616 Hwy 140 East,,Beatty,OR,97621,17-Jun-13,23-Aug-13,49,0,0,681,0,0,NA
Klamath,1809001,13696,Integral Youth Services of Klamath Falls,Bonanza,467,Bonanza Elem.,Big Springs Park,Main Street,Bonanza,OR,97623,17-Jun-13,23-Aug-13,49,0,0,1105,0,0,NA
Lane,2006004,14532,Food For Lane County,Brattain House,,Brattain Elementary School,1030 G Street,,Springfield,OR,97477,24-Jun-13,23-Aug-13,44,0,0,1622,0,0,NA
Lane,2006004,14220,Food For Lane County,Springfield Library,,Brattain Elementary School,225 5th Street,,Springfield,OR,97477,24-Jun-13,23-Aug-13,44,0,0,1702,0,0,NA
Lane,2006004,15225,Food For Lane County,Twin Rivers - Dos Rios Elementary,,Brattain Elementary School,1084 G Street,,Springfield,OR,97477,15-Jul-13,8-Aug-13,20,1653,0,2154,0,0,NA
Lane,2006004,12477,Food For Lane County,Willamalane Park,,Brattain Elementary School,1276 G Street,,Springfield,OR,97477,24-Jun-13,23-Aug-13,44,0,0,4111,0,0,NA
Clackamas,3420001,11280,Tigard-Tualatin SD 23J,Bridgeport Elem,1135,Bridgeport Elementary,5505 SW Borland Rd,,Tualatin,OR,97062,5-Aug-13,16-Aug-13,10,388,0,409,0,0,NA
Multnomah,2616011,11010,Portland SD,Bridger Elem,834,Bridger Elem,7910 SE Market St,,Portland,OR,97206,24-Jun-13,18-Jul-13,15,343,0,541,0,0,NA
Klamath,1809001,13296,Integral Youth Services of Klamath Falls,Country Village Apartments,480,Brixner Elem.,5500 Norgold Ln,,Klamath Falls,OR,97603,17-Jun-13,23-Aug-13,49,0,0,506,0,0,NA
Clatsop,419001,10319,Seaside SD 10,Broadway Middle,3624,Broadway Middle School,1120 Broadway,,Seaside,OR,97138,17-Jun-13,23-Aug-13,49,0,0,1621,0,0,NA
Douglas,1023001,13049,Winston-Dillard SD 116,Brockway Elementary,3624,Brockway Elementary,Winston-Dillard School District,620 NW Elwood,Winston,OR,97496,17-Jun-13,15-Aug-13,35,0,0,880,0,0,NA
Baker,102001,15263,Baker SD 5J,Baker City Christian Church,2,Brooklyn Primary,675 Hwy 7,,Baker City,OR,97814,10-Jun-13,30-Aug-13,58,0,0,1197,0,0,NA
Baker,102001,10017,Baker SD 5J,Brooklyn Elementary,2,Brooklyn Primary,1350 Washington st,,Baker City,OR,97814,10-Jun-13,30-Aug-13,58,0,0,3280,0,0,NA
Jefferson,1610001,13578,Jefferson Co SD 509,Buff Intermediate,429,Buff Intermediate,375 SE Buff Street,,Madras,OR,97741,24-Jun-13,23-Aug-13,40,975,0,1749,0,0,NA
Marion,2419004,10854,Salem/Keizer SD 24J,Bush Elem,837,Bush Elementary,410 14th St. SE,,Salem,OR,97301,24-Jun-13,12-Jul-13,13,216,0,930,0,0,NA
Multnomah,2603006,13132,Centennial SD 28J,Butler Creek Elem,3649,Butler Creek Elem,2789 sw butler rd,,gresham,OR,97080,24-Jun-13,12-Jul-13,10,0,0,15,0,0,NA
Marion,2419006,10894,Silver Falls SD 4,Butte Creek Elem,119,Butte Creek Elementary,37569 S. Hwy. 213,,Mt. Angel,OR,97362,5-Aug-13,22-Aug-13,12,271,0,378,0,0,NA
Jackson,1502001,14200,Butte Falls SD 91,Butte Falls Elementary Charter School,406,Butte Falls Charter School,239 Main St.,,Butte Falls,OR,97522,24-Jun-13,9-Aug-13,34,0,0,937,0,0,NA
Linn,2207001,10741,Greater Albany SD 8J,Calapooia Middle,632,Calapooia Middle School,830 24th Ave SE,,Albany,OR,97322,17-Jun-13,16-Aug-13,43,150,0,291,0,0,NA
Clatsop,419001,15245,Seaside SD 10,Elk Creek Terrace,,Cannon Beach Elementary,357 Elk Creek Terrace,,Cannon Beach,OR,97138,17-Jun-13,23-Aug-13,49,0,0,309,0,0,NA
Douglas,1019001,10445,South Umpqua SD 19,Canyonville School,289,Canyonville,124 N Main,,Canyonville,OR,97417,17-Jun-13,23-Aug-13,48,234,0,771,0,0,NA
Lane,2002002,10581,Bethel SD 52,Cascade Middle,581,Cascade Middle School,1525 Echo Hollow Rd,,Eugene,OR,97402,17-Jun-13,25-Aug-13,11,0,0,0,0,939,NA
Linn,2212001,10764,Lebanon Community SD 9,Cascades School,652,Cascades School,2163 S. 7th St,,Lebanon,OR,97355,17-Jun-13,31-Jul-13,32,337,0,274,0,0,NA
Linn,2212001,13742,Lebanon Community SD 9,Christopher Columbus Park,652,Cascades School,2800 10th Street,,Lebanon,OR,97355,17-Jun-13,23-Aug-13,49,0,0,1974,0,0,NA
Linn,2212001,14763,Lebanon Community SD 9,Community Bible Church,652,Cascades School,2600 Stoltz Hill Rd,,Lebanon,OR,97355,8-Jul-13,12-Jul-13,5,0,0,868,0,0,NA
Linn,2212001,13571,Lebanon Community SD 9,First United Methodist church,652,Cascades School,1890 2nd St,,Lebanon,OR,97355,22-Jul-13,26-Jul-13,5,0,0,379,0,0,NA
Linn,2212001,15275,Lebanon Community SD 9,Free Methodist Church,652,Cascades School,580 F St,,Lebanon,OR,97355,24-Jun-13,28-Jun-13,5,0,0,68,0,0,NA
Linn,2212001,10759,Lebanon Community SD 9,Lebanon High,652,Cascades School,1700 S. 5th St,,Lebanon,OR,97355,17-Jun-13,19-Aug-13,28,1023,0,1448,0,0,NA
Crook,703001,10060,Crook Co SD,Cecil Sly Elementary,1337,Cecil Sly Elementary,1400 SE 2nd street,,Prineville,OR,97754,17-Jun-13,9-Aug-13,38,623,0,708,0,0,NA
Linn,2219002,10780,Scio SD 95,Centennial Elem,676,Centennial Elementary,38875 nw 1st,,scio,OR,97374,17-Jun-13,16-Aug-13,44,0,0,3820,0,0,NA
Lane,2006004,12672,Food For Lane County,Centennial Elem.,544,Centennial Elementary School,1315 Aspen Street,,Springfield,OR,97477,24-Jun-13,23-Aug-13,44,0,0,2132,0,0,NA
Lane,2006004,13301,Food For Lane County,Eastgate Woodlands,544,Centennial Elementary School,512 Aspen,,Springfield,OR,97477,24-Jun-13,23-Aug-13,44,0,0,644,0,0,NA
Multnomah,2603006,10924,Centennial SD 28J,Centennial Middle,960,Centennial Middle schoo,17650 se Brooklyn,,portland,OR,97236,17-Jun-13,30-Aug-13,53,1030,0,2738,0,0,NA
Linn,2207001,10744,Greater Albany SD 8J,Central Elem,631,Central Elementary School,336 9th Street,,Albany,OR,97321,17-Jun-13,16-Aug-13,43,0,0,1353,0,0,NA
Linn,2203003,11682,Central Linn SD 552,Central Linn Elementary,1311,Central Linn Elementary School,239 W. Second Street,,Halsey,OR,97348,17-Jun-13,9-Aug-13,39,1213,0,1892,0,0,NA
Umatilla,3013001,11129,Milton-Freewater SD 7,Central Middle,1057,Central Middle School,1020 S Mill St.,,Milton-Freewater,OR,97862,17-Jun-13,16-Aug-13,34,0,0,951,0,0,NA
Umatilla,3013001,15231,Milton-Freewater SD 7,Yantis Park,1057,Central Middle School,Dehaven and SW 2nt,,Milton Freewater,OR,97862,17-Jun-13,16-Aug-13,34,0,0,879,0,0,NA
Jackson,1503002,11626,Central Point SD,Cent. Pt. Elementary,382,Central Point Elementary,450 South Fourth Street,,Central Point,OR,97502,24-Jun-13,23-Aug-13,44,0,0,1841,0,0,NA
Multnomah,2616011,10995,Portland SD,Cesar Chavez,841,Cesar Chavez,5103 N Willis Blvd,,Portland,OR,97203,15-Jul-13,8-Aug-13,16,446,0,629,0,0,NA
Marion,2419004,15153,Salem/Keizer SD 24J,Cesar Chavez Elementary School,5064,Cesar Chavez Elementary,2400 Walker Road NE,,Salem,OR,97305,13-Jun-13,30-Aug-13,57,586,0,3311,0,0,NA
Lane,2005005,13502,Eugene SD 4J,Chavez,4146,Cesar Chavez Elementary,1510 W. 14th Avenue,,Eugene,OR,97402,8-Jul-13,1-Aug-13,16,2853,0,3983,0,0,NA
Lane,2002004,15238,Boys & Girls Clubs of Emerald Valley,Boys & Girls Clubs of Emerald Valley,4146,Chavez,1545 West 22nd Ave,,Eugene,OR,97405,17-Jun-13,30-Aug-13,53,4865,0,3977,0,0,NA
Lane,2006004,12457,Food For Lane County,Oakwood Manor,4146,Chavez Elementary School,1665 Oakpatch,,Eugene,OR,97402,24-Jun-13,23-Aug-13,44,0,0,2089,0,0,NA
Washington,3402002,11207,Beaverton SD 48J,Chehalem Elem,1159,Chehalem Elementary,15555 SW Davies Road,,Beaverton,OR,97007,18-Jun-13,16-Aug-13,43,2013,0,5155,0,0,NA
Washington,3402002,14662,Beaverton SD 48J,Eichler Park,1159,Chehalem Elementary,13710 SW Farminton Road,,Beaverton,OR,97005,18-Jun-13,16-Aug-13,43,0,0,2816,0,0,NA
Washington,3402002,13743,Beaverton SD 48J,Beaverton City Park,1159,Chehalem Elementary School,12375 sw 5th street,,Beaverton,OR,97005,18-Jun-13,16-Aug-13,43,0,0,13707,0,0,NA
Washington,3402002,11191,Beaverton SD 48J,Beaverton High,1159,Chehalem Elementary School,13000 SW 2nd Street,,Beaverton,OR,97005,18-Jun-13,25-Jul-13,22,664,0,1070,0,0,NA
Klamath,1809001,13699,Integral Youth Services of Klamath Falls,Sprague River,468,Chiloquin Elem.,23840 3rd Ave,,Sprague River,OR,97639,17-Jun-13,23-Aug-13,49,0,0,816,0,0,NA
Klamath,1811002,10558,Klamath Co SD,Chiloquin Elem,468,chiloquin elementary,548 2nd ave,,chiloquin elementary,OR,97624-0375,17-Jun-13,9-Aug-13,38,447,0,1061,0,0,NA
Clackamas,305002,13260,Estacada SD,Clackamas River,131,Clackamas River Elementary,301 N.E. 2nd Avenue,,Estacada,OR,97023,24-Jun-13,16-Aug-13,38,1090,0,2382,0,0,NA
Clackamas,305002,15067,Estacada SD,Estacada Skate Park/Library,131,Clackamas River Elementary,825 NW Wade Street,,Estacada,OR,97023,24-Jun-13,16-Aug-13,38,0,0,1220,0,0,NA
Marion,2419004,12791,Salem/Keizer SD 24J,Claggett Creek Secondary,3373,Claggett Creek Middle School,1810 Alder Rd. NE,,Keizer,OR,97303,13-Jun-13,30-Aug-13,57,1307,0,5333,0,0,NA
Columbia,503001,15306,Clatskanie SD 6J,Bread of Life,163,Clatskanie Elementary School,415 S Nehalem St,,Clatskanie,OR,97016,29-Jul-13,2-Aug-13,3,0,0,0,0,339,NA
Columbia,503001,15299,Clatskanie SD 6J,Christian Learning Center,163,Clatskanie Elementary School,415 s Nehalem,,Clatskanie,OR,97016,8-Jul-13,2-Aug-13,18,0,0,452,0,0,NA
Columbia,503001,15241,Clatskanie SD 6J,Clatskanie Park,163,Clatskanie Elementary School,NE 5th & Poppler,,Clatskanie,OR,97016,1-Jul-13,2-Aug-13,21,0,0,1162,0,0,NA
Columbia,503001,15300,Clatskanie SD 6J,NWESD Early Intervention,163,Clatskanie Elementary School,815 S Nehalem,,Clatskanie,OR,97016,10-Jul-13,31-Jul-13,6,0,0,71,0,0,NA
Columbia,503001,15240,Clatskanie SD 6J,Sol Haven Apartments,163,Clatskanie Elementary School,500 SW BelAir Drive,,Clatskanie,OR,97016,1-Jul-13,2-Aug-13,21,0,0,390,0,0,NA
Columbia,503001,15239,Clatskanie SD 6J,West Port Community Center,163,Clatskanie Elementary School,Westport Ferry Road,,West Port,OR,97016,1-Jul-13,2-Aug-13,21,0,0,134,0,0,NA
Lane,2002002,10583,Bethel SD 52,Clear Lake Elem,582,CLear Lake Elementary,4646 Barger Drive,,Eugene,OR,97402,24-Jun-13,8-Aug-13,24,594,0,431,0,0,NA
Lane,2006004,14742,Food For Lane County,Irwin Park,582,Clear Lake Elementary,Barger Dr. & W. Irwin Way,,Eugene,OR,97402,24-Jun-13,23-Aug-13,44,0,0,1035,0,0,NA
Benton,203003,14698,Corvallis SD 509J,Clemens Primary School,3162,Clemens Primary School,535 S. 19th St.,,Philomath,OR,97370,24-Jun-13,30-Aug-13,49,0,0,2781,0,0,NA
Wasco,3314003,14058,North Wasco Co. SD,Thompson Park,1097,"Colonel Wright Elem, for Thompson Park",602 W. 2nd Street,,The Dalles,OR,97058,24-Jun-13,26-Jul-13,21,0,0,1087,0,0,NA
Umatilla,3016001,14709,Pendleton SD 16,Community Park,,Community Park,1000 SW 37th St,,Pendleton,OR,97801,24-Jun-13,16-Aug-13,21,0,0,697,0,0,NA
Gilliam,1103002,14118,"Condon Child Care, Inc.",Condon Child Care,325,Condon Grade School,220 S. East St.,,Condon,OR,97823,10-Jun-13,22-Aug-13,41,0,0,948,0,0,NA
Klamath,1809001,12956,Integral Youth Services of Klamath Falls,Conger School,,Conger Elem. ,1700 California,,Klamath Falls,OR,97601,17-Jun-13,23-Aug-13,49,0,0,456,0,0,NA
Klamath,1809001,13537,Integral Youth Services of Klamath Falls,Richmond Park,,Conger Elem. ,N 2nd St,,Klamath Falls,OR,97601,17-Jun-13,23-Aug-13,49,0,0,323,0,0,NA
Coos,614001,12916,North Bend SD 13,Coquille Middle School,4025,Coquille Valley Middle School,Coquille Community Center,115 N Birch,Coquille,OR,97423,17-Jun-13,16-Aug-13,44,0,0,629,0,0,NA
Coos,614001,13564,North Bend SD 13,Coquille Valley Middle School,4025,Coquille Valley Middle School,Coquill Valley Middle School,1115 Baxter St,Coquille,OR,97423,17-Jun-13,16-Aug-13,44,0,0,810,0,0,NA
Washington,3406001,15129,Forest Grove SD 15,Centro Cultural,1128,Cornelius Elementary,1110 N Adair,,Cornelius,OR,97116,1-Jul-13,22-Aug-13,31,0,0,930,0,0,NA
Washington,3406001,14166,Forest Grove SD 15,Rose Grove Park,1128,Cornelius Elementary School,3839 Pacific Ave,,Forest Grove,OR,97116,24-Jun-13,22-Aug-13,35,0,0,2680,0,0,NA
Lane,2006004,13700,Food For Lane County,Cottage Grove High School,580,Cottage Grove High School,1375 South River Road,,Cottage Grove,OR,97424,17-Jun-13,11-Jul-13,15,597,0,762,0,0,NA
Lane,2006004,13329,Food For Lane County,Camas Court,570,Creslane Elementary School,420 S. 2nd Street,,Creswell,OR,97426,17-Jun-13,23-Aug-13,49,0,0,1018,0,0,NA
Lane,2006004,15250,Food For Lane County,Creswell Presbyterian Church,570,Creslane Elementary School,75 S. 4th Street,,Creswell,OR,97426,17-Jun-13,5-Jul-13,5,0,0,261,0,0,NA
Lane,2006004,13563,Food For Lane County,Holt Park,570,Creslane Elementary School,4th & A streets,,Creswell,OR,97426,17-Jun-13,23-Aug-13,45,0,0,2786,0,0,NA
Multnomah,2616011,12378,Portland SD,Creston Park,843,Creston Elem,SE 43rd & Powell,,Portland,OR,97206,18-Jun-13,23-Aug-13,48,0,0,3042,0,0,NA
Lane,2006004,14491,Food For Lane County,FFLC Kitchen,583,Danebo Elementary School,770 Bailey Hill Road,,Eugene,OR,97402,17-Jun-13,23-Aug-13,49,0,0,357,0,0,NA
Lane,2006004,14470,Food For Lane County,Prairie View,583,Danebo Elementary School,584 N. Danebo,,Eugene,OR,97402,24-Jun-13,23-Aug-13,44,0,0,1443,0,0,NA
Multnomah,2604001,10936,David Douglas SD 40,David Douglas High,983,David Douglas High School,1001 SE 135th,,Portland,OR,97233,18-Jun-13,19-Jul-13,23,1259,0,4689,0,0,NA
Multnomah,2603006,15080,Centennial SD 28J,Davis Elem,949,Davis Elem,19501 ne davis,,portland,OR,97230,24-Jun-13,15-Aug-13,15,0,0,386,0,0,NA
Multnomah,2618002,11078,Reynolds SD 7,Davis Elem,949,Davis Elementary,19501 NE Davis,,Portland,OR,97230,15-Jul-13,8-Aug-13,16,1833,0,2172,0,0,NA
Yamhill,3604001,11299,Dayton SD 008,Dayton Jr High,1291,Dayton Jr. High,801 Ferry Street,,Dayton,OR,97114,17-Jun-13,9-Aug-13,38,1321,0,3738,0,0,NA
Grant,1210001,15272,John Day/Canyon City Parks and Rec,Dayville,3353,Dayville School,204 S. Fork,,Dayville,OR,97825,17-Jun-13,7-Aug-13,7,0,0,70,0,0,NA
Lane,2006004,12470,Food For Lane County,Dorena Post Office,574,Dorena Elementary School,75694 Wick Road,,Dorena,OR,97434,17-Jun-13,23-Aug-13,49,0,0,944,0,0,NA
Lane,2006004,12442,Food For Lane County,Douglas Gardens Park,545,Douglas Gardens Elementary,3455 S. Redwood Drive,,Springfield,OR,97477,24-Jun-13,23-Aug-13,44,0,0,2207,0,0,NA
Lane,2006004,13081,Food For Lane County,Pride Park,545,Douglas Gardens Elementary,34th & Oregon streets,,Springfield,OR,97477,24-Jun-13,23-Aug-13,44,0,0,2728,0,0,NA
