District ID,District Name,Superintendent,School ID,School Name,Principal,Grades Offered,School Type,County,Total Enrollment,Enrollment K-3,Enrollment 4-5,Enrollment 6-8,Pct of Students Attending Regularly,Pct Mobile Students 2014-15,School Self-Contained Class Size,Oregon Self-Contained Class Size,School Departmentalized Class Size,Oregon Departmentalized Class Size,School ELA Class Size,Oregon ELA Class Size,School Math Class Size,Oregon Math Class Size,School Science Class Size,Oregon Science Class Size,School Social Studies Class Size,Oregon Social Studies Class Size,Pct Ever English Learners,Pct Economically Disadvantaged,Pct Students with Disabilities,Pct Asian,Pct Black,Pct Hispanic,Pct Native American,Pct Multi-racial,Pct Pacific Islander,Pct White,Number of Languages Spoken,School Rating,ESEA Designation,Rating Compared to Similar Schools,ELA Pct Met 2014-15,State ELA Pct Met,Like Schools ELA Pct Met,Math Pct Met 2014-15,State Math Pct Met,Like Schools Math Pct Met,Science Pct Met 2011-12,Science Pct Met 2012-13,Science Pct Met 2013-14,Science Pct Met 2014-15,State Science Pct Met,Like Schools Science Pct Met,Freshmen On Track 2013-14,Freshmen On Track 2014-15,State Freshman On Track,Like Schools Freshman On Track,SAT Participation 2011-12,SAT Participation 2012-13,SAT Participation 2013-14,SAT Participation 2014-15,State SAT Participation,Like Schools SAT Participation,Four Year Graduation Rate 2010-11,Four Year Graduation Rate 2011-12,Four Year Graduation Rate 2012-13,Four Year Graduation Rate 2013-14,State Four Year Graduation Rate,Like Schools Four Year Graduation Rate,Five Year Completion Rate 2010-11,Five Year Completion Rate 2011-12,Five Year Completion Rate 2012-13,Five Year Completion Rate 2013-14,State Five Year Completion Rate,Like Schools Five Year Completion Rate,Dropout Rate 2010-11,Dropout Rate 2011-12,Dropout Rate 2012-13,Dropout Rate 2013-14,State Dropout Rate,Like Schools Dropout Rate,Continuing Education Rate 2009-10,Continuing Education Rate 2010-11,Continuing Education Rate 2011-12,Continuing Education Rate 2012-13,State Continuing Education Rate,Like Schools Continuing Education Rate
2182,Reynolds SD 7,Linda Florence,946,Glenfair Elementary School,Lisa McDonald,Grade(s) K-5,E,Multnomah,503,366,137,--,70.8%,27.9%,25.0,25.0,--,--,,,,,,,,,47%,***,13%,6%,18%,44%,1%,8%,2%,21%,22,Not Rated,Focus,Not Rated,18.2,51.1,33.5,12.2,44.8,26.4,32.9,27.7,35.2,37.1,66.8,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,947,Hartley Elementary School,Stephanie Murdock,Grade(s) K-5,E,Multnomah,542,369,173,--,81.2%,20.2%,27.0,25.0,--,--,,,,,,,,,61%,***,14%,3%,10%,54%,1%,7%,2%,24%,22,Not Rated,Focus,Not Rated,30.4,51.1,32.9,21.3,44.8,27.3,24.2,37.2,22.2,41.7,66.8,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,954,Hauton B Lee Middle School,Dan Kimbrow,Grade(s) 6-8,M,Multnomah,812,,,,82.8%,20.6%,--,--,,,27.0,24.0,29.0,24.0,29.0,26.0,27.0,26.0,56%,***,15%,11%,14%,39%,1%,6%,2%,27%,33,Not Rated,,Not Rated,32.7,56.4,42.0,25.6,42.5,29.4,36.4,38.1,43.3,34.8,65.0,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,4822,KNOVA Reynolds Public Charter School,Raffi Martinian,Grade(s) K-8,E,Multnomah,400,226,96,78,78.8%,21.9%,31.0,25.0,26.0,25.0,,,,,,,,,38%,53%,12%,4%,7%,46%,1%,7%,1%,35%,9,Not Rated,,Not Rated,37.5,53.8,46.0,25.6,43.6,38.7,86.2,55.2,65.3,49.2,65.9,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,948,Margaret Scott Elementary School,Debbie Nicolai,Grade(s) K-5,E,Multnomah,487,346,141,--,85.8%,22.8%,25.0,25.0,--,--,,,,,,,,,48%,***,14%,15%,18%,30%,2%,10%,5%,21%,29,Not Rated,Focus,Not Rated,34.8,51.1,33.9,31.0,44.8,27.1,42.1,50.0,43.4,29.7,66.8,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,3490,Multisensory Learning Academy,Sheri Fitzsimmons,Grade(s) K-6,E,Multnomah,313,191,90,32,85.4%,13.0%,24.0,25.0,--,--,,,,,,,,,8%,30%,12%,4%,3%,17%,1%,10%,1%,64%,10,Not Rated,,Not Rated,39.9,51.9,64.3,31.5,43.5,56.7,55.8,67.5,44.0,72.1,66.8,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,4216,Reynolds Arthur Academy,Chris Arnold,Grade(s) K-6,E,Multnomah,192,114,52,26,94.3%,5.5%,27.0,25.0,--,--,,,,,,,,,10%,32%,6%,5%,3%,19%,1%,8%,0,65%,7,Not Rated,,Not Rated,77.4,51.9,60.3,57.5,43.5,52.9,>95,95.0,89.3,>95,66.8,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,957,Reynolds High School,Wade Bakely,Grade(s) 9-12,H,Multnomah,2504,,,,77.0%,21.8%,--,--,,,26.0,24.0,19.0,24.0,27.0,26.0,30.0,26.0,43%,58%,13%,11%,8%,34%,1%,5%,2%,39%,41,Not Rated,,Not Rated,49.1,68.5,55.3,16.4,31.6,25.2,58.2,58.9,64.4,65.9,62.6,55.7,49.3,63.0,79.9,80.3,18.8,26.2,28.2,23.0,31.7,29.4,54.8,62.7,61.3,63.2,72.0,77.9,79.3,67.2,74.9,74.0,82.1,86.0,4.2,4.7,4.1,3.3,4.0,2.1,59.6,54.6,58.3,64.9,60.5,59.3
2182,Reynolds SD 7,Linda Florence,1343,Reynolds Learning Academy,Erin Ferguson,Grade(s) 10-12,H,Multnomah,278,,,,50.0%,54.1%,--,--,,,11.0,24.0,11.0,24.0,16.5,26.0,16.0,26.0,35%,***,31%,<1%,6%,40%,3%,4%,0,46%,6,Not Rated,,Not Rated,40.0,68.5,--,<5,31.6,--,25.6,21.9,39.3,16.7,62.6,--,9.4,9.1,79.9,--,1.2,--,0.9,0.8,31.7,--,20.0,36.4,29.8,37.0,72.0,--,50.5,62.4,61.4,54.5,82.1,--,10.1,11.2,11.6,13.6,4.0,--,33.3,41.7,15.4,22.2,60.5,--
2182,Reynolds SD 7,Linda Florence,1254,Reynolds Middle School,Stacy Talus,Grade(s) 6-8,M,Multnomah,955,,,,80.5%,20.2%,--,--,,,18.5,24.0,24.0,24.0,29.0,26.0,29.0,26.0,60%,***,18%,6%,8%,52%,1%,5%,2%,25%,28,Not Rated,,Not Rated,30.4,56.4,38.6,21.0,42.5,29.0,53.2,56.3,48.5,46.9,65.0,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,3989,Salish Ponds Elementary School,Damian Reardon,Grade(s) K-5,E,Multnomah,454,314,140,--,81.3%,19.2%,22.0,25.0,--,--,,,,,,,,,48%,***,17%,4%,4%,48%,<1%,6%,4%,33%,16,Not Rated,,Not Rated,26.9,51.1,34.6,24.3,44.8,27.9,38.1,39.0,51.8,31.7,66.8,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,950,Sweetbriar Elementary School,Marie Marianiello,Grade(s) K-5,E,Multnomah,398,274,124,--,81.9%,15.2%,27.0,25.0,--,--,,,,,,,,,21%,38%,15%,4%,3%,22%,0,6%,1%,64%,13,Not Rated,,Not Rated,47.2,51.1,57.2,37.3,44.8,48.0,74.2,73.3,73.1,44.1,66.8,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,951,Troutdale Elementary School,Jill Sorenson,Grade(s) K-5,E,Multnomah,402,293,109,--,83.0%,19.3%,25.0,25.0,--,--,,,,,,,,,24%,42%,15%,4%,3%,19%,1%,8%,1%,64%,12,Not Rated,,Not Rated,52.7,51.1,56.9,47.9,44.8,46.5,67.6,58.2,65.6,64.2,66.8,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,2263,Walt Morey Middle School,Tanya Pruett,Grade(s) 6-8,M,Multnomah,634,,,,88.9%,14.3%,20.0,25.0,,,28.5,24.0,26.0,24.0,29.0,26.0,29.0,26.0,35%,56%,15%,5%,3%,31%,1%,5%,0,55%,18,Not Rated,,Not Rated,51.7,56.4,52.6,35.6,42.5,39.8,63.9,65.3,59.4,63.8,65.0,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,952,Wilkes Elementary School,Candice Henkin,Grade(s) K-5,E,Multnomah,444,301,143,--,86.4%,30.1%,24.0,25.0,--,--,,,,,,,,,57%,***,9%,11%,12%,43%,1%,4%,5%,24%,21,Not Rated,,Not Rated,26.8,51.1,35.6,17.5,44.8,27.9,43.8,48.1,52.4,38.0,66.8,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,Reynolds SD 7,Linda Florence,1365,Woodland Elementary,Michael Clutter,Grade(s) K-5,E,Multnomah,538,378,160,--,82.7%,14.2%,26.0,25.0,--,--,,,,,,,,,56%,57%,15%,4%,3%,53%,1%,4%,<1%,35%,16,Not Rated,,Not Rated,32.4,51.1,38.7,23.4,44.8,30.4,43.2,33.9,26.2,47.8,66.8,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Riddle SD 70,Dave Gianotti,304,Riddle Elementary School,Dave Gianotti,Grade(s) K-6,E,Douglas,207,128,53,26,78.8%,17.3%,25.0,25.0,--,--,,,,,,,,,*,83%,16%,0,0,8%,2%,8%,<1%,82%,1,Not Rated,,Not Rated,34.0,51.9,44.4,24.2,43.5,35.9,51.6,57.7,64.0,53.6,66.8,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Riddle SD 70,Dave Gianotti,305,Riddle High School,William Starkweather,Grade(s) 7-12,H,Douglas,167,,,,62.9%,23.1%,--,--,,,14.5,24.0,9.0,24.0,12.0,26.0,19.0,26.0,*,76%,18%,2%,0,7%,1%,10%,0,80%,1,Not Rated,,Not Rated,37.8,60.9,44.8,19.5,40.2,27.1,50.0,57.1,52.5,44.8,63.9,58.7,82.1,63.2,79.9,81.7,38.1,3.7,11.1,13.3,31.7,39.6,82.8,81.0,85.7,88.0,72.0,77.7,94.9,92.6,81.0,96.3,82.1,83.0,1.8,2.8,0.0,3.7,4.0,2.4,38.9,66.7,52.9,48.0,60.5,50.0
2188,Riverdale SD 51J,Terry Brandon,985,Riverdale Grade School,Joanna Tobin,Grade(s) K-8,E,Multnomah,353,124,86,143,94.5%,5.9%,19.0,25.0,21.0,25.0,,,,,,,,,*,*,15%,4%,1%,3%,<1%,6%,<1%,85%,6,Not Rated,,Not Rated,83.8,53.8,81.6,86.9,43.6,76.4,91.0,89.0,>95,93.3,65.9,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,Riverdale SD 51J,Terry Brandon,1345,Riverdale High School,Paula Robinson,Grade(s) 9-12,H,Multnomah,246,,,,86.7%,12.9%,--,--,,,20.0,24.0,20.0,24.0,19.5,26.0,24.0,26.0,*,*,9%,4%,1%,1%,0,4%,0,90%,7,Not Rated,,Not Rated,92.2,68.5,74.9,68.8,31.6,38.8,84.8,74.6,>95,88.9,62.6,74.4,>95,>95,79.9,87.8,76.9,69.1,74.6,83.3,31.7,39.7,89.4,94.2,85.9,95.3,72.0,82.6,100.0,91.3,94.2,100.0,82.1,90.8,1.1,0.6,0.4,0.0,4.0,2.5,87.1,85.7,85.7,90.9,60.5,57.2
2044,Rogue River SD 35,Paul Young,4856,Rivers Edge Academy Charter School,Cecile Enright,Grade(s) K-12,H,Jackson,150,,,,>95%,25.7%,2.0,25.0,,,6.0,24.0,43.0,24.0,2.5,26.0,4.0,26.0,*,61%,11%,1%,1%,8%,2%,5%,0,84%,1,Not Rated,,Not Rated,34.3,55.7,45.9,23.5,42.1,27.7,44.4,47.8,47.2,33.3,64.9,60.2,*,50.0,79.9,82.2,--,--,7.7,5.6,31.7,38.3,--,50.0,0.0,46.2,72.0,79.8,--,--,20.0,66.7,82.1,83.7,--,5.3,11.4,0.0,4.0,2.5,--,--,100.0,50.0,60.5,49.9
2044,Rogue River SD 35,Paul Young,399,Rogue River Elementary School,Jennifer Bakker,Grade(s) K-6,E,Jackson,413,261,100,52,81.4%,26.9%,23.0,25.0,--,--,,,,,,,,,*,74%,16%,1%,1%,9%,2%,8%,<1%,79%,2,Not Rated,,Not Rated,32.1,51.9,41.3,26.0,43.5,33.2,62.1,69.6,63.3,78.9,66.8,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,Rogue River SD 35,Paul Young,401,Rogue River Junior/Senior High,Paul Cataldo,Grade(s) 7-12,H,Jackson,341,,,,73.4%,19.8%,--,--,,,18.5,24.0,18.0,24.0,21.0,26.0,22.5,26.0,<5%,59%,22%,1%,1%,6%,1%,6%,<1%,85%,4,Not Rated,,Not Rated,50.7,60.9,53.8,23.0,40.2,32.0,62.3,74.7,63.5,56.3,63.9,62.9,51.0,67.2,79.9,71.0,39.7,36.8,44.2,52.5,31.7,33.7,59.8,68.5,70.8,66.7,72.0,75.5,89.5,70.0,84.7,83.6,82.1,83.8,3.4,4.2,2.3,2.6,4.0,2.3,48.8,48.4,51.5,46.7,60.5,54.5
2142,Salem-Keizer SD 24J,Christy Perry,728,Auburn Elementary School,Sue Luthra,Grade(s) K-5,E,Marion,622,433,189,--,77.4%,21.1%,22.0,25.0,--,--,,,,,,,,,59%,***,15%,1%,1%,63%,1%,2%,4%,28%,15,Not Rated,,Not Rated,33.6,51.1,34.4,26.0,44.8,28.8,32.0,26.4,30.9,33.7,66.8,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,5066,Battle Creek Elementary School,Linda Dougherty,Grade(s) K-5,E,Marion,522,378,144,--,84.1%,14.3%,25.0,25.0,--,--,,,,,,,,,6%,50%,19%,2%,2%,10%,1%,8%,2%,76%,13,Not Rated,,Not Rated,57.0,51.1,55.2,35.8,44.8,48.0,*,73.2,75.4,77.5,66.8,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,731,Brush College Elementary School,Artonya Gemmil,Grade(s) K-5,E,Polk,220,145,75,--,82.8%,22.2%,18.0,25.0,--,--,,,,,,,,,7%,49%,17%,2%,2%,9%,4%,8%,<1%,74%,8,Not Rated,,Not Rated,56.4,51.1,44.2,45.3,44.8,36.4,59.3,58.8,54.1,81.6,66.8,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,732,Bush Elementary School,Monica Takata,Grade(s) K-5,E,Marion,310,215,95,--,71.5%,25.3%,22.0,25.0,--,--,,,,,,,,,42%,***,30%,1%,2%,46%,2%,6%,3%,41%,8,Not Rated,,Not Rated,32.0,51.1,35.0,22.0,44.8,26.3,48.8,48.7,60.8,34.9,66.8,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,733,Candalaria Elementary School,Karl Paulson,Grade(s) K-5,E,Marion,356,239,117,--,88.5%,7.3%,30.0,25.0,--,--,,,,,,,,,<5%,28%,19%,2%,2%,8%,1%,9%,<1%,79%,10,Not Rated,,Not Rated,74.3,51.1,70.6,62.6,44.8,63.9,>95,90.2,87.5,89.8,66.8,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,5064,Cesar E Chavez Elem,Olga Cobb,Grade(s) K-5,E,Marion,561,388,173,--,79.4%,18.8%,27.0,25.0,--,--,,,,,,,,,66%,***,12%,2%,<1%,64%,<1%,4%,6%,24%,17,Not Rated,,Not Rated,35.3,51.1,31.1,26.4,44.8,27.2,*,43.5,37.0,34.6,66.8,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,1244,Chapman Hill Elementary School,Rachael Harms,Grade(s) K-5,E,Polk,374,235,139,--,87.1%,12.6%,25.5,25.0,--,--,,,,,,,,,17%,37%,20%,5%,1%,14%,1%,9%,1%,68%,15,Not Rated,,Not Rated,61.9,51.1,59.0,59.7,44.8,49.9,88.4,78.8,82.5,86.1,66.8,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,3373,Claggett Creek Middle School,Rob Schoepper,Grade(s) 6-8,M,Marion,917,,,,78.7%,17.1%,--,--,,,1.0,24.0,1.0,24.0,1.0,26.0,1.5,26.0,34%,***,17%,1%,1%,47%,1%,5%,2%,44%,10,Not Rated,,Not Rated,52.7,56.4,52.0,43.4,42.5,38.0,73.0,68.0,64.6,66.3,65.0,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,734,Clear Lake Elementary School,Tara Baldridge,Grade(s) K-5,E,Marion,462,278,184,--,87.8%,11.9%,25.5,25.0,--,--,,,,,,,,,6%,37%,13%,2%,<1%,16%,1%,8%,1%,73%,10,Not Rated,,Not Rated,71.6,51.1,60.8,65.0,44.8,53.5,94.7,87.2,93.4,91.1,66.8,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,1329,Crossler Middle School,Kristine Walton,Grade(s) 6-8,M,Marion,701,,,,79.5%,11.5%,--,--,,,1.0,24.0,1.0,24.0,1.0,26.0,1.0,26.0,7%,46%,15%,2%,1%,16%,1%,6%,1%,74%,11,Not Rated,,Not Rated,63.0,56.4,61.8,48.9,42.5,45.8,80.5,78.3,80.5,72.6,65.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,735,Cummings Elementary School,Lisa Sundseth,Grade(s) K-5,E,Marion,428,281,147,--,78.8%,19.0%,27.0,25.0,--,--,,,,,,,,,17%,63%,19%,0,1%,24%,1%,6%,2%,67%,10,Not Rated,,Not Rated,45.8,51.1,50.1,38.1,44.8,43.0,68.9,71.4,80.7,64.1,66.8,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,4589,Early College High School,Jay Weeks,Grade(s) 9-12,H,Marion,184,,,,>95%,10.8%,--,--,,,--,--,--,--,--,--,--,--,31%,69%,<5%,2%,1%,39%,2%,4%,1%,51%,7,Not Rated,Priority,Not Rated,>95,68.5,60.7,65.6,31.6,21.9,87.5,78.0,92.9,89.7,62.6,41.4,>95,93.5,79.9,44.7,5.9,10.4,28.9,42.7,31.7,39.1,17.5,15.6,12.8,97.8,72.0,85.1,66.9,80.3,81.8,95.7,82.1,83.3,3.3,1.0,2.0,0.0,4.0,1.9,45.2,42.1,28.6,85.7,60.5,51.5
2142,Salem-Keizer SD 24J,Christy Perry,736,Englewood Elementary School,Gary Etchemendy,Grade(s) K-5,E,Marion,373,240,133,--,82.7%,23.8%,27.0,25.0,--,--,,,,,,,,,14%,***,19%,1%,1%,27%,1%,6%,2%,61%,12,Not Rated,,Not Rated,37.8,51.1,42.8,43.9,44.8,36.0,92.5,75.9,72.4,71.6,66.8,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,751,Eyre Elementary School,Marcus Morris,Grade(s) K-5,E,Marion,587,412,175,--,81.7%,21.0%,24.0,25.0,--,--,,,,,,,,,62%,***,17%,1%,1%,70%,0,2%,2%,24%,8,Not Rated,,Not Rated,40.9,51.1,31.5,43.6,44.8,25.6,51.2,47.4,54.5,54.9,66.8,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,3529,Forest Ridge Elementary School,Marya Kalugin,Grade(s) K-5,E,Marion,248,179,69,--,90.5%,14.6%,25.0,25.0,--,--,,,,,,,,,12%,46%,25%,0,<1%,21%,0,5%,<1%,74%,6,Not Rated,,Not Rated,62.0,51.1,53.9,54.3,44.8,44.0,83.3,51.9,68.8,87.9,66.8,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,738,Four Corners Elementary School,Phil Decker,Grade(s) K-5,E,Marion,506,356,150,--,77.8%,20.2%,23.0,25.0,--,--,,,,,,,,,63%,***,13%,2%,<1%,63%,1%,3%,4%,27%,10,Not Rated,Focus,Not Rated,30.5,51.1,32.9,17.6,44.8,27.4,42.5,27.1,24.0,35.0,66.8,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,740,Grant Community School,Teresa Tolento,Grade(s) K-5,E,Marion,464,330,134,--,80.4%,22.1%,24.0,25.0,--,--,,,,,,,,,48%,***,23%,1%,1%,42%,<1%,3%,3%,51%,7,Not Rated,Focus,Not Rated,31.1,51.1,36.3,23.1,44.8,27.9,56.9,46.5,38.6,41.1,66.8,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,745,Gubser Elementary School,Dave Bertholf,Grade(s) K-5,E,Marion,494,332,162,--,81.8%,12.9%,28.0,25.0,--,--,,,,,,,,,10%,50%,21%,1%,<1%,21%,1%,7%,1%,68%,9,Not Rated,,Not Rated,63.7,51.1,54.0,45.7,44.8,45.8,73.6,92.3,91.6,80.0,66.8,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,3377,Hallman Elementary School,Charlotte Sachtjen,Grade(s) K-5,E,Marion,464,329,135,--,81.2%,22.8%,22.5,25.0,--,--,,,,,,,,,75%,***,11%,<1%,2%,78%,1%,3%,2%,14%,6,Not Rated,Priority,Not Rated,36.6,51.1,29.4,25.3,44.8,25.2,35.5,12.1,45.6,12.3,66.8,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,3376,Hammond Elementary School,Lori Tan,Grade(s) K-5,E,Marion,527,332,195,--,89.4%,11.7%,28.0,25.0,--,--,,,,,,,,,51%,76%,14%,6%,1%,55%,<1%,4%,1%,32%,11,Not Rated,,Not Rated,46.6,51.1,37.0,29.2,44.8,30.6,78.6,61.3,67.4,69.2,66.8,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,4068,Harritt Elementary School,Paul Myers,Grade(s) K-5,E,Polk,506,355,151,--,84.2%,17.5%,26.5,25.0,--,--,,,,,,,,,32%,58%,16%,3%,1%,40%,1%,7%,<1%,48%,11,Not Rated,,Not Rated,49.5,51.1,45.7,37.7,44.8,38.8,*,*,*,65.2,66.8,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,755,Hayesville Elementary School,Michelle Halter,Grade(s) K-5,E,Marion,429,281,148,--,77.5%,29.4%,21.0,25.0,--,--,,,,,,,,,60%,***,13%,<1%,<1%,70%,<1%,3%,4%,22%,7,Not Rated,,Not Rated,43.1,51.1,30.6,32.8,44.8,24.3,61.7,64.4,76.3,53.5,66.8,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,743,Highland Elementary School,Christi Cheever,Grade(s) K-5,E,Marion,403,267,136,--,74.9%,30.6%,24.0,25.0,--,--,,,,,,,,,53%,***,25%,<1%,1%,64%,2%,4%,3%,25%,8,Not Rated,,Not Rated,31.7,51.1,29.9,23.2,44.8,23.8,50.0,28.2,28.0,28.3,66.8,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,744,Hoover Elementary School,Celeste Lopez,Grade(s) K-5,E,Marion,509,352,157,--,80.9%,21.1%,25.0,25.0,--,--,,,,,,,,,69%,***,12%,1%,1%,76%,<1%,2%,4%,15%,8,Not Rated,,Not Rated,35.0,51.1,29.1,24.7,44.8,24.6,45.5,64.4,70.7,52.8,66.8,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,1330,Houck Middle School,Mark Thompson,Grade(s) 6-8,M,Marion,941,,,,77.3%,18.5%,--,--,,,1.0,24.0,1.0,24.0,1.0,26.0,1.0,26.0,53%,***,19%,2%,1%,62%,1%,3%,4%,28%,15,Not Rated,,Not Rated,35.4,56.4,37.6,31.8,42.5,26.7,56.0,51.0,43.8,46.6,65.0,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,1358,Howard Street Charter,Christina Tracy,Grade(s) 6-8,M,Marion,157,,,,93.0%,1.9%,--,--,,,--,--,--,--,--,--,--,--,5%,14%,8%,10%,1%,10%,1%,5%,1%,73%,6,Not Rated,,Not Rated,77.9,56.4,62.4,54.5,42.5,47.3,92.6,89.8,84.3,84.9,65.0,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,4210,Jane Goodall Environmental Middle Charter School,Annie Morton,Grade(s) 6-8,M,Marion,97,,,,87.5%,7.0%,--,--,,,--,--,--,--,--,--,--,--,7%,35%,16%,0,0,14%,2%,3%,0,80%,4,Not Rated,,Not Rated,79.8,56.4,61.5,70.2,42.5,44.9,>95,>95,87.5,>95,65.0,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,765,Judson Middle School,Alicia Kruska,Grade(s) 6-8,M,Marion,914,,,,86.4%,13.8%,--,--,,,1.0,24.0,1.0,24.0,1.5,26.0,1.0,26.0,10%,47%,15%,3%,1%,16%,1%,9%,2%,69%,24,Not Rated,,Not Rated,71.7,56.4,59.1,53.4,42.5,43.2,88.0,86.2,87.1,78.2,65.0,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,4858,Kalapuya Elementary School,Jennifer Neitzel,Grade(s) K-5,E,Polk,621,389,232,--,91.6%,14.3%,27.0,25.0,--,--,,,,,,,,,8%,35%,16%,1%,1%,14%,1%,7%,2%,76%,13,Not Rated,,Not Rated,74.8,51.1,58.4,63.4,44.8,51.2,81.3,79.6,85.1,87.7,66.8,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Salem-Keizer SD 24J,Christy Perry,747,Keizer Elementary School,Tracy Moisan,Grade(s) K-5,E,Marion,650,436,214,--,81.0%,18.8%,29.0,25.0,--,--,,,,,,,,,36%,***,16%,1%,1%,43%,1%,3%,1%,50%,12,Not Rated,,Not Rated,44.4,51.1,43.0,35.1,44.8,35.6,81.1,64.4,70.3,63.7,66.8,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
