SchoolID,PROGRAM_SCHOOL_SERVED,PROGRAM_ZIP,PROGRAM_INFO_OFFERED_AFTER_SCHOOL,PROGRAM_INFO_OFFERED_BEFORE_SCHOOL,PROGRAM_INFO_AVERAGE_HOURS_PER_WEEK,PROGRAM_INFO_MAX_CAPACITY
620,TAFT ELEMENTARY SCHOOL,97341,TRUE,FALSE,,25
620,TAFT ELEMENTARY SCHOOL,97367,TRUE,FALSE,10,75
628,TAFT HIGH SCHOOL,97367,FALSE,FALSE,,
647,TAKENA ELEMENTARY SCHOOL,97321,TRUE,TRUE,50,60
372,TALENT ELEMENTARY SCHOOL,97540,TRUE,FALSE,20,80
373,TALENT MIDDLE SCHOOL,97540,FALSE,FALSE,,
1001,TALMADGE MIDDLE SCHOOL,97351,FALSE,FALSE,,
1001,TALMADGE MIDDLE SCHOOL,97351,FALSE,FALSE,,
646,TANGENT ELEMENTARY SCHOOL,,FALSE,FALSE,,
1176,TERRA LINDA ELEMENTARY SCHOOL,97229,TRUE,FALSE,15,15
260,TERREBONNE COMMUNITY,97760,TRUE,TRUE,55,90
260,TERREBONNE COMMUNITY,97760,FALSE,FALSE,,
1297,TERRITORIAL ELEMENTARY SCHOOL,,FALSE,FALSE,,
1252,THE CHILD CENTER,,FALSE,FALSE,,
1100,THE DALLES MIDDLE SCHOOL,97058,FALSE,FALSE,3,15
1101,THE DALLES-WAHTONKA HIGH SCHOOL,,FALSE,FALSE,,
2300,THE NEXT DOOR,,FALSE,FALSE,,
,THOMAS A EDISON HIGH SCHOOL,,FALSE,FALSE,,
1144,THOMAS R FOWLER MIDDLE SCHOOL,97223,TRUE,FALSE,30,75
4609,THREE LAKES HIGH SCHOOL,,FALSE,FALSE,,
3452,THREE RIVERS CHARTER,,FALSE,FALSE,,
1266,THREE RIVERS ELEMENTARY SCHOOL,97707,TRUE,FALSE,2,30
1266,THREE RIVERS ELEMENTARY SCHOOL,97707,FALSE,FALSE,,
556,THURSTON ELEMENTARY SCHOOL,97478,TRUE,TRUE,30,45
561,THURSTON HIGH SCHOOL,,FALSE,FALSE,,
1146,TIGARD HIGH SCHOOL,,FALSE,FALSE,,
1146,TIGARD HIGH SCHOOL,,FALSE,FALSE,,
1017,TILLAMOOK HIGH SCHOOL,,FALSE,FALSE,,
1016,TILLAMOOK JUNIOR HIGH SCHOOL,,FALSE,FALSE,,
,TILLER ELEMENTARY SCHOOL,,FALSE,FALSE,,
1302,TOBIAS ELEMENTARY SCHOOL,97006,TRUE,FALSE,17,60
1302,TOBIAS ELEMENTARY SCHOOL,97006,FALSE,FALSE,,
,TOKETEE FALLS ELEMENTARY SCHOOL,,FALSE,FALSE,,
611,TOLEDO ELEMENTARY SCHOOL,97391,TRUE,FALSE,13,200
629,TOLEDO JUNIOR/SENIOR HIGH SCHOOL,,FALSE,FALSE,,
4429,TOM MCCALL ELEMENTARY SCHOOL,97756,TRUE,TRUE,27,25
4429,TOM MCCALL ELEMENTARY SCHOOL,97756,FALSE,FALSE,,
1127,TOM MCCALL UPPER ELEMENTARY SCHOOL,97116,TRUE,FALSE,30,60
1127,TOM MCCALL UPPER ELEMENTARY SCHOOL,97116,FALSE,FALSE,,
,TRANSITION HOUSE,,FALSE,FALSE,,
4588,TRASK RIVER HIGH SCHOOL,,FALSE,FALSE,,
292,TRI CITY ELEMENTARY SCHOOL,97457,TRUE,FALSE,7,25
3401,TRIANGLE LAKE CHARTER,,FALSE,FALSE,,
3616,TRILLIUM,,FALSE,FALSE,,
951,TROUTDALE ELEMENTARY SCHOOL,97060,FALSE,FALSE,,
951,TROUTDALE ELEMENTARY SCHOOL,97060,TRUE,TRUE,25,20
1092,TROY ELEMENTARY SCHOOL,,FALSE,FALSE,,
1143,TUALATIN ELEMENTARY SCHOOL,97062,FALSE,FALSE,,30
1143,TUALATIN ELEMENTARY SCHOOL,97062,FALSE,FALSE,,125
1143,TUALATIN ELEMENTARY SCHOOL,97062,TRUE,TRUE,23,30
1143,TUALATIN ELEMENTARY SCHOOL,97062,FALSE,FALSE,,
1301,TUALATIN HIGH SCHOOL,,FALSE,FALSE,,
,TUCKER-MAXON ORAL,,FALSE,FALSE,,
261,TUMALO COMMUNITY,,FALSE,FALSE,,
790,TURNER ELEMENTARY SCHOOL,97392,TRUE,FALSE,13,30
1145,TWALITY MIDDLE SCHOOL,,FALSE,FALSE,,
530,TWIN OAKS ELEMENTARY SCHOOL,97405,TRUE,TRUE,30,40
3432,UKIAH,,FALSE,FALSE,,
2818,UMATILLA COUNTY JUVENILE,,FALSE,FALSE,,
1033,UMATILLA HIGH SCHOOL,,FALSE,FALSE,,
,UNION COUNTY EDUCATION CENTER,,FALSE,FALSE,,
1074,UNION ELEMENTARY SCHOOL,,FALSE,FALSE,,
1075,UNION HIGH SCHOOL,,FALSE,FALSE,,
,UPLANDS ELEMENTARY SCHOOL,,FALSE,TRUE,5,40
,UPLANDS ELEMENTARY SCHOOL,97035,FALSE,FALSE,,50
,UPLANDS ELEMENTARY SCHOOL,97034,TRUE,TRUE,25,30
4378,URCEO-UPPER ROGUE CENTER FOR EDUCATIONAL OPPORTUNITIES,,FALSE,FALSE,,
701,VALE ELEMENTARY SCHOOL,,FALSE,FALSE,,
713,VALE HIGH SCHOOL,,FALSE,FALSE,,
1357,VALE MIDDLE SCHOOL,,FALSE,FALSE,,
4390,VALLEY INQUIRY CHARTER,97302,FALSE,FALSE,,
1360,VALOR MIDDLE SCHOOL,97071,TRUE,FALSE,20,70
1360,VALOR MIDDLE SCHOOL,97071,TRUE,FALSE,15,80
566,VENETA ELEMENTARY SCHOOL,97487,FALSE,FALSE,,50
566,VENETA ELEMENTARY SCHOOL,,FALSE,FALSE,,
978,VENTURA PARK ELEMENTARY SCHOOL,97216,FALSE,FALSE,,30
978,VENTURA PARK ELEMENTARY SCHOOL,97216,FALSE,FALSE,,39
1325,VERN PATRICK ELEMENTARY SCHOOL,97756,TRUE,TRUE,27,40
1325,VERN PATRICK ELEMENTARY SCHOOL,97756,FALSE,FALSE,,
895,VERNON ELEMENTARY SCHOOL,97211,FALSE,FALSE,,
895,VERNON ELEMENTARY SCHOOL,,FALSE,FALSE,9,294
895,VERNON ELEMENTARY SCHOOL,97211,FALSE,FALSE,,37
178,VERNONIA HIGH SCHOOL,,FALSE,FALSE,,
4396,VERNONIA MIDDLE SCHOOL,,TRUE,FALSE,3,25
896,VESTAL ELEMENTARY SCHOOL,97220,TRUE,TRUE,23,26
777,VICTOR POINT ELEMENTARY SCHOOL,,FALSE,FALSE,,
79,VIEW ACRES ELEMENTARY SCHOOL,,FALSE,FALSE,,
3229,VILLAGE,,FALSE,FALSE,,
1177,VOSE ELEMENTARY SCHOOL,97008,TRUE,FALSE,19,30
1177,VOSE ELEMENTARY SCHOOL,97005,TRUE,FALSE,23,30
1177,VOSE ELEMENTARY SCHOOL,97008,FALSE,FALSE,,
1119,W L HENRY ELEMENTARY SCHOOL,97123,FALSE,FALSE,,
1119,W L HENRY ELEMENTARY SCHOOL,97123,TRUE,FALSE,13,30
1114,W VERNE MCKINNEY ELEMENTARY SCHOOL,97123,FALSE,FALSE,,
711,W W JONES ELEMENTARY SCHOOL,,FALSE,FALSE,,
768,WALDO MIDDLE SCHOOL,97305,TRUE,FALSE,3,15
768,WALDO MIDDLE SCHOOL,,TRUE,TRUE,,50
768,WALDO MIDDLE SCHOOL,97301,FALSE,FALSE,,
768,WALDO MIDDLE SCHOOL,97301,TRUE,FALSE,7.5,110
630,WALDPORT HIGH SCHOOL,,FALSE,FALSE,,
379,WALKER ELEMENTARY SCHOOL,97520,TRUE,FALSE,17,60
379,WALKER ELEMENTARY SCHOOL,97520,FALSE,FALSE,,
769,WALKER MIDDLE SCHOOL,,FALSE,TRUE,4,65
769,WALKER MIDDLE SCHOOL,97304,TRUE,FALSE,16,100
1088,WALLOWA ELEMENTARY SCHOOL,97885,TRUE,FALSE,11,50
1089,WALLOWA HIGH SCHOOL,,FALSE,FALSE,,
2263,WALT MOREY MIDDLE SCHOOL,97060,FALSE,FALSE,,
137,WALTER L KRAXBERGER MIDDLE SCHOOL,97045,FALSE,FALSE,,
137,WALTER L KRAXBERGER MIDDLE SCHOOL,,FALSE,FALSE,,
558,WALTERVILLE ELEMENTARY SCHOOL,,FALSE,FALSE,,
,WALUGA JUNIOR HIGH SCHOOL,,FALSE,FALSE,,
432,WARM SPRINGS ELEMENTARY SCHOOL,97761,FALSE,FALSE,,300
432,WARM SPRINGS ELEMENTARY SCHOOL,97761,FALSE,FALSE,,
160,WARREN ELEMENTARY SCHOOL,,FALSE,FALSE,,
156,WARRENTON GRADE,97146,TRUE,FALSE,12,20
156,WARRENTON GRADE,97146,FALSE,FALSE,,100
157,WARRENTON HIGH SCHOOL,,FALSE,FALSE,,
1232,WASCHER ELEMENTARY SCHOOL,97127,TRUE,FALSE,4,78
1232,WASCHER ELEMENTARY SCHOOL,97127,FALSE,FALSE,,
1232,WASCHER ELEMENTARY SCHOOL,97127,TRUE,FALSE,10,56
797,WASHINGTON ELEMENTARY SCHOOL,,TRUE,FALSE,17.5,70
797,WASHINGTON ELEMENTARY SCHOOL,97071,FALSE,FALSE,,
419,WASHINGTON ELEMENTARY SCHOOL,97501,FALSE,FALSE,,40
1049,WASHINGTON ELEMENTARY SCHOOL,97801-2435,TRUE,FALSE,1,110
,WASHINGTON ELEMENTARY SCHOOL,97064,TRUE,FALSE,3,30
419,WASHINGTON ELEMENTARY SCHOOL,97501,FALSE,FALSE,,
763,WASHINGTON ELEMENTARY SCHOOL,97301,FALSE,FALSE,,
763,WASHINGTON ELEMENTARY SCHOOL,97501,FALSE,FALSE,,30
648,WAVERLY ELEMENTARY SCHOOL,97321,FALSE,FALSE,,49
648,WAVERLY ELEMENTARY SCHOOL,,FALSE,FALSE,,
3374,WEDDLE ELEMENTARY SCHOOL,97303,TRUE,FALSE,1,8
3374,WEDDLE ELEMENTARY SCHOOL,,FALSE,FALSE,,
88,WELCHES ELEMENTARY SCHOOL,,TRUE,FALSE,6,30
2392,WELCHES MIDDLE SCHOOL,,TRUE,FALSE,4,20
4541,"WELLNESS, BUSINESS AND SPORTS",97071,FALSE,FALSE,,
,WELLSPRINGS FRIENDS,97405,FALSE,FALSE,,
649,WEST ALBANY HIGH SCHOOL,,FALSE,FALSE,,
940,WEST GRESHAM ELEMENTARY SCHOOL,97030,TRUE,TRUE,23,30
1050,WEST HILLS INTERMEDIATE,97801,FALSE,FALSE,,
4045,WEST LANE TECHNOLOGY LEARNING CENTER,,FALSE,FALSE,,
51,WEST LINN HIGH SCHOOL,,FALSE,FALSE,,
942,WEST ORIENT MIDDLE SCHOOL,,FALSE,FALSE,,
1038,WEST PARK ELEMENTARY SCHOOL,,FALSE,FALSE,,
979,WEST POWELLHURST ELEMENTARY SCHOOL,,FALSE,FALSE,,
3463,WEST SALEM HIGH SCHOOL,,FALSE,FALSE,,
320,WEST SUTHERLIN INTERMEDIATE,,TRUE,FALSE,4,30
320,WEST SUTHERLIN INTERMEDIATE,,TRUE,FALSE,4,20
898,WEST SYLVAN MIDDLE SCHOOL,,FALSE,FALSE,,
1178,WEST TUALATIN VIEW ELEMENTARY SCHOOL,97225,TRUE,TRUE,23,20
1178,WEST TUALATIN VIEW ELEMENTARY SCHOOL,97229,FALSE,FALSE,,165
1111,WEST UNION ELEMENTARY SCHOOL,97124,TRUE,TRUE,26,30
,WEST VALLEY ACADEMY,,FALSE,FALSE,,
1055,WESTON MIDDLE SCHOOL,,FALSE,FALSE,,
1056,WESTON-MCEWEN HIGH SCHOOL,,FALSE,FALSE,,
58,WESTRIDGE ELEMENTARY SCHOOL,97034,TRUE,TRUE,25,25
58,WESTRIDGE ELEMENTARY SCHOOL,,FALSE,TRUE,5,40
58,WESTRIDGE ELEMENTARY SCHOOL,97034,FALSE,FALSE,,110
366,WESTSIDE ELEMENTARY SCHOOL,97031,TRUE,TRUE,15,60
3221,WESTSIDE VILLAGE MAGNET SCHOOL AT KINGSTON ELEMENTARY SCHOOL,,FALSE,FALSE,,
1320,WESTVIEW HIGH SCHOOL,,FALSE,FALSE,,
72,WHITCOMB ELEMENTARY SCHOOL,,TRUE,FALSE,9,80
72,WHITCOMB ELEMENTARY SCHOOL,97222,TRUE,FALSE,15,54
,WHITE CITY ELEMENTARY SCHOOL,97503,TRUE,FALSE,20,150
,WHITE CITY ELEMENTARY SCHOOL,,FALSE,FALSE,,
4021,WHITE MOUNTAIN MIDDLE SCHOOL,,FALSE,FALSE,,
921,WHITE SHIELD HOME,,FALSE,FALSE,,
770,WHITEAKER MIDDLE SCHOOL,97303,TRUE,TRUE,8.25,250
1185,WHITFORD MIDDLE SCHOOL,,FALSE,FALSE,,
900,WHITMAN ELEMENTARY SCHOOL,97206,FALSE,FALSE,,
900,WHITMAN ELEMENTARY SCHOOL,97206,TRUE,TRUE,25,25
900,WHITMAN ELEMENTARY SCHOOL,,TRUE,FALSE,9,275
993,WHITWORTH ELEMENTARY SCHOOL,97338,TRUE,FALSE,13,15
993,WHITWORTH ELEMENTARY SCHOOL,,TRUE,TRUE,30,
993,WHITWORTH ELEMENTARY SCHOOL,97338,FALSE,FALSE,,
,WICHITA ELEMENTARY SCHOOL,,FALSE,FALSE,,
4405,WILDFLOWERS,,FALSE,FALSE,,
952,WILKES ELEMENTARY SCHOOL,97230-5999,FALSE,FALSE,,
534,WILLAGILLESPIE ELEMENTARY SCHOOL,97401,TRUE,TRUE,35,35
588,WILLAMETTE HIGH SCHOOL,,FALSE,FALSE,,
4058,WILLAMETTE LEADERSHIP ACADEMY,,FALSE,FALSE,,
1286,WILLAMETTE PRIMARY,,TRUE,TRUE,25,30
1224,WILLAMINA ELEMENTARY SCHOOL,97396,FALSE,FALSE,,
1224,WILLAMINA ELEMENTARY SCHOOL,97347,TRUE,FALSE,11,40
1226,WILLAMINA HIGH SCHOOL,,FALSE,FALSE,,
1225,WILLAMINA MIDDLE SCHOOL,,FALSE,FALSE,,
1225,WILLAMINA MIDDLE SCHOOL,97347,TRUE,FALSE,11,40
122,WILLIAM KNIGHT ELEMENTARY SCHOOL,97013,TRUE,FALSE,12,30
1828,WILLIAM P LORD HIGH SCHOOL,,FALSE,FALSE,,
1179,WILLIAM WALKER ELEMENTARY SCHOOL,97225,FALSE,FALSE,,
1179,WILLIAM WALKER ELEMENTARY SCHOOL,,TRUE,FALSE,12,100
453,WILLIAMS ELEMENTARY SCHOOL,,TRUE,FALSE,8,100
453,WILLIAMS ELEMENTARY SCHOOL,97544,FALSE,FALSE,,
,WILLOW LEARNING CENTER,,FALSE,FALSE,,
706,WILLOWCREEK ELEMENTARY SCHOOL,,FALSE,FALSE,,
39,WILSON ELEMENTARY SCHOOL,97330,TRUE,TRUE,40,20
420,WILSON ELEMENTARY SCHOOL,97504,FALSE,FALSE,,144
39,WILSON ELEMENTARY SCHOOL,97330,FALSE,FALSE,,65
39,WILSON ELEMENTARY SCHOOL,97330,TRUE,FALSE,3.5,30
420,WILSON ELEMENTARY SCHOOL,97504,TRUE,FALSE,,30
,WINCHESTER ELEMENTARY SCHOOL,97470,FALSE,FALSE,,36
,WINCHESTER ELEMENTARY SCHOOL,,FALSE,FALSE,,
4047,WINDY RIVER ELEMENTARY SCHOOL,97818,FALSE,FALSE,,13
4047,WINDY RIVER ELEMENTARY SCHOOL,,FALSE,FALSE,,
315,WINSTON MIDDLE SCHOOL,97496,TRUE,FALSE,10,50
315,WINSTON MIDDLE SCHOOL,,FALSE,FALSE,,
1364,WINTERHAVEN,97202,TRUE,TRUE,25,23
1364,WINTERHAVEN,97202,FALSE,FALSE,,105
1364,WINTERHAVEN,97202,FALSE,FALSE,,50
1151,WITCH HAZEL ELEMENTARY SCHOOL,97123,FALSE,FALSE,,
,WOLF CREEK ELEMENTARY SCHOOL,,FALSE,FALSE,,
4542,"WOODBURN ACADEMY OF ART, SCIENCE AND TECHNOLOGY",97071,FALSE,FALSE,,
4230,WOODBURN ARTHUR ACADEMY,97071-4927,TRUE,FALSE,6,50
4543,WOODBURN ARTS AND COMMUNICATIONS ACADEMY,97071,FALSE,FALSE,,
4543,WOODBURN ARTS AND COMMUNICATIONS ACADEMY,97071-9799,TRUE,FALSE,17,120
4544,WOODBURN SUCCESS,97071,FALSE,FALSE,,
4544,WOODBURN SUCCESS,97071,TRUE,FALSE,20,70
1365,WOODLAND ELEMENTARY SCHOOL,97024,FALSE,FALSE,,
902,WOODLAWN ELEMENTARY SCHOOL,97217,FALSE,FALSE,,80
902,WOODLAWN ELEMENTARY SCHOOL,97227,FALSE,FALSE,,
902,WOODLAWN ELEMENTARY SCHOOL,,TRUE,FALSE,9,246
902,WOODLAWN ELEMENTARY SCHOOL,97211,TRUE,TRUE,23,30
903,WOODMERE ELEMENTARY SCHOOL,97206,FALSE,FALSE,,
903,WOODMERE ELEMENTARY SCHOOL,97206,TRUE,TRUE,15,236
904,WOODSTOCK ELEMENTARY SCHOOL,97206,TRUE,TRUE,23,60
737,WRIGHT ELEMENTARY SCHOOL,97302,TRUE,TRUE,25,30
367,WYEAST MIDDLE SCHOOL,97031,TRUE,TRUE,,31
1213,YAMHILL CARLTON ELEMENTARY SCHOOL,,FALSE,FALSE,,
1213,YAMHILL CARLTON ELEMENTARY SCHOOL,,TRUE,FALSE,15,
1238,YAMHILL CARLTON HIGH SCHOOL,,FALSE,FALSE,,
4564,YAMHILL CARLTON INTERMEDIATE,,FALSE,FALSE,,
2858,YAMHILL COUNTY JUVENILE,,FALSE,FALSE,,
,YAMHILL GRADE,,FALSE,FALSE,,
,YEI TEEN PARENT,,FALSE,FALSE,,
559,YOLANDA ELEMENTARY SCHOOL,97478,TRUE,TRUE,30,45
299,YONCALLA ELEMENTARY SCHOOL,,TRUE,FALSE,2.5,20
300,YONCALLA HIGH SCHOOL,,FALSE,FALSE,,
764,YOSHIKAI ELEMENTARY SCHOOL,97305,FALSE,FALSE,,
764,YOSHIKAI ELEMENTARY SCHOOL,97305,TRUE,TRUE,25,60
,YOUNGS BAY EDUCATION CENTER,,FALSE,FALSE,,
,YOUTH EMPLOYMENT INSTITUTE,,FALSE,FALSE,,
,YOUTH PROGRESS LEARNING CENTER,,FALSE,FALSE,,
1259,YUJIN GAKUEN ELEMENTARY SCHOOL,97404,TRUE,TRUE,23,30
